date,partner,n,n_coop,n_conflict,goldstein_mean,mentions_sum,sources_sum,articles_sum
2017-01-01,AFG,32,32,0,2.481,230,,
2017-01-01,AUS,1,1,0,3.4,4,,
2017-01-01,BGD,9,8,1,2.944,24,,
2017-01-01,BRA,1,1,0,7.4,10,,
2017-01-01,CAN,8,8,0,4.838,32,,
2017-01-01,CHN,8,8,0,1.85,32,,
2017-01-01,CUB,9,9,0,3.4,396,,
2017-01-01,GBR,40,37,3,2.197,267,,
2017-01-01,IRN,1,1,0,-0.4,5,,
2017-01-01,ISR,7,5,2,2.857,18,,
2017-01-01,ITA,1,1,0,3.0,5,,
2017-01-01,KEN,2,2,0,1.9,16,,
2017-01-01,KGZ,2,2,0,3.4,4,,
2017-01-01,KHM,4,4,0,4.0,4,,
2017-01-01,LBR,2,2,0,4.0,20,,
2017-01-01,LKA,10,2,8,-1.9,54,,
2017-01-01,MDV,4,0,4,-2.0,12,,
2017-01-01,MYS,6,6,0,2.7,18,,
2017-01-01,NOR,1,0,1,-9.2,10,,
2017-01-01,NPL,6,2,4,-2.55,32,,
2017-01-01,PAK,71,44,27,-0.763,296,,
2017-01-01,PSE,4,4,0,5.175,24,,
2017-01-01,RUS,4,4,0,-0.15,12,,
2017-01-01,SAU,5,5,0,2.48,6,,
2017-01-01,SDN,1,1,0,3.4,30,,
2017-01-01,TUR,24,9,15,-4.475,115,,
2017-01-01,USA,31,22,9,0.323,190,,
2017-01-01,YEM,2,0,2,-9.0,18,,
2017-01-02,AFG,10,10,0,2.38,32,,
2017-01-02,AFR,1,1,0,5.2,2,,
2017-01-02,BGD,13,11,2,2.908,49,,
2017-01-02,BTN,6,6,0,3.933,22,,
2017-01-02,CHE,2,2,0,2.35,20,,
2017-01-02,CHN,9,6,3,-0.456,52,,
2017-01-02,CUB,3,3,0,1.0,80,,
2017-01-02,DEU,2,1,1,0.0,8,,
2017-01-02,ESP,6,2,4,-3.333,8,,
2017-01-02,EUR,15,14,1,1.587,32,,
2017-01-02,FIN,1,1,0,3.0,4,,
2017-01-02,GBR,45,43,2,3.331,296,,
2017-01-02,IDN,7,7,0,5.671,8,,
2017-01-02,IRQ,1,0,1,-10.0,12,,
2017-01-02,ISR,2,2,0,4.0,6,,
2017-01-02,ITA,4,4,0,2.35,30,,
2017-01-02,JPN,5,1,4,-3.52,19,,
2017-01-02,LKA,62,52,10,2.3,153,,
2017-01-02,MCO,2,2,0,2.35,8,,
2017-01-02,MEA,10,10,0,1.54,92,,
2017-01-02,MEX,4,4,0,2.35,8,,
2017-01-02,MMR,1,1,0,3.4,4,,
2017-01-02,MYS,9,7,2,2.556,56,,
2017-01-02,NGA,5,0,5,-5.0,22,,
2017-01-02,NPL,9,6,3,1.078,50,,
2017-01-02,NZL,5,5,0,2.92,13,,
2017-01-02,PAK,30,13,17,-1.66,60,,
2017-01-02,PHL,2,2,0,2.35,6,,
2017-01-02,PRT,2,2,0,4.0,20,,
2017-01-02,RUS,8,7,1,2.3,44,,
2017-01-02,SAU,2,0,2,-7.2,3,,
2017-01-02,SGP,5,5,0,7.76,10,,
2017-01-02,THA,11,9,2,0.518,30,,
2017-01-02,TUR,55,18,37,-5.671,4188,,
2017-01-02,TWN,11,11,0,3.182,272,,
2017-01-02,USA,56,49,7,0.821,272,,
2017-01-02,VNM,2,0,2,-5.0,2,,
2017-01-03,AFG,6,6,0,2.583,38,,
2017-01-03,AFR,2,2,0,2.35,4,,
2017-01-03,ARE,13,9,4,-0.954,36,,
2017-01-03,BGD,9,6,3,-0.289,23,,
2017-01-03,BHR,2,2,0,2.35,40,,
2017-01-03,BTN,2,2,0,3.4,6,,
2017-01-03,CHN,48,40,8,1.348,198,,
2017-01-03,COL,1,0,1,-4.0,6,,
2017-01-03,DEU,7,3,4,-3.686,184,,
2017-01-03,ESP,6,2,4,-3.333,8,,
2017-01-03,FRA,3,3,0,0.0,4,,
2017-01-03,GBR,29,26,3,1.759,72,,
2017-01-03,GRC,3,3,0,0.0,7,,
2017-01-03,GUY,3,3,0,0.9,6,,
2017-01-03,IDN,1,0,1,-5.0,4,,
2017-01-03,ISR,12,10,2,2.0,28,,
2017-01-03,ITA,2,1,1,-1.0,15,,
2017-01-03,JOR,1,0,1,-9.0,5,,
2017-01-03,JPN,7,7,0,1.786,25,,
2017-01-03,KGZ,4,4,0,2.35,8,,
2017-01-03,KHM,4,4,0,4.0,4,,
2017-01-03,KOR,1,0,1,-4.0,1,,
2017-01-03,KWT,1,1,0,0.0,4,,
2017-01-03,LKA,10,7,3,1.27,18,,
2017-01-03,MDV,1,0,1,-2.0,15,,
2017-01-03,MEA,4,4,0,2.35,12,,
2017-01-03,MLI,2,2,0,5.0,14,,
2017-01-03,MYS,1,1,0,0.0,4,,
2017-01-03,NGA,4,1,3,-1.9,10,,
2017-01-03,NLD,6,5,1,2.25,17,,
2017-01-03,NPL,3,3,0,6.333,41,,
2017-01-03,PAK,44,26,18,-1.364,365,,
2017-01-03,QAT,1,0,1,-5.0,10,,
2017-01-03,RUS,10,10,0,2.5,52,,
2017-01-03,SAS,9,4,5,-1.778,16,,
2017-01-03,SAU,8,6,2,0.275,37,,
2017-01-03,SDN,1,0,1,-10.0,10,,
2017-01-03,SGP,4,4,0,7.0,16,,
2017-01-03,THA,2,0,2,-7.5,4,,
2017-01-03,TJK,5,5,0,5.0,6,,
2017-01-03,TUR,17,8,9,-4.118,278,,
2017-01-03,TWN,3,3,0,3.0,46,,
2017-01-03,USA,104,88,16,1.284,447,,
2017-01-03,VNM,7,6,1,0.9,17,,
2017-01-03,YEM,1,0,1,-9.0,12,,
2017-01-03,ZAF,5,4,1,0.88,17,,
2017-01-03,ZWE,1,1,0,6.4,2,,
2017-01-04,AFR,2,2,0,3.5,2,,
2017-01-04,ARE,9,8,1,1.667,30,,
2017-01-04,ARG,1,0,1,-4.0,10,,
2017-01-04,AUS,5,5,0,1.18,18,,
2017-01-04,BGD,31,24,7,-0.442,89,,
2017-01-04,CAN,1,0,1,-10.0,4,,
2017-01-04,CHE,2,2,0,4.0,4,,
2017-01-04,CHN,20,17,3,0.655,50,,
2017-01-04,DEU,11,4,7,-3.673,113,,
2017-01-04,EGY,4,1,3,-2.75,14,,
2017-01-04,EUR,2,2,0,5.0,6,,
2017-01-04,FIN,6,6,0,4.867,32,,
2017-01-04,FJI,5,5,0,5.98,8,,
2017-01-04,FRA,2,2,0,2.35,2,,
2017-01-04,GBR,69,58,11,0.804,195,,
2017-01-04,GRC,4,4,0,3.4,8,,
2017-01-04,IRN,3,3,0,3.7,18,,
2017-01-04,IRQ,4,0,4,-10.0,10,,
2017-01-04,ISR,14,10,4,0.4,220,,
2017-01-04,ITA,7,4,3,-0.8,20,,
2017-01-04,JOR,12,8,4,-0.1,216,,
2017-01-04,JPN,7,6,1,1.857,69,,
2017-01-04,KEN,8,8,0,6.85,38,,
2017-01-04,KHM,1,1,0,3.4,4,,
2017-01-04,KOR,5,0,5,-2.0,32,,
2017-01-04,LBN,12,8,4,-0.1,216,,
2017-01-04,LKA,8,6,2,-1.163,40,,
2017-01-04,MDV,7,0,7,-2.0,32,,
2017-01-04,MLI,5,3,2,1.4,5,,
2017-01-04,MYS,2,2,0,2.5,7,,
2017-01-04,NPL,11,5,6,-1.909,122,,
2017-01-04,OMN,4,2,2,-0.575,16,,
2017-01-04,PAK,43,26,17,-0.807,164,,
2017-01-04,PRT,5,5,0,7.08,38,,
2017-01-04,QAT,2,0,2,-2.0,35,,
2017-01-04,RUS,7,7,0,2.586,46,,
2017-01-04,SAS,3,0,3,-5.0,14,,
2017-01-04,SAU,4,4,0,7.0,48,,
2017-01-04,SEA,7,3,4,-1.429,39,,
2017-01-04,THA,10,10,0,3.55,52,,
2017-01-04,TMP,4,4,0,2.35,8,,
2017-01-04,TUR,113,88,25,-0.328,4283,,
2017-01-04,TWN,2,2,0,3.0,6,,
2017-01-04,USA,120,89,31,0.541,868,,
2017-01-04,VNM,1,1,0,10.0,6,,
2017-01-04,YEM,8,4,4,-2.688,20,,
2017-01-04,ZAF,6,6,0,2.35,24,,
2017-01-05,AFG,7,6,1,1.886,25,,
2017-01-05,AFR,1,1,0,1.0,8,,
2017-01-05,ARE,11,10,1,2.282,30,,
2017-01-05,AUS,10,8,2,0.77,72,,
2017-01-05,BGD,2,2,0,4.0,20,,
2017-01-05,CAN,13,11,2,3.431,28,,
2017-01-05,CHE,4,4,0,2.5,60,,
2017-01-05,CHL,3,3,0,0.0,10,,
2017-01-05,CHN,35,30,5,0.786,119,,
2017-01-05,DEU,5,2,3,-4.04,54,,
2017-01-05,EUR,1,1,0,6.0,20,,
2017-01-05,FIN,4,4,0,2.15,24,,
2017-01-05,FJI,1,1,0,3.0,1,,
2017-01-05,FRA,48,37,11,1.319,168,,
2017-01-05,GBR,29,24,5,1.083,75,,
2017-01-05,GRC,1,1,0,-0.4,30,,
2017-01-05,IRL,2,0,2,-9.75,14,,
2017-01-05,IRN,2,0,2,-4.0,2,,
2017-01-05,IRQ,2,2,0,3.4,6,,
2017-01-05,ISR,6,4,2,-0.1,9,,
2017-01-05,ITA,4,0,4,-5.0,18,,
2017-01-05,JOR,6,4,2,-0.1,9,,
2017-01-05,JPN,21,21,0,4.343,80,,
2017-01-05,KEN,7,7,0,2.371,147,,
2017-01-05,KOR,4,0,4,-2.0,19,,
2017-01-05,LBN,9,7,2,2.767,15,,
2017-01-05,LKA,38,7,31,-3.568,268,,
2017-01-05,MDV,1,0,1,-2.0,2,,
2017-01-05,MKD,1,0,1,-10.0,6,,
2017-01-05,MMR,3,2,1,1.8,12,,
2017-01-05,MYS,5,5,0,3.34,36,,
2017-01-05,NGA,1,0,1,-5.0,2,,
2017-01-05,NPL,6,6,0,3.567,38,,
2017-01-05,OMN,4,1,3,-2.75,12,,
2017-01-05,PAK,96,59,37,-0.528,299,,
2017-01-05,PRT,7,7,0,2.714,154,,
2017-01-05,RUS,13,12,1,3.8,40,,
2017-01-05,RWA,20,20,0,2.14,173,,
2017-01-05,SAS,2,2,0,1.5,5,,
2017-01-05,SAU,7,7,0,7.829,29,,
2017-01-05,SGP,2,2,0,9.0,2,,
2017-01-05,SWE,1,1,0,3.0,2,,
2017-01-05,THA,2,2,0,-0.4,4,,
2017-01-05,TJK,2,2,0,-0.4,2,,
2017-01-05,TUR,19,15,4,0.253,45,,
2017-01-05,TZA,2,0,2,-2.0,4,,
2017-01-05,USA,81,68,13,1.623,373,,
2017-01-05,ZAF,3,3,0,1.9,6,,
2017-01-06,AFG,3,3,0,3.233,8,,
2017-01-06,AFR,4,0,4,-10.0,4,,
2017-01-06,ARE,4,2,2,0.25,15,,
2017-01-06,AUS,2,2,0,2.35,12,,
2017-01-06,BEL,5,5,0,2.26,10,,
2017-01-06,BGD,11,8,3,0.827,50,,
2017-01-06,BRA,13,4,9,-3.431,45,,
2017-01-06,BTN,5,2,3,-2.06,25,,
2017-01-06,CAN,15,15,0,2.233,45,,
2017-01-06,CHE,2,2,0,2.35,10,,
2017-01-06,CHN,37,36,1,2.416,114,,
2017-01-06,DEU,5,4,1,-0.12,9,,
2017-01-06,EUR,4,4,0,2.875,18,,
2017-01-06,FRA,8,8,0,1.25,20,,
2017-01-06,GBR,26,23,3,2.031,72,,
2017-01-06,IRL,4,4,0,1.175,8,,
2017-01-06,IRN,3,3,0,2.2,16,,
2017-01-06,JPN,6,6,0,6.0,36,,
2017-01-06,KAZ,2,2,0,8.0,12,,
2017-01-06,KEN,3,3,0,2.2,20,,
2017-01-06,LKA,34,20,14,0.556,138,,
2017-01-06,MEX,3,3,0,4.0,12,,
2017-01-06,MUS,15,15,0,1.56,42,,
2017-01-06,MYS,12,8,4,0.867,48,,
2017-01-06,NGA,7,0,7,-5.0,18,,
2017-01-06,NPL,4,1,3,-2.75,6,,
2017-01-06,PAK,86,45,41,-1.199,277,,
2017-01-06,PRT,21,21,0,2.49,60,,
2017-01-06,RWA,7,7,0,2.2,28,,
2017-01-06,SAS,3,2,1,-1.767,12,,
2017-01-06,SAU,18,3,15,-1.722,179,,
2017-01-06,SEA,1,0,1,-5.0,10,,
2017-01-06,SGP,4,4,0,3.1,14,,
2017-01-06,USA,47,38,9,-0.285,177,,
2017-01-06,VNM,3,3,0,2.5,12,,
2017-01-07,AFG,11,11,0,2.636,24,,
2017-01-07,ARE,11,10,1,1.636,26,,
2017-01-07,AUS,2,1,1,-3.05,10,,
2017-01-07,BGD,8,4,4,-1.325,31,,
2017-01-07,BRA,13,7,6,-0.885,50,,
2017-01-07,CAN,7,6,1,1.757,60,,
2017-01-07,CHE,2,2,0,0.0,4,,
2017-01-07,CHL,2,0,2,-10.0,6,,
2017-01-07,CHN,15,13,2,1.873,54,,
2017-01-07,DEU,13,3,10,-3.738,74,,
2017-01-07,ESP,8,8,0,1.675,10,,
2017-01-07,ETH,2,2,0,4.0,2,,
2017-01-07,EUR,3,3,0,2.7,18,,
2017-01-07,FRA,20,20,0,4.05,60,,
2017-01-07,GBR,47,33,14,0.128,216,,
2017-01-07,IDN,1,0,1,-4.0,10,,
2017-01-07,IRL,5,4,1,0.88,14,,
2017-01-07,IRN,1,1,0,1.0,2,,
2017-01-07,ITA,7,2,5,-4.114,26,,
2017-01-07,JPN,3,1,2,0.667,16,,
2017-01-07,KEN,5,5,0,2.68,10,,
2017-01-07,LBN,1,0,1,-10.0,20,,
2017-01-07,LKA,40,30,10,0.423,402,,
2017-01-07,MDV,3,1,2,0.4,9,,
2017-01-07,MYS,2,0,2,-5.0,4,,
2017-01-07,NGA,2,0,2,-5.0,3,,
2017-01-07,NPL,3,2,1,-1.0,14,,
2017-01-07,PAK,63,36,27,-1.005,227,,
2017-01-07,PRT,100,100,0,3.224,447,,
2017-01-07,QAT,7,7,0,2.586,30,,
2017-01-07,RUS,11,11,0,2.418,46,,
2017-01-07,RWA,2,2,0,1.0,5,,
2017-01-07,SAU,12,8,4,2.45,31,,
2017-01-07,SSD,2,0,2,-4.0,4,,
2017-01-07,SYR,4,4,0,4.0,8,,
2017-01-07,THA,2,2,0,6.4,10,,
2017-01-07,TUR,2,0,2,-10.0,3,,
2017-01-07,USA,71,56,15,0.203,260,,
2017-01-08,AFG,4,4,0,3.4,12,,
2017-01-08,AFR,9,4,5,-2.844,66,,
2017-01-08,ARE,6,2,4,-2.267,18,,
2017-01-08,AUS,1,0,1,-6.5,4,,
2017-01-08,BGD,19,7,12,-4.695,104,,
2017-01-08,BHR,2,2,0,4.0,2,,
2017-01-08,BRA,3,3,0,1.567,16,,
2017-01-08,CHN,6,6,0,5.333,22,,
2017-01-08,DEU,2,0,2,-5.5,7,,
2017-01-08,FRA,33,33,0,3.188,163,,
2017-01-08,GBR,17,10,7,-0.829,51,,
2017-01-08,HTI,2,2,0,2.35,20,,
2017-01-08,IRL,1,1,0,0.0,4,,
2017-01-08,IRQ,3,3,0,9.0,8,,
2017-01-08,ISR,24,21,3,1.362,263,,
2017-01-08,ITA,1,0,1,-6.5,5,,
2017-01-08,JPN,6,6,0,4.3,36,,
2017-01-08,KEN,1,1,0,0.0,2,,
2017-01-08,KGZ,4,4,0,2.35,8,,
2017-01-08,KOR,2,1,1,-1.5,36,,
2017-01-08,KWT,1,1,0,0.0,8,,
2017-01-08,LKA,83,46,37,0.231,510,,
2017-01-08,MDV,1,0,1,-9.0,6,,
2017-01-08,MKD,4,4,0,2.35,4,,
2017-01-08,MLI,4,4,0,1.0,12,,
2017-01-08,MYS,2,0,2,-5.0,8,,
2017-01-08,NGA,10,0,10,-5.0,67,,
2017-01-08,NPL,6,6,0,2.35,32,,
2017-01-08,PAK,18,12,6,-0.283,67,,
2017-01-08,PRT,30,30,0,4.553,133,,
2017-01-08,QAT,1,1,0,3.2,2,,
2017-01-08,RUS,4,0,4,-6.5,5,,
2017-01-08,RWA,14,14,0,3.529,109,,
2017-01-08,SAS,2,2,0,3.0,6,,
2017-01-08,SRB,14,14,0,4.0,84,,
2017-01-08,SYR,8,8,0,3.587,28,,
2017-01-08,TUR,1,1,0,10.0,2,,
2017-01-08,USA,25,15,10,-1.356,126,,
2017-01-08,ZAF,3,0,3,-10.0,10,,
2017-01-09,AFG,12,10,2,0.517,40,,
2017-01-09,AFR,7,7,0,2.443,16,,
2017-01-09,ARE,6,3,3,-2.217,25,,
2017-01-09,ARG,1,1,0,4.0,12,,
2017-01-09,AUS,5,3,2,-2.0,44,,
2017-01-09,BGD,20,10,10,-0.41,86,,
2017-01-09,CAN,13,10,3,2.869,69,,
2017-01-09,CHE,2,2,0,1.0,6,,
2017-01-09,CHN,21,20,1,3.114,129,,
2017-01-09,CZE,1,1,0,6.0,12,,
2017-01-09,DEU,3,0,3,-7.667,22,,
2017-01-09,EGY,1,0,1,-5.0,5,,
2017-01-09,ETH,2,2,0,2.35,4,,
2017-01-09,FRA,30,30,0,3.793,76,,
2017-01-09,GBR,19,13,6,-0.2,45,,
2017-01-09,HTI,9,9,0,2.3,120,,
2017-01-09,IDN,2,2,0,2.35,12,,
2017-01-09,IRL,2,2,0,7.0,10,,
2017-01-09,IRN,4,3,1,2.95,7,,
2017-01-09,IRQ,3,2,1,-1.433,12,,
2017-01-09,ISR,17,15,2,2.112,197,,
2017-01-09,ITA,3,0,3,-4.0,9,,
2017-01-09,JOR,1,1,0,0.0,4,,
2017-01-09,JPN,25,22,3,3.656,96,,
2017-01-09,KEN,1,1,0,0.0,2,,
2017-01-09,KHM,7,7,0,3.1,134,,
2017-01-09,LAO,2,2,0,2.35,12,,
2017-01-09,LKA,20,15,5,2.82,54,,
2017-01-09,MDV,4,0,4,-2.5,15,,
2017-01-09,MMR,10,4,6,-1.3,38,,
2017-01-09,MYS,7,5,2,-0.043,26,,
2017-01-09,NGA,6,0,6,-5.0,12,,
2017-01-09,NPL,7,7,0,0.671,98,,
2017-01-09,PAK,45,26,19,0.207,345,,
2017-01-09,PHL,2,2,0,2.35,12,,
2017-01-09,POL,6,6,0,2.717,136,,
2017-01-09,PRT,13,13,0,4.185,25,,
2017-01-09,PRY,2,0,2,-2.0,3,,
2017-01-09,PSE,2,2,0,3.4,4,,
2017-01-09,QAT,4,0,4,-10.0,7,,
2017-01-09,RUS,26,20,6,0.662,100,,
2017-01-09,RWA,13,13,0,3.654,114,,
2017-01-09,SAS,4,3,1,-1.0,71,,
2017-01-09,SAU,1,0,1,-5.0,4,,
2017-01-09,SGP,2,2,0,4.0,20,,
2017-01-09,SRB,9,9,0,4.0,36,,
2017-01-09,SWE,2,2,0,4.0,2,,
2017-01-09,SYR,1,1,0,3.4,2,,
2017-01-09,THA,10,10,0,3.28,52,,
2017-01-09,TJK,1,1,0,4.0,3,,
2017-01-09,TWN,2,2,0,2.35,4,,
2017-01-09,USA,86,73,13,2.522,432,,
2017-01-09,VNM,13,13,0,3.854,36,,
2017-01-09,ZAF,3,2,1,-1.333,18,,
2017-01-10,AFG,4,2,2,-1.0,14,,
2017-01-10,AFR,4,4,0,2.35,12,,
2017-01-10,ARE,2,1,1,0.75,4,,
2017-01-10,AUS,5,5,0,2.68,48,,
2017-01-10,BGD,14,12,2,1.929,77,,
2017-01-10,CAN,12,10,2,0.733,107,,
2017-01-10,CHE,6,6,0,2.35,16,,
2017-01-10,CHN,51,41,10,1.149,232,,
2017-01-10,CUB,2,2,0,2.35,12,,
2017-01-10,DEU,2,2,0,4.0,12,,
2017-01-10,DNK,22,18,4,0.564,313,,
2017-01-10,ESP,3,1,2,-2.2,6,,
2017-01-10,EUR,1,1,0,3.0,5,,
2017-01-10,FRA,37,32,5,2.168,93,,
2017-01-10,GBR,53,47,6,3.483,673,,
2017-01-10,IRL,1,1,0,-2.0,1,,
2017-01-10,IRQ,3,2,1,-1.433,12,,
2017-01-10,ISR,14,14,0,0.0,33,,
2017-01-10,ITA,2,0,2,-5.0,6,,
2017-01-10,JPN,18,17,1,2.8,44,,
2017-01-10,KEN,17,17,0,2.676,72,,
2017-01-10,KHM,3,3,0,3.4,76,,
2017-01-10,LKA,18,11,7,1.056,95,,
2017-01-10,LVA,1,1,0,7.0,2,,
2017-01-10,MDV,4,3,1,2.25,26,,
2017-01-10,MYS,1,1,0,7.4,3,,
2017-01-10,NMR,1,1,0,3.0,3,,
2017-01-10,NPL,6,2,4,-5.75,8,,
2017-01-10,OMN,1,1,0,4.0,10,,
2017-01-10,PAK,37,17,20,-1.997,142,,
2017-01-10,POL,7,7,0,2.029,68,,
2017-01-10,PRT,9,8,1,0.378,108,,
2017-01-10,QAT,1,1,0,1.0,6,,
2017-01-10,RUS,23,23,0,2.852,84,,
2017-01-10,RWA,12,11,1,3.417,108,,
2017-01-10,SAS,2,1,1,-5.0,8,,
2017-01-10,SAU,5,5,0,2.26,192,,
2017-01-10,SGP,4,4,0,2.0,30,,
2017-01-10,SRB,7,7,0,1.343,14,,
2017-01-10,SUR,2,2,0,0.0,4,,
2017-01-10,SWE,4,4,0,2.35,8,,
2017-01-10,THA,1,1,0,0.4,9,,
2017-01-10,TWN,1,1,0,3.4,10,,
2017-01-10,USA,73,61,12,1.063,359,,
2017-01-10,VNM,9,9,0,3.533,44,,
2017-01-11,AFG,7,4,3,0.957,20,,
2017-01-11,AFR,6,4,2,-0.1,44,,
2017-01-11,ARE,7,7,0,2.286,30,,
2017-01-11,AUS,5,3,2,0.94,20,,
2017-01-11,BEL,8,5,3,-1.288,18,,
2017-01-11,BGD,11,5,6,-1.191,45,,
2017-01-11,BRA,1,0,1,-5.0,3,,
2017-01-11,CAF,1,1,0,3.0,8,,
2017-01-11,CAN,13,12,1,2.738,60,,
2017-01-11,CHN,32,19,13,1.172,203,,
2017-01-11,CZE,2,0,2,-5.0,4,,
2017-01-11,EGY,2,2,0,7.4,4,,
2017-01-11,EUR,1,1,0,3.0,5,,
2017-01-11,FRA,28,27,1,3.771,81,,
2017-01-11,GBR,38,33,5,1.963,91,,
2017-01-11,GUY,2,1,1,-1.0,4,,
2017-01-11,HKG,1,1,0,-2.0,6,,
2017-01-11,HTI,4,4,0,2.35,20,,
2017-01-11,IRN,3,1,2,-3.667,20,,
2017-01-11,ISR,7,7,0,2.629,28,,
2017-01-11,ITA,3,0,3,-5.0,10,,
2017-01-11,JOR,3,1,2,-6.0,9,,
2017-01-11,JPN,11,11,0,4.464,32,,
2017-01-11,KEN,41,41,0,2.449,167,,
2017-01-11,KHM,1,0,1,-5.0,2,,
2017-01-11,LBN,10,10,0,5.8,80,,
2017-01-11,LKA,14,14,0,3.843,89,,
2017-01-11,MDV,2,0,2,-2.0,2,,
2017-01-11,MEA,1,0,1,-10.0,3,,
2017-01-11,MMR,6,2,4,-1.55,23,,
2017-01-11,MUS,2,2,0,4.0,4,,
2017-01-11,MYS,18,13,5,-0.089,41,,
2017-01-11,NLD,3,2,1,-0.667,4,,
2017-01-11,NMR,1,1,0,3.0,3,,
2017-01-11,NPL,4,4,0,5.9,14,,
2017-01-11,OMN,1,1,0,4.0,10,,
2017-01-11,PAK,31,22,9,0.565,140,,
2017-01-11,PNG,2,0,2,-2.0,20,,
2017-01-11,POL,7,6,1,1.257,50,,
2017-01-11,PRT,8,6,2,0.137,44,,
2017-01-11,PSE,2,0,2,-6.5,4,,
2017-01-11,QAT,2,2,0,0.0,3,,
2017-01-11,RUS,18,16,2,2.05,42,,
2017-01-11,RWA,7,7,0,3.571,45,,
2017-01-11,SAU,14,14,0,5.614,94,,
2017-01-11,SEA,4,4,0,6.35,14,,
2017-01-11,SGP,6,6,0,2.9,14,,
2017-01-11,SRB,2,2,0,4.0,4,,
2017-01-11,SUR,3,2,1,-0.667,4,,
2017-01-11,SWE,3,3,0,1.0,24,,
2017-01-11,THA,2,2,0,0.0,18,,
2017-01-11,USA,72,48,24,0.442,367,,
2017-01-11,VNM,2,2,0,3.0,2,,
2017-01-12,AFG,5,3,2,-0.2,16,,
2017-01-12,AFR,6,5,1,1.65,11,,
2017-01-12,ARM,1,1,0,3.4,4,,
2017-01-12,AUS,7,4,3,-1.043,44,,
2017-01-12,BGD,23,21,2,2.765,175,,
2017-01-12,BTN,2,2,0,0.0,6,,
2017-01-12,CAN,19,16,3,0.768,86,,
2017-01-12,CHN,37,18,19,-0.405,333,,
2017-01-12,DNK,1,0,1,-4.0,1,,
2017-01-12,EGY,8,8,0,4.025,66,,
2017-01-12,EUR,5,5,0,5.76,11,,
2017-01-12,FRA,35,25,10,0.749,269,,
2017-01-12,GBR,54,50,4,2.765,291,,
2017-01-12,IRL,1,0,1,-2.0,2,,
2017-01-12,IRN,1,1,0,3.4,3,,
2017-01-12,ISR,2,0,2,-10.0,6,,
2017-01-12,ITA,1,1,0,3.4,4,,
2017-01-12,JAM,2,2,0,3.4,3,,
2017-01-12,JPN,12,12,0,3.383,70,,
2017-01-12,KEN,15,15,0,3.22,80,,
2017-01-12,LBN,2,2,0,8.0,20,,
2017-01-12,LKA,3,2,1,-0.1,32,,
2017-01-12,MEX,7,7,0,2.714,19,,
2017-01-12,MLI,4,4,0,3.0,10,,
2017-01-12,MMR,8,8,0,1.462,22,,
2017-01-12,MYS,3,3,0,3.0,18,,
2017-01-12,NGA,2,1,1,2.5,12,,
2017-01-12,NLD,5,5,0,3.8,48,,
2017-01-12,NPL,15,12,3,1.24,143,,
2017-01-12,NZL,4,4,0,4.0,24,,
2017-01-12,PAK,46,24,22,-1.152,105,,
2017-01-12,PER,1,1,0,3.0,4,,
2017-01-12,PNG,9,2,7,-3.111,43,,
2017-01-12,POL,3,3,0,5.333,28,,
2017-01-12,PRT,4,4,0,2.35,12,,
2017-01-12,QAT,3,3,0,0.9,30,,
2017-01-12,RUS,7,6,1,2.586,42,,
2017-01-12,RWA,4,4,0,7.75,25,,
2017-01-12,SAU,1,1,0,8.0,10,,
2017-01-12,SEA,2,1,1,-1.8,15,,
2017-01-12,SGP,8,7,1,3.85,42,,
2017-01-12,SWE,6,6,0,2.0,12,,
2017-01-12,THA,6,6,0,0.783,14,,
2017-01-12,TJK,1,1,0,0.0,6,,
2017-01-12,TWN,3,2,1,0.467,6,,
2017-01-12,USA,102,83,19,1.619,636,,
2017-01-12,VNM,6,6,0,1.0,29,,
2017-01-13,AFG,6,0,6,-5.667,39,,
2017-01-13,AFR,5,4,1,0.28,14,,
2017-01-13,ARE,8,8,0,4.25,38,,
2017-01-13,ARG,10,10,0,2.41,18,,
2017-01-13,AUS,7,5,2,0.157,22,,
2017-01-13,BGD,11,10,1,3.109,30,,
2017-01-13,CAN,17,9,8,0.259,59,,
2017-01-13,CHE,5,5,0,5.38,20,,
2017-01-13,CHN,60,45,15,1.313,265,,
2017-01-13,CUB,8,8,0,5.0,16,,
2017-01-13,DEU,3,3,0,1.667,75,,
2017-01-13,EGY,8,8,0,4.85,18,,
2017-01-13,EUR,1,1,0,6.4,18,,
2017-01-13,FJI,4,4,0,2.875,24,,
2017-01-13,FRA,11,8,3,0.527,40,,
2017-01-13,GBR,14,14,0,4.143,158,,
2017-01-13,GRC,2,2,0,2.35,6,,
2017-01-13,IRL,6,6,0,2.75,36,,
2017-01-13,IRN,5,2,3,-1.04,18,,
2017-01-13,ISR,10,9,1,3.1,28,,
2017-01-13,JPN,7,6,1,4.429,32,,
2017-01-13,KEN,3,3,0,7.0,20,,
2017-01-13,KWT,1,1,0,-2.0,5,,
2017-01-13,LKA,1,0,1,-5.0,6,,
2017-01-13,LUX,4,4,0,2.35,12,,
2017-01-13,MDV,1,0,1,-2.0,1,,
2017-01-13,MEX,3,3,0,2.5,12,,
2017-01-13,MLI,4,4,0,3.0,20,,
2017-01-13,MMR,2,0,2,-6.0,20,,
2017-01-13,MYS,4,4,0,2.35,12,,
2017-01-13,NMR,1,1,0,7.0,4,,
2017-01-13,NPL,7,3,4,-3.286,21,,
2017-01-13,NZL,2,0,2,-5.0,2,,
