date,partner,n,n_coop,n_conflict,goldstein_mean,mentions_sum,sources_sum,articles_sum
2019-02-25,VAT,1,1,0,4.0,3,,
2019-02-25,VEN,8,8,0,2.912,36,,
2019-02-25,YEM,1,0,1,-10.0,4,,
2019-02-25,ZAF,1,1,0,4.0,10,,
2019-02-26,AFG,2,0,2,-6.1,12,,
2019-02-26,ARE,5,5,0,7.0,20,,
2019-02-26,AUT,2,0,2,-4.4,5,,
2019-02-26,BEL,4,4,0,-0.3,13,,
2019-02-26,BGD,6,3,3,-2.0,62,,
2019-02-26,CHE,1,0,1,-2.0,2,,
2019-02-26,CHN,32,32,0,3.928,498,,
2019-02-26,DEU,5,5,0,2.8,25,,
2019-02-26,ETH,1,1,0,7.4,1,,
2019-02-26,EUR,11,11,0,0.745,40,,
2019-02-26,FRA,8,6,2,2.012,32,,
2019-02-26,GBR,15,15,0,1.96,88,,
2019-02-26,GRC,5,5,0,1.88,45,,
2019-02-26,GTM,1,0,1,-4.0,8,,
2019-02-26,IRN,14,10,4,1.614,72,,
2019-02-26,ISR,7,3,4,-2.9,20,,
2019-02-26,JOR,2,2,0,2.35,4,,
2019-02-26,JPN,3,3,0,2.7,8,,
2019-02-26,KAZ,4,4,0,2.575,12,,
2019-02-26,KOR,9,9,0,5.489,16,,
2019-02-26,KWT,1,1,0,3.4,6,,
2019-02-26,LBN,3,2,1,3.333,14,,
2019-02-26,NMR,2,2,0,6.0,4,,
2019-02-26,NPL,2,2,0,0.4,10,,
2019-02-26,OMN,6,5,1,1.567,9,,
2019-02-26,PAK,624,273,351,-2.86,7064,,
2019-02-26,POL,1,1,0,3.4,3,,
2019-02-26,PRK,3,2,1,4.0,12,,
2019-02-26,RUS,12,12,0,2.467,38,,
2019-02-26,SAS,2,2,0,5.0,10,,
2019-02-26,SAU,26,22,4,2.346,84,,
2019-02-26,SEA,3,1,2,-2.0,18,,
2019-02-26,SEN,5,2,3,-0.2,7,,
2019-02-26,SGP,3,3,0,2.5,36,,
2019-02-26,THA,4,4,0,2.35,20,,
2019-02-26,USA,33,26,7,0.591,185,,
2019-02-26,VEN,1,1,0,3.0,2,,
2019-02-27,AFG,19,15,4,1.9,53,,
2019-02-27,AFR,5,5,0,4.6,30,,
2019-02-27,ARE,8,7,1,2.187,64,,
2019-02-27,BEL,1,1,0,-0.3,1,,
2019-02-27,BGD,22,7,15,-2.327,283,,
2019-02-27,BHR,4,4,0,2.35,16,,
2019-02-27,BTN,2,1,1,-1.0,10,,
2019-02-27,CAN,18,15,3,-0.483,476,,
2019-02-27,CHN,30,24,6,0.937,153,,
2019-02-27,DEU,14,14,0,3.479,25,,
2019-02-27,DNK,2,0,2,-2.0,4,,
2019-02-27,ESP,2,2,0,7.0,8,,
2019-02-27,EUR,9,9,0,0.344,30,,
2019-02-27,FIN,3,3,0,4.0,4,,
2019-02-27,FRA,12,9,3,1.933,84,,
2019-02-27,GBR,18,16,2,2.45,52,,
2019-02-27,IRN,10,7,3,0.0,18,,
2019-02-27,ISR,1,0,1,-10.0,2,,
2019-02-27,ITA,3,1,2,-2.2,9,,
2019-02-27,KAZ,1,0,1,-4.0,8,,
2019-02-27,KOR,1,1,0,6.4,4,,
2019-02-27,LKA,6,3,3,-4.333,22,,
2019-02-27,LVA,2,2,0,4.0,2,,
2019-02-27,MOZ,3,3,0,0.267,7,,
2019-02-27,MYS,3,3,0,2.9,8,,
2019-02-27,NMR,4,4,0,4.0,6,,
2019-02-27,NPL,9,9,0,2.467,20,,
2019-02-27,NZL,2,2,0,4.0,4,,
2019-02-27,OMN,6,6,0,3.25,17,,
2019-02-27,PAK,690,282,408,-3.063,4839,,
2019-02-27,PHL,3,3,0,8.0,4,,
2019-02-27,RUS,22,20,2,1.759,70,,
2019-02-27,SAS,2,1,1,-1.0,16,,
2019-02-27,SAU,17,15,2,1.771,122,,
2019-02-27,SEN,2,0,2,-5.0,3,,
2019-02-27,SGP,4,4,0,1.675,8,,
2019-02-27,TUR,2,2,0,4.0,8,,
2019-02-27,USA,69,54,15,0.175,672,,
2019-02-27,YEM,1,1,0,3.0,8,,
2019-02-27,ZAF,1,0,1,-7.2,36,,
2019-02-28,AFG,8,7,1,0.925,14,,
2019-02-28,AFR,3,3,0,2.2,4,,
2019-02-28,ARE,5,5,0,3.28,29,,
2019-02-28,ASA,2,2,0,4.7,12,,
2019-02-28,AUS,8,8,0,2.35,26,,
2019-02-28,AUT,2,2,0,1.0,4,,
2019-02-28,AZE,10,10,0,3.4,25,,
2019-02-28,BGD,23,21,2,3.374,111,,
2019-02-28,BTN,7,6,1,1.5,34,,
2019-02-28,CAN,19,19,0,2.579,250,,
2019-02-28,CHE,6,0,6,-4.333,90,,
2019-02-28,CHN,18,13,5,-0.067,99,,
2019-02-28,DEU,8,6,2,-0.313,30,,
2019-02-28,EUR,4,2,2,-2.2,15,,
2019-02-28,FIN,1,1,0,3.0,6,,
2019-02-28,GBR,14,9,5,2.036,62,,
2019-02-28,GRC,1,1,0,7.0,4,,
2019-02-28,IRN,4,4,0,2.0,4,,
2019-02-28,ISR,7,4,3,-3.714,23,,
2019-02-28,JPN,9,9,0,3.9,26,,
2019-02-28,LKA,7,0,7,-6.0,31,,
2019-02-28,MDV,1,1,0,7.0,6,,
2019-02-28,MEA,1,0,1,-10.0,1,,
2019-02-28,MMR,12,12,0,2.967,36,,
2019-02-28,MYS,7,5,2,-0.143,15,,
2019-02-28,NMR,4,4,0,4.0,6,,
2019-02-28,NPL,7,7,0,2.814,10,,
2019-02-28,OMN,2,2,0,2.35,4,,
2019-02-28,PAK,663,341,322,-1.687,4254,,
2019-02-28,PRK,2,2,0,3.5,4,,
2019-02-28,QAT,5,0,5,-10.0,64,,
2019-02-28,RUS,21,21,0,2.5,78,,
2019-02-28,SAS,7,0,7,-8.571,7,,
2019-02-28,SAU,12,12,0,3.9,33,,
2019-02-28,THA,4,2,2,-2.5,7,,
2019-02-28,TJK,2,0,2,-10.0,4,,
2019-02-28,TUR,9,9,0,5.333,40,,
2019-02-28,USA,90,78,12,0.972,607,,
2019-02-28,VAT,1,1,0,5.0,5,,
2019-02-28,ZAF,4,4,0,2.35,14,,
2019-03-01,AFG,11,11,0,3.527,24,,
2019-03-01,ARE,12,9,3,0.217,114,,
2019-03-01,ASA,6,6,0,6.9,31,,
2019-03-01,AUS,3,3,0,3.333,18,,
2019-03-01,BEL,3,3,0,4.6,4,,
2019-03-01,BGD,8,6,2,1.95,50,,
2019-03-01,CAN,2,2,0,4.0,40,,
2019-03-01,CHE,17,12,5,0.382,42,,
2019-03-01,CHN,18,11,7,-1.244,272,,
2019-03-01,CZE,1,0,1,-2.0,3,,
2019-03-01,DEU,1,1,0,-2.0,40,,
2019-03-01,EUR,7,7,0,-0.257,186,,
2019-03-01,GBR,14,10,4,0.521,77,,
2019-03-01,GRC,4,4,0,3.175,20,,
2019-03-01,IRN,8,8,0,2.388,14,,
2019-03-01,ISR,2,0,2,-10.0,16,,
2019-03-01,KAZ,1,0,1,-4.0,4,,
2019-03-01,KEN,1,0,1,-10.0,4,,
2019-03-01,KOR,2,2,0,6.4,4,,
2019-03-01,KWT,6,6,0,2.35,20,,
2019-03-01,LKA,15,12,3,1.38,37,,
2019-03-01,MDV,1,1,0,4.0,6,,
2019-03-01,MMR,1,1,0,8.3,8,,
2019-03-01,MUS,1,1,0,3.4,6,,
2019-03-01,OMN,2,2,0,2.35,4,,
2019-03-01,PAK,627,401,226,-0.024,3010,,
2019-03-01,PHL,4,2,2,1.0,10,,
2019-03-01,POL,1,0,1,-2.0,10,,
2019-03-01,QAT,1,1,0,0.4,4,,
2019-03-01,RUS,12,12,0,0.658,198,,
2019-03-01,SAS,10,5,5,-1.83,35,,
2019-03-01,SAU,9,9,0,4.622,19,,
2019-03-01,SEA,1,1,0,3.0,6,,
2019-03-01,TUR,4,4,0,2.35,8,,
2019-03-01,TWN,2,2,0,3.0,6,,
2019-03-01,USA,42,35,7,0.395,463,,
2019-03-01,VEN,4,4,0,2.35,8,,
2019-03-01,VNM,1,0,1,-10.0,2,,
2019-03-02,AFG,6,2,4,-2.0,14,,
2019-03-02,ARE,4,2,2,0.35,24,,
2019-03-02,ASA,2,2,0,6.4,12,,
2019-03-02,AUT,8,8,0,2.35,12,,
2019-03-02,BGD,4,4,0,6.25,15,,
2019-03-02,BGR,1,0,1,-5.0,10,,
2019-03-02,BTN,3,2,1,0.667,6,,
2019-03-02,CAN,6,6,0,0.783,16,,
2019-03-02,CHE,2,0,2,-5.0,3,,
2019-03-02,CHN,20,14,6,1.045,145,,
2019-03-02,DEU,11,11,0,3.291,24,,
2019-03-02,EGY,2,2,0,1.0,16,,
2019-03-02,EUR,4,3,1,0.925,64,,
2019-03-02,FRA,10,10,0,2.68,18,,
2019-03-02,GBR,15,8,7,-1.973,59,,
2019-03-02,GRC,2,2,0,4.0,8,,
2019-03-02,IRN,9,7,2,0.111,12,,
2019-03-02,ISR,2,0,2,-10.0,6,,
2019-03-02,ITA,10,10,0,3.48,24,,
2019-03-02,JPN,13,10,3,2.546,58,,
2019-03-02,KOR,1,0,1,-4.0,12,,
2019-03-02,KWT,2,2,0,7.0,12,,
2019-03-02,LKA,9,7,2,0.222,15,,
2019-03-02,MAR,2,2,0,1.0,12,,
2019-03-02,MDV,2,2,0,2.35,12,,
2019-03-02,MMR,3,0,3,-3.5,16,,
2019-03-02,NPL,14,14,0,2.157,28,,
2019-03-02,PAK,434,229,205,-1.527,2806,,
2019-03-02,QAT,8,8,0,1.0,64,,
2019-03-02,RUS,11,9,2,1.709,49,,
2019-03-02,SAS,3,2,1,-0.1,17,,
2019-03-02,SAU,2,2,0,3.0,15,,
2019-03-02,SGP,2,2,0,3.0,5,,
2019-03-02,USA,35,31,4,1.371,101,,
2019-03-02,YEM,3,3,0,8.3,4,,
2019-03-02,ZAF,2,0,2,-2.0,12,,
2019-03-02,ZWE,1,1,0,3.4,2,,
2019-03-03,AFG,9,2,7,-3.367,24,,
2019-03-03,AFR,4,4,0,1.0,12,,
2019-03-03,ARE,5,4,1,0.56,17,,
2019-03-03,BGD,4,3,1,2.3,69,,
2019-03-03,BGR,1,0,1,-5.0,34,,
2019-03-03,CAN,4,4,0,2.35,10,,
2019-03-03,CHN,22,13,9,0.991,66,,
2019-03-03,CRI,2,2,0,4.0,48,,
2019-03-03,ESP,2,2,0,1.0,12,,
2019-03-03,FRA,5,5,0,2.26,8,,
2019-03-03,GBR,15,13,2,4.2,52,,
2019-03-03,IRN,2,2,0,4.0,2,,
2019-03-03,ITA,4,4,0,2.125,24,,
2019-03-03,JPN,5,5,0,2.02,50,,
2019-03-03,KWT,2,2,0,7.0,6,,
2019-03-03,LKA,10,10,0,2.48,28,,
2019-03-03,MLT,1,0,1,-10.0,2,,
2019-03-03,NLD,1,0,1,-7.2,2,,
2019-03-03,NPL,4,4,0,1.0,20,,
2019-03-03,PAK,280,157,123,-1.997,1330,,
2019-03-03,POL,1,1,0,3.4,3,,
2019-03-03,PRT,1,0,1,-9.5,8,,
2019-03-03,PRY,1,1,0,4.0,24,,
2019-03-03,RUS,31,20,11,0.113,123,,
2019-03-03,SAU,8,8,0,2.112,24,,
2019-03-03,SGP,3,2,1,3.667,6,,
2019-03-03,USA,23,16,7,-0.491,134,,
2019-03-03,ZAF,2,0,2,-2.0,4,,
2019-03-04,AFG,12,8,4,0.742,50,,
2019-03-04,ARE,2,2,0,2.35,2,,
2019-03-04,BGD,16,12,4,1.475,56,,
2019-03-04,BGR,1,0,1,-6.5,10,,
2019-03-04,BHR,4,4,0,8.0,40,,
2019-03-04,BTN,4,4,0,6.0,12,,
2019-03-04,CHE,5,5,0,2.44,10,,
2019-03-04,CHN,18,14,4,1.783,50,,
2019-03-04,CRI,10,10,0,2.68,36,,
2019-03-04,DEU,1,1,0,4.0,10,,
2019-03-04,EUR,4,4,0,2.35,26,,
2019-03-04,FIN,2,0,2,-2.0,10,,
2019-03-04,FRA,11,11,0,4.136,35,,
2019-03-04,GBR,12,10,2,1.542,329,,
2019-03-04,GHA,2,2,0,2.35,20,,
2019-03-04,GRC,4,4,0,2.5,12,,
2019-03-04,IDN,4,2,2,-1.75,18,,
2019-03-04,ISR,7,0,7,-9.143,22,,
2019-03-04,JOR,1,0,1,-2.0,4,,
2019-03-04,KOR,1,0,1,-10.0,2,,
2019-03-04,KWT,3,3,0,6.0,24,,
2019-03-04,LBN,5,2,3,-5.06,21,,
2019-03-04,LKA,17,13,4,0.459,37,,
2019-03-04,LTU,4,4,0,4.0,18,,
2019-03-04,MLI,1,1,0,3.4,5,,
2019-03-04,MUS,3,3,0,2.2,8,,
2019-03-04,MYS,2,2,0,6.0,12,,
2019-03-04,NPL,13,13,0,2.154,60,,
2019-03-04,PAK,273,136,137,-2.875,1554,,
2019-03-04,PRY,11,11,0,2.609,68,,
2019-03-04,PSE,1,0,1,-9.5,6,,
2019-03-04,RUS,11,9,2,2.927,39,,
2019-03-04,SAS,3,1,2,-2.667,10,,
2019-03-04,SAU,8,5,3,-1.862,31,,
2019-03-04,SGP,5,5,0,3.36,27,,
2019-03-04,SYR,6,6,0,4.667,10,,
2019-03-04,TUR,1,1,0,3.4,1,,
2019-03-04,UGA,4,4,0,2.35,12,,
2019-03-04,UKR,2,2,0,2.35,4,,
2019-03-04,USA,64,47,17,0.973,202,,
2019-03-04,VAT,1,1,0,3.0,1,,
2019-03-04,VNM,1,1,0,3.0,1,,
2019-03-05,AFG,4,2,2,-3.375,34,,
2019-03-05,ARE,9,8,1,3.222,18,,
2019-03-05,AUS,8,8,0,3.175,31,,
2019-03-05,BEL,2,0,2,-5.0,6,,
2019-03-05,BGD,19,13,6,-0.316,96,,
2019-03-05,BRA,3,0,3,-8.667,13,,
2019-03-05,CHE,4,1,3,-3.75,10,,
2019-03-05,CHN,8,4,4,0.5,30,,
2019-03-05,EGY,4,4,0,2.35,12,,
2019-03-05,FRA,10,10,0,5.77,22,,
2019-03-05,GBR,35,26,9,0.246,85,,
2019-03-05,GRC,3,3,0,2.7,12,,
2019-03-05,IDN,2,1,1,-3.05,16,,
2019-03-05,ISR,10,6,4,-0.4,34,,
2019-03-05,JPN,1,0,1,-2.0,2,,
2019-03-05,KEN,2,2,0,4.0,2,,
2019-03-05,MDV,2,2,0,2.35,8,,
2019-03-05,NOR,3,0,3,-5.0,6,,
2019-03-05,NPL,13,13,0,1.415,78,,
2019-03-05,OMN,4,2,2,-0.5,20,,
2019-03-05,PAK,339,180,159,-2.253,1758,,
2019-03-05,PRY,8,8,0,1.55,28,,
2019-03-05,QAT,3,3,0,0.8,34,,
2019-03-05,RUS,19,16,3,2.126,56,,
2019-03-05,SAS,27,6,21,-6.478,168,,
2019-03-05,SAU,4,4,0,7.0,12,,
2019-03-05,SEA,3,3,0,1.667,22,,
2019-03-05,THA,3,3,0,2.667,15,,
2019-03-05,TWN,1,1,0,6.0,2,,
2019-03-05,USA,77,55,22,0.094,861,,
2019-03-05,VEN,2,2,0,6.4,60,,
2019-03-05,VNM,1,0,1,-10.0,2,,
2019-03-05,ZAF,1,1,0,7.0,3,,
2019-03-06,AFR,3,3,0,2.333,15,,
2019-03-06,ARE,4,4,0,4.5,12,,
2019-03-06,BGD,15,14,1,2.227,70,,
2019-03-06,BHR,2,2,0,4.0,20,,
2019-03-06,BLR,1,1,0,0.0,2,,
2019-03-06,BRA,1,0,1,-5.0,6,,
2019-03-06,CAN,5,4,1,2.38,61,,
2019-03-06,CHE,5,2,3,-2.2,14,,
2019-03-06,CHN,6,4,2,-1.333,27,,
2019-03-06,DEU,11,11,0,2.0,142,,
2019-03-06,DNK,1,1,0,0.0,4,,
2019-03-06,FRA,18,9,9,-0.022,116,,
2019-03-06,GBR,24,18,6,1.987,83,,
2019-03-06,IDN,2,2,0,0.0,6,,
2019-03-06,IRQ,5,5,0,1.48,11,,
2019-03-06,JOR,1,1,0,0.0,5,,
2019-03-06,JPN,7,7,0,2.457,15,,
2019-03-06,KOR,24,14,10,1.088,98,,
2019-03-06,LKA,7,6,1,1.186,24,,
2019-03-06,MDV,1,0,1,-9.5,5,,
2019-03-06,MLI,3,3,0,4.0,24,,
2019-03-06,MMR,1,0,1,-5.0,10,,
2019-03-06,NGA,3,0,3,-8.333,22,,
2019-03-06,NLD,2,0,2,-4.0,4,,
2019-03-06,NMR,3,2,1,4.0,22,,
2019-03-06,PAK,362,246,116,-0.52,2007,,
2019-03-06,PHL,3,2,1,3.667,16,,
2019-03-06,PRY,5,5,0,2.92,56,,
2019-03-06,QAT,1,1,0,0.4,5,,
2019-03-06,RUS,4,4,0,3.5,7,,
2019-03-06,SAS,10,2,8,-7.03,43,,
2019-03-06,SAU,18,17,1,3.128,112,,
2019-03-06,TUR,1,1,0,8.0,12,,
2019-03-06,USA,48,40,8,1.627,207,,
2019-03-06,VEN,1,1,0,6.4,20,,
2019-03-06,VNM,1,0,1,-10.0,2,,
2019-03-06,YEM,2,2,0,3.0,4,,
2019-03-07,AFG,4,0,4,-7.25,16,,
2019-03-07,ARE,4,0,4,-7.5,9,,
2019-03-07,BGD,14,7,7,-0.35,85,,
2019-03-07,BHR,2,2,0,4.0,6,,
2019-03-07,CHE,5,5,0,1.94,20,,
2019-03-07,CHN,19,15,4,0.811,47,,
2019-03-07,CRI,4,4,0,2.35,8,,
2019-03-07,DEU,9,9,0,2.233,87,,
2019-03-07,DNK,2,0,2,-5.0,2,,
2019-03-07,FRA,24,13,11,-0.229,156,,
2019-03-07,GBR,30,26,4,2.157,207,,
2019-03-07,GRC,2,2,0,8.5,8,,
2019-03-07,GUY,1,0,1,-2.0,3,,
2019-03-07,IDN,2,1,1,-3.05,10,,
2019-03-07,IRL,5,1,4,-3.44,10,,
2019-03-07,IRQ,3,2,1,-1.333,9,,
2019-03-07,ISR,1,0,1,-2.0,4,,
2019-03-07,JPN,5,5,0,2.54,26,,
2019-03-07,KWT,2,2,0,2.35,6,,
2019-03-07,LKA,4,3,1,0.85,26,,
2019-03-07,MDV,12,7,5,-2.108,69,,
2019-03-07,MMR,5,2,3,-5.06,5,,
2019-03-07,NGA,1,0,1,-5.0,6,,
2019-03-07,PAK,275,175,100,-0.959,1474,,
2019-03-07,PRY,23,23,0,1.557,168,,
2019-03-07,PSE,1,0,1,-10.0,4,,
2019-03-07,RUS,15,14,1,4.367,109,,
2019-03-07,SAS,15,0,15,-5.2,56,,
2019-03-07,SAU,17,16,1,3.753,35,,
2019-03-07,SGP,2,0,2,-5.0,6,,
2019-03-07,THA,8,8,0,1.675,32,,
2019-03-07,TJK,2,0,2,-10.0,4,,
2019-03-07,TKM,3,3,0,4.0,5,,
2019-03-07,TUR,1,1,0,4.0,10,,
2019-03-07,USA,43,37,6,1.7,171,,
2019-03-07,VEN,5,5,0,3.16,30,,
2019-03-07,VNM,1,1,0,4.0,10,,
2019-03-08,AFG,6,6,0,2.35,22,,
2019-03-08,BGD,10,10,0,2.35,32,,
2019-03-08,BHR,1,0,1,-5.0,4,,
2019-03-08,BTN,1,1,0,-2.0,1,,
2019-03-08,CAN,2,2,0,-0.4,4,,
2019-03-08,CHE,9,8,1,1.9,16,,
2019-03-08,CHN,5,1,4,-2.0,16,,
2019-03-08,CRI,8,8,0,3.388,40,,
2019-03-08,DNK,2,2,0,2.35,8,,
2019-03-08,EUR,4,4,0,6.4,4,,
2019-03-08,FRA,6,4,2,-0.467,42,,
2019-03-08,GBR,16,9,7,0.244,84,,
2019-03-08,IRN,6,5,1,1.233,14,,
2019-03-08,JPN,19,19,0,3.326,98,,
2019-03-08,KOR,3,3,0,1.0,25,,
2019-03-08,LKA,3,3,0,2.5,6,,
2019-03-08,MAR,1,1,0,7.0,2,,
2019-03-08,MDV,8,8,0,1.0,23,,
2019-03-08,MMR,6,4,2,-1.767,9,,
2019-03-08,MYS,5,3,2,0.7,17,,
2019-03-08,OMN,2,2,0,2.35,12,,
2019-03-08,PAK,210,118,92,-1.559,1013,,
2019-03-08,PRY,9,9,0,0.756,48,,
2019-03-08,RUS,17,17,0,6.2,124,,
2019-03-08,SAS,5,4,1,1.08,9,,
2019-03-08,SGP,7,7,0,4.114,66,,
2019-03-08,SVK,2,2,0,1.0,8,,
2019-03-08,THA,6,4,2,-0.1,6,,
2019-03-08,TUR,1,0,1,-2.0,4,,
2019-03-08,USA,47,38,9,1.153,311,,
2019-03-08,VAT,1,1,0,0.0,16,,
2019-03-08,VNM,2,2,0,4.0,10,,
2019-03-08,YEM,2,1,1,-4.7,4,,
2019-03-08,ZAF,2,2,0,3.4,4,,
2019-03-09,AFG,1,1,0,-2.0,10,,
2019-03-09,AUS,2,0,2,-2.0,4,,
2019-03-09,BGD,7,5,2,-0.357,16,,
2019-03-09,BHR,2,2,0,4.0,6,,
2019-03-09,BTN,3,3,0,7.4,8,,
2019-03-09,CHN,6,6,0,1.567,9,,
2019-03-09,CRI,9,9,0,5.0,208,,
2019-03-09,GBR,48,36,12,0.435,365,,
2019-03-09,IRL,1,1,0,7.0,10,,
2019-03-09,ITA,4,4,0,2.35,12,,
2019-03-09,JPN,10,8,2,2.08,24,,
2019-03-09,LKA,4,4,0,2.35,8,,
2019-03-09,MDV,2,2,0,3.0,12,,
2019-03-09,NPL,7,4,3,-0.986,22,,
2019-03-09,NZL,1,1,0,3.0,1,,
2019-03-09,PAK,270,164,106,-1.357,3028,,
2019-03-09,PRY,7,7,0,2.286,208,,
2019-03-09,RUS,12,12,0,4.783,68,,
2019-03-09,SAS,5,0,5,-10.0,47,,
2019-03-09,SAU,20,20,0,2.21,46,,
2019-03-09,SGP,1,1,0,-0.4,4,,
2019-03-09,THA,1,0,1,-4.0,4,,
2019-03-09,USA,62,50,12,1.803,355,,
2019-03-10,AUS,2,2,0,1.9,6,,
2019-03-10,AUT,2,2,0,1.0,10,,
2019-03-10,BGD,7,5,2,0.957,8,,
2019-03-10,BGR,2,0,2,-10.0,4,,
2019-03-10,CAN,4,4,0,5.35,8,,
2019-03-10,CHE,2,2,0,2.35,4,,
2019-03-10,CHN,2,1,1,-3.6,9,,
2019-03-10,CRI,8,8,0,2.575,22,,
2019-03-10,DEU,1,1,0,3.4,40,,
2019-03-10,ETH,1,0,1,-10.0,4,,
2019-03-10,EUR,2,2,0,0.0,5,,
2019-03-10,GBR,22,12,10,-1.141,93,,
2019-03-10,KEN,6,6,0,6.4,22,,
2019-03-10,KOR,5,5,0,1.4,18,,
2019-03-10,KWT,1,1,0,3.0,16,,
2019-03-10,LBN,2,2,0,2.35,12,,
2019-03-10,LKA,4,4,0,2.35,6,,
2019-03-10,MDV,2,2,0,2.35,6,,
2019-03-10,NPL,2,0,2,-5.0,8,,
2019-03-10,OMN,2,2,0,2.35,4,,
2019-03-10,PAK,170,95,75,-1.6,1102,,
2019-03-10,PHL,1,1,0,3.5,2,,
2019-03-10,PRY,4,4,0,2.35,20,,
2019-03-10,RUS,3,2,1,-2.433,12,,
2019-03-10,SAS,2,0,2,-10.0,4,,
2019-03-10,SAU,14,14,0,3.057,196,,
2019-03-10,SGP,6,6,0,2.7,26,,
2019-03-10,SWE,2,0,2,-7.0,4,,
2019-03-10,USA,36,32,4,2.7,412,,
2019-03-11,AFG,13,13,0,2.977,33,,
2019-03-11,ARE,22,20,2,0.332,149,,
2019-03-11,AUS,2,2,0,4.0,4,,
2019-03-11,AZE,2,2,0,4.0,2,,
2019-03-11,BGD,11,9,2,3.036,36,,
2019-03-11,CAN,4,4,0,2.575,12,,
2019-03-11,CHE,1,1,0,0.0,4,,
2019-03-11,CHN,6,2,4,-2.333,10,,
2019-03-11,CRI,1,1,0,3.0,1,,
2019-03-11,DEU,4,4,0,2.125,12,,
2019-03-11,ETH,5,2,3,-5.4,16,,
2019-03-11,EUR,2,2,0,2.35,12,,
2019-03-11,FRA,9,0,9,-4.833,39,,
2019-03-11,GBR,14,10,4,0.836,54,,
2019-03-11,HTI,2,2,0,2.35,2,,
2019-03-11,ITA,2,0,2,-10.0,2,,
2019-03-11,KAZ,2,2,0,7.0,10,,
2019-03-11,KEN,8,3,5,-2.688,86,,
2019-03-11,KOR,1,1,0,1.0,2,,
2019-03-11,LKA,4,3,1,0.0,22,,
2019-03-11,LTU,2,0,2,-5.0,6,,
2019-03-11,MDV,4,2,2,-1.0,20,,
2019-03-11,MEX,1,0,1,-7.0,2,,
2019-03-11,NLD,2,2,0,2.35,12,,
2019-03-11,NPL,5,2,3,-2.06,16,,
2019-03-11,PAK,194,119,75,-1.145,988,,
2019-03-11,PRY,7,7,0,2.286,32,,
2019-03-11,RUS,1,1,0,3.0,5,,
2019-03-11,SAS,1,1,0,3.0,16,,
2019-03-11,SAU,46,45,1,3.428,186,,
2019-03-11,SWE,2,2,0,3.0,4,,
2019-03-11,TUR,7,7,0,1.386,12,,
2019-03-11,TZA,3,0,3,-3.0,12,,
2019-03-11,USA,76,73,3,1.932,461,,
2019-03-11,ZAF,6,3,3,0.0,20,,
2019-03-12,AFG,3,3,0,3.233,6,,
2019-03-12,ARE,28,27,1,1.204,102,,
2019-03-12,BEL,1,1,0,4.0,3,,
2019-03-12,BGD,10,6,4,-0.27,40,,
2019-03-12,BTN,2,2,0,2.35,2,,
2019-03-12,CAN,1,1,0,3.4,6,,
2019-03-12,CHN,12,6,6,0.05,28,,
2019-03-12,DEU,11,11,0,3.818,28,,
2019-03-12,ESP,2,2,0,4.0,12,,
2019-03-12,ETH,2,0,2,-10.0,14,,
2019-03-12,EUR,3,2,1,-1.667,6,,
2019-03-12,FRA,16,13,3,2.65,29,,
2019-03-12,GBR,8,3,5,-1.875,26,,
2019-03-12,GHA,2,2,0,2.35,60,,
2019-03-12,IRL,2,2,0,2.35,10,,
2019-03-12,JPN,3,3,0,4.0,13,,
2019-03-12,KEN,24,24,0,2.275,222,,
2019-03-12,MAR,2,2,0,2.35,4,,
2019-03-12,MDV,2,2,0,2.35,8,,
2019-03-12,NPL,2,2,0,0.4,4,,
2019-03-12,NZL,3,0,3,-10.0,12,,
2019-03-12,PAK,178,114,64,-0.791,1284,,
2019-03-12,QAT,3,1,2,-7.0,6,,
2019-03-12,RUS,2,2,0,8.0,12,,
2019-03-12,SAS,4,4,0,2.15,17,,
2019-03-12,SAU,19,19,0,3.037,39,,
2019-03-12,SDN,6,6,0,2.35,8,,
2019-03-12,SWE,1,0,1,-9.0,4,,
2019-03-12,THA,4,0,4,-2.0,17,,
2019-03-12,USA,46,42,4,2.03,189,,
2019-03-12,VEN,3,2,1,-0.667,6,,
2019-03-13,AFG,7,7,0,4.157,35,,
2019-03-13,ARE,2,0,2,-2.0,2,,
2019-03-13,AUS,2,2,0,3.4,6,,
2019-03-13,AUT,2,2,0,3.4,6,,
2019-03-13,BEL,1,1,0,3.5,2,,
2019-03-13,BGD,20,16,4,0.52,79,,
2019-03-13,CAN,3,3,0,7.0,6,,
2019-03-13,CHE,2,1,1,-1.25,14,,
2019-03-13,CHN,16,11,5,0.075,46,,
2019-03-13,ESP,3,1,2,-2.667,32,,
2019-03-13,EUR,3,2,1,-0.667,11,,
2019-03-13,FRA,3,1,2,-1.333,10,,
2019-03-13,GBR,15,14,1,2.673,52,,
2019-03-13,IDN,2,2,0,8.0,14,,
2019-03-13,IRL,1,1,0,7.0,6,,
2019-03-13,IRN,5,5,0,2.82,15,,
2019-03-13,ISR,2,0,2,-10.0,4,,
2019-03-13,ITA,6,6,0,7.0,20,,
2019-03-13,JPN,1,1,0,7.4,4,,
2019-03-13,KEN,5,5,0,2.26,6,,
2019-03-13,LKA,6,4,2,0.3,19,,
2019-03-13,MDV,1,0,1,-9.2,2,,
2019-03-13,NGA,2,2,0,3.4,10,,
2019-03-13,NZL,2,2,0,4.0,4,,
2019-03-13,PAK,169,100,69,-1.035,922,,
