month,total,pakistan_west,china_east,us_trade,gulf_energy,generation
199209,375479,0.009321426764213178,0.0,0.0,0.0,1.0
199210,368521,0.012482328008444565,0.008140648701159499,0.0,0.0,1.0
199211,410900,0.042102701387198835,0.0,0.0,0.007301046483329277,1.0
199212,497290,0.018701361378672402,0.0036196183313559494,0.0,0.004222888053248607,1.0
199301,488018,0.02376961505518239,0.0006147314238409238,0.0,0.0008196418984545652,1.0
199302,438383,0.005930886918516457,0.0004562220706551121,0.0,0.0,1.0
199303,469085,0.04796572049841713,0.0,0.0025581717599155803,0.019186288199366852,1.0
199304,431163,0.016699021019892707,0.0,0.0,0.0009277233899940394,1.0
199305,543638,0.02851161986468937,0.0014715674768871934,0.0,0.0,1.0
199306,580938,0.006196874709521499,0.013598697279227731,0.0015492186773803747,0.007746093386901873,1.0
199307,613628,0.00814825920590325,0.0,0.0,0.00782232883766712,1.0
199308,499287,0.01121599400745463,0.008011424291039022,0.0,0.001201713643655853,1.0
199309,420377,0.006898569617272115,0.0023788171094041776,0.0,0.0035682256641062665,1.0
199310,604229,0.02432852445016707,0.0,0.0,0.00016550016632766715,1.0
199311,567198,0.014633337917270513,0.004760242455015709,0.0,0.0010578316566701574,1.0
199312,562591,0.010487192294224401,0.0056879687019522175,0.0,0.00391047848259215,1.0
199401,675674,0.022644056157259267,0.0020720051385727436,0.0013320033033681923,0.004736011745309129,1.0
199402,637819,0.02179301651408942,0.0025085486634923073,0.0,0.0,1.0
199403,733429,0.015134389286488534,0.0053174881276851615,0.0009544209459947725,0.0005453833977112986,1.0
199404,600586,0.014485852151065792,0.0009990242862803996,0.0008325202385669996,0.004828617383688597,1.0
199405,523974,0.01564963147026379,0.00553462576387378,0.0005725474928145291,0.0030535866283441545,1.0
199406,624887,0.014722661857263794,0.0019203471987735384,0.0,0.0,1.0
199407,730177,0.028760149936248335,0.004519452132839024,0.0,0.0005478123797380635,1.0
199408,642530,0.03439528115418736,0.0009338085381227336,0.0,0.006847929279566713,1.0
199409,662716,0.02414307184374604,0.005583085363866271,0.0,0.004375931771678969,1.0
199410,865212,0.0071658737974045665,0.0025427294119822657,0.0,0.018492577541689207,1.0
199411,833739,0.011634336405038028,0.003958073209961391,0.0,0.0027586570857306664,1.0
199412,633068,0.015796091415140236,0.0022114527981196334,0.0,0.0018955309698168285,1.0
199501,622483,0.03421780193194031,0.0028916452336850964,0.0027309982762581467,0.03309327322995166,1.0
199502,692115,0.012859134681375206,0.00043345397802388333,0.0,0.0,1.0
199503,819224,0.010863939533021493,0.005737136607325957,0.0,0.0046385359803912,1.0
199504,628195,0.007800125757129554,0.004138842238476906,0.0004775587198242584,0.03470260030722944,1.0
199505,619683,0.03663163262506798,0.002259219633264104,0.0,0.0,1.0
199506,634603,0.0074062051392760515,0.0020485248257572056,0.0,0.0006303153310022172,1.0
199507,643311,0.005129711756833009,0.0007772290540656074,0.0009326748648787289,0.0027980245946361867,1.0
199508,629964,0.017461315249760304,0.007302004558990673,0.0023810884431491324,0.0,1.0
199509,562585,0.014042322493489873,0.000533252752917337,0.0,0.0,1.0
199510,359587,0.015573421731041443,0.002780968166257401,0.0,0.0013904840831287005,1.0
199511,591649,0.00540861220081501,0.01284545397693565,0.0,0.002028229575305629,1.0
199512,531584,0.013732542740187814,0.014673127859378762,0.0,0.0011287021430291357,1.0
199601,765449,0.035665341518507435,0.0,0.0,0.0,1.0
199602,681452,0.006750292023502756,0.0,0.0,0.0,1.0
199603,777442,0.010547410610695074,0.0012862695866701311,0.0,0.0007717617520020786,1.0
199604,771482,0.010240031523742615,0.0,0.0,0.0002592413043985472,1.0
199605,729042,0.03415441085698766,0.0005486652346504042,0.0,0.0,1.0
199606,834866,0.017727395773693023,0.00047911880469440606,0.0014373564140832181,0.0005988985058680076,1.0
199607,1272745,0.00966415110646673,0.0005499923393924157,0.0,0.0009428440103869982,1.0
199608,1321130,0.013094850620302316,0.0017409338974968397,0.0012110844504325843,0.00037846389076018257,1.0
199609,1477034,0.004197601409310822,0.004806930646146263,0.0,0.002098800704655411,1.0
199610,1537755,0.01372130150771742,0.0,0.0,0.005722628116962715,1.0
199611,1523907,0.0069558050458459735,0.030907397892391074,0.0,0.008924429115425023,1.0
199612,1484181,0.013475445380314125,0.010510847396645017,0.0,0.0008085267228188476,1.0
199701,1324979,0.016151199377499568,0.0009056747314485738,0.0,0.0035472260315069144,1.0
199702,1271094,0.012508909647909594,0.0046416708756394105,0.0002360171631681056,0.007237859670488572,1.0
199703,1595497,0.07026023865917642,0.005578199144216504,0.0005640875539095341,0.0026950849797899965,1.0
199704,1491722,0.054970027927455645,0.005497002792745565,0.0,0.008647723905660706,1.0
199705,1462944,0.04579806199006934,0.001572172277271037,0.0006151978476277971,0.0023924360741081,1.0
199706,1443386,0.03969832047698952,0.004018329123325292,0.0010392230491358513,0.004503299879588689,1.0
199707,1283099,0.012547745731233522,0.0006234904711171936,0.0,0.0,1.0
199708,1286202,0.04112884290336977,0.006142114535663916,0.0,0.0009329794231388227,1.0
199709,1459782,0.07507970368178263,0.006713331168626548,0.00041102027563019684,0.00520625682464916,1.0
199710,1511112,0.04003674115485815,0.0003970585899655353,0.0013897050648793738,0.002382351539793212,1.0
199711,1504928,0.01873843798507304,0.0037875566140041254,0.0003986901698951711,0.0028572795509153926,1.0
199712,1399529,0.009003028876143331,0.006787997962171559,0.0,0.0029295570152529887,1.0
199801,1661625,0.011735499887158655,0.0007221846084405326,0.0,0.00012036410140675544,1.0
199802,1916190,0.005949305653405978,0.00015656067508963099,0.0,0.0012524854007170479,1.0
199803,2052392,0.012375803452751714,0.0035568254017750997,0.0,0.0002923418138445287,1.0
199804,1831295,0.01632724383564636,0.016709487002367178,0.0,0.0013651541668600637,1.0
199805,1827497,0.07283185690592105,0.05521212893919935,0.006292759988114892,0.004103973905292321,1.0
199806,1748839,0.07187625619053556,0.00811967253703743,0.001315158227830006,0.004402921023604803,1.0
199807,1436729,0.04517205401992999,0.009674754250801647,0.000626422937102265,0.0009048331313699383,1.0
199808,1549167,0.02097901646497763,0.0013555672177370161,0.0003227540994611943,0.002130177056443882,1.0
199809,1838334,0.032692644535759006,0.001903897768305433,0.00043517663275552756,0.004786942960310803,1.0
199810,2055740,0.030013523110899238,0.00807495111249477,0.0005837314057225135,0.003113234163853406,1.0
199811,2115865,0.044946156772761967,0.002599409697688652,9.452398900686008e-05,0.0006616679230480206,1.0
199812,2028826,0.014047532908194197,0.011188736737403799,0.0014786876745467577,0.003253112884002867,1.0
199901,1827199,0.02610553092465572,0.01017951520332487,0.0022438716308404287,0.0008756572217913868,1.0
199902,1929398,0.0968695935208806,0.006426875118560296,0.00082927420884649,0.003679904301756299,1.0
199903,2285168,0.04012834067342095,0.01168404248615419,0.0,0.004769890003710887,1.0
199904,2266545,0.017736246136741164,0.011912404121691826,0.0013236004579657585,0.0016765605800899608,1.0
199905,2215858,0.1072722169019856,0.0030236594583226903,0.0,0.0008123264216389317,1.0
199906,2254567,0.24532426847372465,0.06835015326668048,0.0003991897335497237,0.0,1.0
199907,2070618,0.11441028717030374,0.009031120177647445,0.0,0.007051035005008166,1.0
199908,1836435,0.08766986035443672,0.0071878394824755575,0.0004900799647142426,0.0032127464353489234,1.0
199909,2183989,0.06826957461782088,0.00343408323027268,0.0,0.0009615433044763504,1.0
199910,2155685,0.05742954095797855,0.002226670408709992,0.0,0.0016236138396843692,1.0
199911,2118862,0.04261721622267047,0.00651293005396293,0.0,0.001840610667424306,1.0
199912,1966070,0.05849232224691898,0.003255224890263317,0.0,0.006357861113795541,1.0
200001,2000896,0.08151348196008189,0.023039678224155577,0.0007496641504605936,0.0011494850307062435,1.0
200002,1768553,0.037375187512050816,0.002827170008475856,0.0,0.0035056908105100607,1.0
200003,1846898,0.03432782969064886,0.009367057628520904,0.0004873035760502204,0.0029238214563013223,1.0
200004,2190500,0.024971467701438026,0.00611732481168683,0.0,0.002876055695046793,1.0
200005,2317983,0.020405671655055278,0.008326204290540526,0.0001725638194930679,0.008671331929526661,1.0
200006,2396704,0.013143049788376038,0.003963776920303884,0.0005006876109857537,0.0030041256659145226,1.0
200007,1811549,0.019320482084668977,0.01407635123311597,0.0,0.010212254816182173,1.0
200008,1815214,0.07040492195410569,0.0067209706403762864,0.002368866701116232,0.004186834169414735,1.0
200009,1825007,0.02301361035875479,0.0018082122424735905,0.002301361035875479,0.006356140003846561,1.0
200010,2093799,0.01342058144072091,0.011319138083455003,0.0,0.006065529690290233,1.0
200011,1872204,0.03039198719797629,0.006623209863882355,0.0,0.011003074451288427,1.0
200012,1657420,0.07602176877315346,0.004645774758359378,0.00036200842272930217,0.003559749490171471,1.0
200101,1916328,0.06100208315069236,0.041903056261767296,0.00010436626715259601,0.0074100049678343174,1.0
200102,2024449,0.029736486322945156,0.00612512342864651,0.0031119578710058883,0.0038529002212453855,1.0
200103,2161643,0.020539931894396995,0.0026831442564752826,0.000185044431481054,0.005320027405080302,1.0
200104,2078516,0.01871527570632124,0.0009141137234449964,0.0,0.021265171882246758,1.0
200105,2159285,0.07002317896896426,0.01176315308076516,0.00027786975781335024,0.005742641661475905,1.0
200106,2075337,0.08461276409566254,0.002794726832316872,0.00028910967230864193,0.005878563336942385,1.0
200107,1998293,0.19006221810315105,0.002802391841436666,0.0004503844030880357,0.003102648110162023,1.0
200108,1827397,0.04706147596827619,0.005526987293948715,0.0005472264647473975,0.0032833587884843847,1.0
200109,1982433,0.03641989414018027,0.002925697867216698,0.002421267200455198,0.004640762134205797,1.0
200110,2256883,0.0774519547535251,0.008108528443875912,0.0007532512762070519,0.010899989055702046,1.0
200111,2034237,0.03834361482954051,0.0016713883387235605,0.001228962013767324,0.004522580210663753,1.0
200112,1828048,0.10070851531250821,0.004321549543556843,0.003391595844310434,0.005689128513036857,1.0
200201,1982032,0.1760819199690015,0.03208828111756016,0.00030271963318452983,0.0074670842852184015,1.0
200202,1903505,0.04160745571984313,0.0022589906514561297,0.0,0.006882041286994255,1.0
200203,1397923,0.03905794525163403,0.028327740512174134,0.0,0.0030044573270487716,1.0
200204,1417434,0.02970155929658806,0.0016226505078896088,0.00028220008832862764,0.0032453010157792177,1.0
200205,1280614,0.14875676823773595,0.0017179259324043,0.001015138050966177,0.022020686951727843,1.0
200206,1196575,0.13229425652382842,0.0048471679585483565,0.0005014311681256921,0.007521467521885382,1.0
200207,2070216,0.0669012315623104,0.0014974282876762618,0.0003864331064970998,0.010771822843606657,1.0
200208,1878232,0.06852188654010792,0.0017037298906631341,0.00010648311816644588,0.0025555948359947014,1.0
200209,1372255,0.04124597833493046,0.00429949244127367,0.002040437090773945,0.00451811070099945,1.0
200210,1508892,0.06203227268750845,0.001192928320913624,0.0005301903648504996,0.009013236202458492,1.0
200211,2003817,0.040722281525708184,0.0164685697346614,0.0010479998922057253,0.004042285298507798,1.0
200212,1977114,0.04026070322702687,0.0076373947076395195,0.0003034726373896498,0.014465529048906639,1.0
200301,2353253,0.041644481065146836,0.008626356792066131,0.0,0.05689995933288941,1.0
200302,2285193,0.04984261723189245,0.004726077841127642,0.0006563997001566169,0.01977951096471939,1.0
200303,3175263,0.01927399399671775,0.0007558429018320687,0.0005668821763740515,0.03401293058244309,1.0
200304,3280911,0.05224158777851639,0.03261289318728853,0.00012191735770948983,0.021183140902023858,1.0
200305,2344519,0.08641431355429408,0.01266784359606384,0.0011089694730560939,0.011302958090764034,1.0
200306,2241084,0.054125592793487436,0.06456696848489392,0.0,0.017000701446264397,1.0
200307,2353556,0.04788498765272634,0.025620805283579403,0.0005098667718125254,0.02800018355203785,1.0
200308,2030604,0.07943449338226459,0.011178939862228184,0.00014773929333341214,0.018861383115565615,1.0
200309,2233472,0.05211616711559402,0.002686400366783197,0.0013432001833915985,0.01508861539343229,1.0
200310,2374877,0.03385438487972219,0.02863306183857101,0.0,0.005052893265630178,1.0
200311,1972026,0.06085112468091191,0.022312079049667703,0.000253546352837133,0.005882275385821485,1.0
200312,1986727,0.05134072270623996,0.004630731851935369,0.000855678711770666,0.013237853011510892,1.0
200401,1979133,0.1184862260393819,0.007528549117214457,0.000303163051699911,0.006416951260981451,1.0
200402,2040506,0.02097518948731344,0.0053418122759746845,0.003773573809633493,0.013281019511826968,1.0
200403,2327547,0.019978114298014174,0.004468223412889192,0.00025778211997437643,0.003952659172940439,1.0
200404,2270787,0.015589308904798203,0.0029064813212335634,0.00237803017191837,0.0007046015324202579,1.0
200405,2148076,0.026814693707298998,0.004329455754824317,0.0,0.002513877535059281,1.0
200406,2209401,0.05363444662150511,0.0038924577294931974,0.0,0.006608125912860544,1.0
200407,1442364,0.029604177586240364,0.006447748279907153,0.0,0.018580607946399104,1.0
200408,1400950,0.04318498161961526,0.004282808094507299,0.0012134622934437346,0.013205324958064169,1.0
200409,1600840,0.09907298668199195,0.0030608930311586415,0.0,0.011681367282176858,1.0
200410,1508093,0.03302183618649513,0.008354922408631298,0.00039785344803006177,0.005437330456410845,1.0
200411,1522236,0.07521829729424347,0.0022335564262046096,0.0007883140327780974,0.0031532561311123897,1.0
200412,1374627,0.028516826746455587,0.0038555913713320053,0.0,0.014331160380234057,1.0
200501,1311029,0.040731364447315815,0.003508694315686381,0.0,0.0068648367046037885,1.0
200502,1376874,0.03173856140794292,0.0006536545827722798,0.0,0.009005907584862522,1.0
200503,1448094,0.023064801041921313,0.002900364202876333,0.0015882946825275153,0.004695827757037871,1.0
200504,1441186,0.0795872288517929,0.03268141655553135,0.0008326475555549388,0.007424440703698205,1.0
200505,1354246,0.039726903383875606,0.005611978916681312,0.0,0.002805989458340656,1.0
200506,1389728,0.047203481544590024,0.0030941306500264797,0.0,0.0023026088558336594,1.0
200507,1333102,0.016877928320563618,0.0015002602951612106,0.0007501301475806053,0.0036006247083869053,1.0
200508,1277584,0.029743641122618944,0.004931182607171036,0.0,0.008218637678618392,1.0
200509,1307098,0.03924724848481139,0.01422999652665676,0.0,0.008951126847413124,1.0
200510,1327462,0.048438298045443105,0.0023352834205423584,0.0003766586162165094,0.007533172324330188,1.0
200511,1378979,0.02878941593744357,0.00210300519442283,0.0010152438869627457,0.002610627137904203,1.0
200512,1224472,0.030217105821937946,0.0066967639929700305,0.0007350106821552474,0.012821853010930426,1.0
200601,1433454,0.02713725030590448,0.010324712198647463,0.002232370205112965,0.0277651044260925,1.0
200602,1618763,0.0158763203754966,0.0019768181012291483,0.0024092470608730247,0.007721945707926361,1.0
200603,2846981,0.03487905258236708,0.008991981330398762,0.0007024985414374033,0.0063224868729366305,1.0
200604,2206428,0.018582070205780565,0.0006798318367968499,0.0,0.007387505959859103,1.0
200605,2730777,0.0383407359883286,0.018602763975234887,0.0004394353694937375,0.008349272020381012,1.0
200606,3078694,0.015136288309263604,0.01312244737541308,0.00019488783230811507,0.006950999352322771,1.0
200607,3346980,0.05670783811077449,0.010098656101918745,0.0,0.005497493262582986,1.0
200608,3834916,0.021956152364223883,0.0030509142833897796,0.00036506666638852064,0.004302571425293279,1.0
