date,chokepoint,n_total,n_tanker,n_cargo,capacity
2019-12-04,hormuz,51,32,19,2037970
2019-12-04,malacca,171,60,111,6061955
2019-12-04,suez,64,19,45,2581823
2019-12-05,bab_el_mandeb,54,22,32,2527913
2019-12-05,hormuz,52,34,18,746308
2019-12-05,malacca,157,70,87,5336979
2019-12-05,suez,59,19,40,2497900
2019-12-06,bab_el_mandeb,46,15,31,2348736
2019-12-06,hormuz,40,22,18,1215783
2019-12-06,malacca,155,65,90,6535840
2019-12-06,suez,44,10,34,2127204
2019-12-07,bab_el_mandeb,54,20,34,2527835
2019-12-07,hormuz,44,30,14,1290191
2019-12-07,malacca,159,70,89,6065513
2019-12-07,suez,57,24,33,2864588
2019-12-08,bab_el_mandeb,49,13,36,2639475
2019-12-08,hormuz,60,40,20,2170974
2019-12-08,malacca,174,70,104,7892391
2019-12-08,suez,54,17,37,1656624
2019-12-09,bab_el_mandeb,53,15,38,2309489
2019-12-09,hormuz,45,27,18,1015356
2019-12-09,malacca,167,68,99,7601094
2019-12-09,suez,59,23,36,2938502
2019-12-10,bab_el_mandeb,58,19,39,2168138
2019-12-10,hormuz,55,33,22,3029307
2019-12-10,malacca,167,64,103,5039599
2019-12-10,suez,52,20,32,2133132
2019-12-11,bab_el_mandeb,52,25,27,2694094
2019-12-11,hormuz,39,22,17,1384219
2019-12-11,malacca,158,53,105,4799054
2019-12-11,suez,61,16,45,2050244
2019-12-12,bab_el_mandeb,42,11,31,1790657
2019-12-12,hormuz,62,44,18,2595653
2019-12-12,malacca,190,85,105,6649628
2019-12-12,suez,58,15,43,2306271
2019-12-13,bab_el_mandeb,47,15,32,2245419
2019-12-13,hormuz,66,45,21,2892270
2019-12-13,malacca,172,82,90,5969973
2019-12-13,suez,52,16,36,2062978
2019-12-14,bab_el_mandeb,57,16,41,2487607
2019-12-14,hormuz,73,48,25,2797355
2019-12-14,malacca,170,82,88,7249968
2019-12-14,suez,52,16,36,2020598
2019-12-15,bab_el_mandeb,70,21,49,2609480
2019-12-15,hormuz,81,47,34,3544852
2019-12-15,malacca,187,80,107,6788861
2019-12-15,suez,52,14,38,2331062
2019-12-16,bab_el_mandeb,62,25,37,3217617
2019-12-16,hormuz,50,29,21,2156737
2019-12-16,malacca,170,57,113,6485870
2019-12-16,suez,57,19,38,2639889
2019-12-17,bab_el_mandeb,59,19,40,2495795
2019-12-17,hormuz,65,41,24,2259573
2019-12-17,malacca,165,66,99,6339369
2019-12-17,suez,55,18,37,2619371
2019-12-18,bab_el_mandeb,55,17,38,2011095
2019-12-18,hormuz,71,41,30,2143768
2019-12-18,malacca,181,83,98,7031665
2019-12-18,suez,53,13,40,2338901
2019-12-19,bab_el_mandeb,50,17,33,2215536
2019-12-19,hormuz,69,43,26,1930928
2019-12-19,malacca,185,73,112,8061107
2019-12-19,suez,48,19,29,2180778
2019-12-20,bab_el_mandeb,60,23,37,2926676
2019-12-20,hormuz,69,49,20,1356658
2019-12-20,malacca,160,65,95,5180432
2019-12-20,suez,63,24,39,2566155
2019-12-21,bab_el_mandeb,61,21,40,2809114
2019-12-21,hormuz,69,37,32,2051444
2019-12-21,malacca,196,73,123,8487929
2019-12-21,suez,51,13,38,2359289
2019-12-22,bab_el_mandeb,51,10,41,2381671
2019-12-22,hormuz,36,24,12,1250618
2019-12-22,malacca,157,71,86,5756965
2019-12-22,suez,51,16,35,2602287
2019-12-23,bab_el_mandeb,39,16,23,1959468
2019-12-23,hormuz,72,42,30,1595366
2019-12-23,malacca,176,65,111,7219280
2019-12-23,suez,55,22,33,2350518
2019-12-24,bab_el_mandeb,77,28,49,3408556
2019-12-24,hormuz,58,31,27,1403178
2019-12-24,malacca,181,69,112,7497372
2019-12-24,suez,55,15,40,2828376
2019-12-25,bab_el_mandeb,49,23,26,2147405
2019-12-25,hormuz,72,41,31,1431905
2019-12-25,malacca,185,71,114,6401385
2019-12-25,suez,41,19,22,1912217
2019-12-26,bab_el_mandeb,61,23,38,2838301
2019-12-26,hormuz,66,45,21,2082058
2019-12-26,malacca,181,68,113,6038087
2019-12-26,suez,38,11,27,2006132
2019-12-27,bab_el_mandeb,58,21,37,2899934
2019-12-27,hormuz,43,28,15,786262
2019-12-27,malacca,165,68,97,6069299
2019-12-27,suez,49,11,38,2076527
2019-12-28,bab_el_mandeb,51,18,33,2570523
2019-12-28,hormuz,29,16,13,956973
2019-12-28,malacca,183,84,99,7953797
2019-12-28,suez,67,25,42,3378163
2019-12-29,bab_el_mandeb,53,19,34,2422874
2019-12-29,hormuz,60,35,25,2788929
2019-12-29,malacca,170,65,105,6537361
2019-12-29,suez,61,22,39,2480287
2019-12-30,bab_el_mandeb,49,19,30,2042986
2019-12-30,hormuz,69,42,27,2368631
2019-12-30,malacca,172,78,94,6059911
2019-12-30,suez,51,13,38,3053488
2019-12-31,bab_el_mandeb,51,15,36,2567998
2019-12-31,hormuz,72,49,23,3351684
2019-12-31,malacca,198,92,106,6937244
2019-12-31,suez,63,21,42,2562070
2020-01-01,bab_el_mandeb,46,15,31,2232425
2020-01-01,hormuz,86,60,26,2475835
2020-01-01,malacca,182,72,110,9076662
2020-01-01,suez,56,16,40,2790974
2020-01-02,bab_el_mandeb,50,24,26,2735778
2020-01-02,hormuz,74,43,31,3488181
2020-01-02,malacca,172,61,111,6768858
2020-01-02,suez,54,24,30,2615548
2020-01-03,bab_el_mandeb,59,17,42,3250048
2020-01-03,hormuz,75,44,31,2395676
2020-01-03,malacca,176,70,106,7217540
2020-01-03,suez,49,16,33,2039410
2020-01-04,bab_el_mandeb,66,18,48,2667722
2020-01-04,hormuz,76,48,28,2803508
2020-01-04,malacca,174,66,108,6153518
2020-01-04,suez,50,8,42,2668375
2020-01-05,bab_el_mandeb,62,16,46,3021915
2020-01-05,hormuz,77,46,31,3485323
2020-01-05,malacca,191,74,117,7943977
2020-01-05,suez,65,21,44,2798537
2020-01-06,bab_el_mandeb,50,19,31,2089547
2020-01-06,hormuz,66,38,28,2119086
2020-01-06,malacca,162,70,92,7010262
2020-01-06,suez,43,14,29,2507106
2020-01-07,bab_el_mandeb,55,15,40,2958900
2020-01-07,hormuz,77,52,25,1679619
2020-01-07,malacca,185,70,115,6456248
2020-01-07,suez,56,18,38,2691594
2020-01-08,bab_el_mandeb,44,16,28,1724072
2020-01-08,hormuz,49,23,26,1010072
2020-01-08,malacca,173,62,111,6892825
2020-01-08,suez,58,12,46,2624192
2020-01-09,bab_el_mandeb,41,14,27,2578388
2020-01-09,hormuz,68,35,33,1836562
2020-01-09,malacca,179,77,102,5876187
2020-01-09,suez,66,22,44,2577016
2020-01-10,bab_el_mandeb,67,24,43,3170762
2020-01-10,hormuz,72,43,29,1587426
2020-01-10,malacca,137,55,82,5403077
2020-01-10,suez,70,16,54,2990902
2020-01-11,bab_el_mandeb,50,17,33,2034939
2020-01-11,hormuz,81,49,32,2383244
2020-01-11,malacca,167,70,97,6160720
2020-01-11,suez,51,18,33,2493328
2020-01-12,bab_el_mandeb,60,20,40,3645560
2020-01-12,hormuz,65,37,28,1315061
2020-01-12,malacca,189,74,115,7146686
2020-01-12,suez,61,15,46,2559318
2020-01-13,bab_el_mandeb,44,10,34,2100520
2020-01-13,hormuz,64,28,36,1519860
2020-01-13,malacca,186,89,97,5423424
2020-01-13,suez,52,18,34,2408358
2020-01-14,bab_el_mandeb,45,13,32,2471693
2020-01-14,hormuz,69,32,37,1674430
2020-01-14,malacca,197,76,121,7975809
2020-01-14,suez,60,26,34,2644598
2020-01-15,bab_el_mandeb,62,20,42,2436159
2020-01-15,hormuz,64,38,26,1199932
2020-01-15,malacca,166,73,93,6681027
2020-01-15,suez,52,13,39,2966588
2020-01-16,bab_el_mandeb,44,15,29,2050480
2020-01-16,hormuz,33,21,12,758615
2020-01-16,malacca,163,76,87,6099752
2020-01-16,suez,44,18,26,2035340
2020-01-17,bab_el_mandeb,64,13,51,3209642
2020-01-17,hormuz,79,45,34,2257214
2020-01-17,malacca,179,70,109,5415061
2020-01-17,suez,61,18,43,3479062
2020-01-18,bab_el_mandeb,56,18,38,2574092
2020-01-18,hormuz,72,42,30,2238945
2020-01-18,malacca,180,77,103,6166038
2020-01-18,suez,45,19,26,2285224
2020-01-19,bab_el_mandeb,51,17,34,2075078
2020-01-19,hormuz,69,39,30,2043144
2020-01-19,malacca,182,72,110,7102161
2020-01-19,suez,44,8,36,1575901
2020-01-20,bab_el_mandeb,46,20,26,2584854
2020-01-20,hormuz,68,40,28,2525877
2020-01-20,malacca,176,76,100,6685652
2020-01-20,suez,55,16,39,2554720
2020-01-21,bab_el_mandeb,48,17,31,2236266
2020-01-21,hormuz,66,31,35,2094626
2020-01-21,malacca,183,79,104,7207380
2020-01-21,suez,41,9,32,2376254
2020-01-22,bab_el_mandeb,52,10,42,2459992
2020-01-22,hormuz,66,38,28,1785885
2020-01-22,malacca,176,66,110,5888736
2020-01-22,suez,42,14,28,2703465
2020-01-23,bab_el_mandeb,54,13,41,1849118
2020-01-23,hormuz,64,35,29,1724911
2020-01-23,malacca,167,69,98,6413426
2020-01-23,suez,53,17,36,2033921
2020-01-24,bab_el_mandeb,52,26,26,2955776
2020-01-24,hormuz,85,54,31,2333145
2020-01-24,malacca,145,62,83,4034997
2020-01-24,suez,50,20,30,2286403
2020-01-25,bab_el_mandeb,56,22,34,2337752
2020-01-25,hormuz,85,43,42,3121739
2020-01-25,malacca,173,74,99,5740984
2020-01-25,suez,48,17,31,2545964
2020-01-26,bab_el_mandeb,59,17,42,2696385
2020-01-26,hormuz,82,51,31,3398804
2020-01-26,malacca,167,55,112,5970031
2020-01-26,suez,53,13,40,2258317
2020-01-27,bab_el_mandeb,47,10,37,2269200
2020-01-27,hormuz,61,36,25,1468590
2020-01-27,malacca,188,66,122,7720601
2020-01-27,suez,51,18,33,2266080
2020-01-28,bab_el_mandeb,49,18,31,2300420
2020-01-28,hormuz,59,35,24,2004174
2020-01-28,malacca,208,99,109,8956049
2020-01-28,suez,52,19,33,2397722
2020-01-29,bab_el_mandeb,50,16,34,2609485
2020-01-29,hormuz,67,38,29,1917306
2020-01-29,malacca,170,67,103,6656665
2020-01-29,suez,56,12,44,2371618
2020-01-30,bab_el_mandeb,53,24,29,2554729
2020-01-30,hormuz,75,46,29,3019301
2020-01-30,malacca,173,65,108,6877148
2020-01-30,suez,60,20,40,2010719
2020-01-31,bab_el_mandeb,51,18,33,2695014
2020-01-31,hormuz,80,51,29,2730170
2020-01-31,malacca,193,85,108,7520190
2020-01-31,suez,60,22,38,2896196
2020-02-01,bab_el_mandeb,53,12,41,2542720
2020-02-01,hormuz,72,45,27,2639515
2020-02-01,malacca,176,79,97,7126080
2020-02-01,suez,47,12,35,2289357
2020-02-02,bab_el_mandeb,46,15,31,1853917
2020-02-02,hormuz,59,40,19,1873573
2020-02-02,malacca,157,68,89,5681095
2020-02-02,suez,54,7,47,2660346
2020-02-03,bab_el_mandeb,47,16,31,2349047
2020-02-03,hormuz,74,51,23,3001986
2020-02-03,malacca,154,64,90,5949007
2020-02-03,suez,59,24,35,3017648
2020-02-04,bab_el_mandeb,50,16,34,2392749
2020-02-04,hormuz,63,37,26,1306743
2020-02-04,malacca,176,78,98,7972509
2020-02-04,suez,50,16,34,2383293
2020-02-05,bab_el_mandeb,54,17,37,3274502
2020-02-05,hormuz,71,41,30,1835734
2020-02-05,malacca,167,67,100,6055790
2020-02-05,suez,55,17,38,2417970
2020-02-06,bab_el_mandeb,60,17,43,2088734
2020-02-06,hormuz,75,43,32,3550541
2020-02-06,malacca,168,64,104,6254885
2020-02-06,suez,47,12,35,2267255
2020-02-07,bab_el_mandeb,61,22,39,3336085
2020-02-07,hormuz,80,46,34,3339985
2020-02-07,malacca,160,72,88,5741278
2020-02-07,suez,52,16,36,2196129
2020-02-08,bab_el_mandeb,60,14,46,2812173
2020-02-08,hormuz,69,49,20,3385028
2020-02-08,malacca,171,61,110,6038597
2020-02-08,suez,52,19,33,3439411
2020-02-09,bab_el_mandeb,63,17,46,2938568
2020-02-09,hormuz,42,24,18,1515403
2020-02-09,malacca,186,79,107,8197082
2020-02-09,suez,48,15,33,2454997
2020-02-10,bab_el_mandeb,45,12,33,1829434
2020-02-10,hormuz,54,32,22,1530337
2020-02-10,malacca,172,62,110,6296341
2020-02-10,suez,54,12,42,1842732
2020-02-11,bab_el_mandeb,58,22,36,3004531
2020-02-11,hormuz,69,43,26,1894460
2020-02-11,malacca,161,64,97,5423467
2020-02-11,suez,52,12,40,2599780
2020-02-12,bab_el_mandeb,53,21,32,1876262
2020-02-12,hormuz,64,38,26,1373545
2020-02-12,malacca,156,68,88,5518259
2020-02-12,suez,52,16,36,2169733
2020-02-13,bab_el_mandeb,63,21,42,2539202
2020-02-13,hormuz,41,19,22,747443
2020-02-13,malacca,183,74,109,7363720
2020-02-13,suez,61,22,39,2508574
2020-02-14,bab_el_mandeb,37,13,24,1923674
2020-02-14,hormuz,53,26,27,1223643
2020-02-14,malacca,170,76,94,5958521
2020-02-14,suez,65,22,43,3047123
2020-02-15,bab_el_mandeb,48,19,29,2290135
2020-02-15,hormuz,59,36,23,2534495
2020-02-15,malacca,159,59,100,4944548
2020-02-15,suez,64,20,44,3369918
2020-02-16,bab_el_mandeb,51,17,34,1854771
2020-02-16,hormuz,70,38,32,2666567
2020-02-16,malacca,158,79,79,5055656
2020-02-16,suez,62,23,39,2487975
2020-02-17,bab_el_mandeb,50,19,31,2511846
2020-02-17,hormuz,100,59,41,4058532
2020-02-17,malacca,170,74,96,8338691
2020-02-17,suez,66,26,40,3166141
2020-02-18,bab_el_mandeb,50,11,39,2868962
2020-02-18,hormuz,73,36,37,2543310
2020-02-18,malacca,140,62,78,5721508
2020-02-18,suez,48,19,29,2656499
2020-02-19,bab_el_mandeb,67,26,41,2948991
2020-02-19,hormuz,54,30,24,2184187
2020-02-19,malacca,161,69,92,6162286
2020-02-19,suez,49,18,31,1749382
2020-02-20,bab_el_mandeb,57,19,38,2556217
2020-02-20,hormuz,97,62,35,3569042
2020-02-20,malacca,180,83,97,6388701
2020-02-20,suez,48,16,32,2311977
2020-02-21,bab_el_mandeb,48,21,27,2355975
2020-02-21,hormuz,78,38,40,2571176
2020-02-21,malacca,152,68,84,4843146
2020-02-21,suez,49,13,36,2925445
2020-02-22,bab_el_mandeb,45,11,34,2074582
2020-02-22,hormuz,64,33,31,3354680
2020-02-22,malacca,148,57,91,5671631
2020-02-22,suez,50,16,34,2300088
2020-02-23,bab_el_mandeb,66,28,38,3280007
2020-02-23,hormuz,70,48,22,2450519
2020-02-23,malacca,154,59,95,5737620
2020-02-23,suez,54,14,40,2531325
2020-02-24,bab_el_mandeb,45,17,28,1809633
2020-02-24,hormuz,70,39,31,3043548
2020-02-24,malacca,135,54,81,5785458
2020-02-24,suez,50,15,35,2066318
2020-02-25,bab_el_mandeb,55,13,42,2505131
2020-02-25,hormuz,86,42,44,2712448
2020-02-25,malacca,135,61,74,5179078
2020-02-25,suez,62,14,48,2856238
2020-02-26,bab_el_mandeb,38,14,24,1922835
2020-02-26,hormuz,70,47,23,2151194
2020-02-26,malacca,138,59,79,5304133
2020-02-26,suez,47,14,33,2477528
2020-02-27,bab_el_mandeb,61,18,43,2226170
2020-02-27,hormuz,42,25,17,791777
2020-02-27,malacca,133,53,80,5514031
2020-02-27,suez,64,13,51,3121088
2020-02-28,bab_el_mandeb,54,16,38,2741791
2020-02-28,hormuz,75,49,26,2001530
2020-02-28,malacca,161,65,96,4936283
2020-02-28,suez,45,23,22,2335114
2020-02-29,bab_el_mandeb,57,20,37,3010568
2020-02-29,hormuz,83,50,33,3392099
2020-02-29,malacca,162,62,100,4997788
2020-02-29,suez,48,13,35,2119550
2020-03-01,bab_el_mandeb,48,13,35,2521253
2020-03-01,hormuz,60,39,21,2906741
2020-03-01,malacca,159,76,83,6105710
2020-03-01,suez,49,12,37,1623035
2020-03-02,bab_el_mandeb,42,13,29,1738588
2020-03-02,hormuz,87,53,34,4451100
2020-03-02,malacca,138,56,82,5928522
2020-03-02,suez,59,22,37,2521577
2020-03-03,bab_el_mandeb,63,29,34,3343755
2020-03-03,hormuz,54,36,18,1635706
2020-03-03,malacca,159,61,98,5210463
2020-03-03,suez,49,11,38,2137979
2020-03-04,bab_el_mandeb,56,23,33,2464731
2020-03-04,hormuz,39,22,17,1569306
2020-03-04,malacca,166,77,89,7742300
2020-03-04,suez,51,16,35,2512389
2020-03-05,bab_el_mandeb,54,18,36,2549873
2020-03-05,hormuz,59,33,26,2046639
2020-03-05,malacca,147,46,101,5908659
2020-03-05,suez,37,8,29,1728752
2020-03-06,bab_el_mandeb,53,22,31,2554218
2020-03-06,hormuz,70,41,29,2600022
2020-03-06,malacca,156,84,72,6942717
2020-03-06,suez,61,19,42,2381857
2020-03-07,bab_el_mandeb,50,11,39,2642022
2020-03-07,hormuz,74,48,26,3162064
2020-03-07,malacca,168,70,98,7097056
2020-03-07,suez,53,16,37,3073840
2020-03-08,bab_el_mandeb,60,17,43,2704841
2020-03-08,hormuz,87,60,27,2809118
2020-03-08,malacca,178,70,108,6068006
2020-03-08,suez,46,17,29,2459063
2020-03-09,bab_el_mandeb,44,15,29,2145644
2020-03-09,hormuz,43,28,15,1613106
2020-03-09,malacca,154,76,78,5809268
2020-03-09,suez,52,20,32,2064060
2020-03-10,bab_el_mandeb,53,14,39,2136871
2020-03-10,hormuz,57,41,16,2626310
2020-03-10,malacca,171,65,106,6263501
2020-03-10,suez,60,21,39,3288738
2020-03-11,bab_el_mandeb,46,19,27,2778000
2020-03-11,hormuz,60,34,26,2088937
2020-03-11,malacca,158,69,89,5961927
2020-03-11,suez,42,16,26,2814683
2020-03-12,bab_el_mandeb,49,14,35,2116006
2020-03-12,hormuz,69,46,23,4013658
2020-03-12,malacca,176,72,104,6961067
2020-03-12,suez,42,13,29,1949859
2020-03-13,bab_el_mandeb,55,15,40,2429182
2020-03-13,hormuz,48,26,22,1376683
2020-03-13,malacca,164,81,83,5979814
2020-03-13,suez,62,16,46,2525942
2020-03-14,bab_el_mandeb,62,19,43,2976819
2020-03-14,hormuz,53,34,19,2080250
2020-03-14,malacca,156,60,96,5316720
2020-03-14,suez,57,24,33,3629880
2020-03-15,bab_el_mandeb,55,18,37,2300457
2020-03-15,hormuz,55,32,23,2158808
2020-03-15,malacca,168,54,114,6767912
2020-03-15,suez,74,14,60,3023602
2020-03-16,bab_el_mandeb,42,7,35,2261372
2020-03-16,hormuz,37,23,14,1603429
2020-03-16,malacca,172,74,98,6244502
2020-03-16,suez,61,18,43,3173827
2020-03-17,bab_el_mandeb,43,15,28,1949643
2020-03-17,hormuz,64,41,23,2964715
2020-03-17,malacca,142,55,87,5710707
2020-03-17,suez,55,19,36,2579409
2020-03-18,bab_el_mandeb,60,22,38,2875618
2020-03-18,hormuz,65,40,25,1819190
2020-03-18,malacca,133,50,83,5636831
2020-03-18,suez,49,9,40,2324347
2020-03-19,bab_el_mandeb,52,24,28,2567443
2020-03-19,hormuz,60,37,23,2889273
2020-03-19,malacca,153,72,81,6264403
2020-03-19,suez,60,17,43,2534293
2020-03-20,bab_el_mandeb,75,23,52,3671702
2020-03-20,hormuz,71,46,25,3187095
2020-03-20,malacca,165,66,99,7410574
2020-03-20,suez,58,19,39,2530080
2020-03-21,bab_el_mandeb,61,20,41,2477942
2020-03-21,hormuz,63,45,18,2778507
2020-03-21,malacca,165,72,93,5906246
2020-03-21,suez,43,10,33,2084154
2020-03-22,bab_el_mandeb,45,12,33,1974200
2020-03-22,hormuz,63,38,25,1825410
2020-03-22,malacca,145,62,83,6271747
2020-03-22,suez,58,15,43,3313301
2020-03-23,bab_el_mandeb,51,14,37,2428282
2020-03-23,hormuz,59,37,22,1943776
2020-03-23,malacca,195,75,120,8515138
2020-03-23,suez,47,13,34,2163585
2020-03-24,bab_el_mandeb,51,19,32,2458881
2020-03-24,hormuz,66,38,28,2207803
2020-03-24,malacca,159,59,100,6052470
2020-03-24,suez,53,14,39,2414038
2020-03-25,bab_el_mandeb,41,15,26,1950008
2020-03-25,hormuz,45,26,19,1010060
2020-03-25,malacca,177,69,108,6393654
2020-03-25,suez,56,14,42,1638843
2020-03-26,bab_el_mandeb,52,19,33,2946113
2020-03-26,hormuz,77,47,30,3711416
2020-03-26,malacca,133,56,77,5281564
2020-03-26,suez,56,17,39,2052405
2020-03-27,bab_el_mandeb,61,17,44,3800361
2020-03-27,hormuz,49,30,19,1937449
2020-03-27,malacca,141,52,89,5523461
2020-03-27,suez,64,14,50,2765344
2020-03-28,bab_el_mandeb,63,21,42,2766453
2020-03-28,hormuz,77,46,31,2798084
2020-03-28,malacca,160,73,87,6074398
2020-03-28,suez,50,19,31,2623941
2020-03-29,bab_el_mandeb,42,9,33,1855079
2020-03-29,hormuz,30,20,10,1449295
2020-03-29,malacca,185,75,110,7512700
2020-03-29,suez,49,14,35,1974142
2020-03-30,bab_el_mandeb,61,18,43,2536085
2020-03-30,hormuz,51,37,14,1623476
2020-03-30,malacca,184,70,114,6534626
2020-03-30,suez,52,15,37,2348802
2020-03-31,bab_el_mandeb,60,24,36,3527156
2020-03-31,hormuz,71,43,28,2969581
2020-03-31,malacca,155,69,86,6275861
2020-03-31,suez,55,15,40,2591988
2020-04-01,bab_el_mandeb,40,15,25,2184435
2020-04-01,hormuz,63,35,28,3581742
2020-04-01,malacca,157,59,98,6361111
2020-04-01,suez,47,16,31,2090791
2020-04-02,bab_el_mandeb,61,18,43,2215303
2020-04-02,hormuz,91,57,34,4334079
2020-04-02,malacca,148,66,82,6453667
2020-04-02,suez,55,19,36,2898416
2020-04-03,bab_el_mandeb,55,10,45,2323398
2020-04-03,hormuz,94,61,33,4659379
2020-04-03,malacca,160,68,92,6098916
2020-04-03,suez,63,19,44,2459514
2020-04-04,bab_el_mandeb,67,22,45,2407695
2020-04-04,hormuz,75,48,27,3281439
2020-04-04,malacca,171,69,102,7430028
2020-04-04,suez,52,18,34,2957507
2020-04-05,bab_el_mandeb,55,17,38,2281249
2020-04-05,hormuz,100,64,36,4838371
2020-04-05,malacca,159,60,99,5966290
2020-04-05,suez,57,22,35,2544927
2020-04-06,bab_el_mandeb,69,26,43,2896118
2020-04-06,hormuz,94,59,35,3977123
2020-04-06,malacca,142,47,95,5498142
2020-04-06,suez,55,21,34,2616240
2020-04-07,bab_el_mandeb,60,23,37,3454489
2020-04-07,hormuz,87,47,40,2202850
2020-04-07,malacca,136,57,79,6569482
2020-04-07,suez,55,14,41,3074185
2020-04-08,bab_el_mandeb,56,18,38,2536629
2020-04-08,hormuz,93,52,41,3798196
2020-04-08,malacca,179,75,104,6172048
2020-04-08,suez,57,20,37,2422820
2020-04-09,bab_el_mandeb,50,24,26,2684825
2020-04-09,hormuz,68,40,28,4456573
2020-04-09,malacca,166,59,107,8033615
2020-04-09,suez,70,24,46,2671935
2020-04-10,bab_el_mandeb,59,17,42,3010703
2020-04-10,hormuz,72,45,27,2479426
2020-04-10,malacca,152,62,90,5781404
2020-04-10,suez,71,21,50,3228854
2020-04-11,bab_el_mandeb,55,15,40,3059313
2020-04-11,hormuz,64,37,27,3235121
2020-04-11,malacca,161,72,89,6285592
2020-04-11,suez,58,22,36,2882016
2020-04-12,bab_el_mandeb,47,17,30,2785295
2020-04-12,hormuz,59,41,18,3100563
2020-04-12,malacca,164,56,108,7525935
2020-04-12,suez,58,22,36,2736834
2020-04-13,bab_el_mandeb,57,17,40,2770621
2020-04-13,hormuz,71,51,20,3493447
2020-04-13,malacca,174,73,101,6939746
2020-04-13,suez,60,23,37,2614629
2020-04-14,bab_el_mandeb,59,26,33,2602884
2020-04-14,hormuz,38,23,15,2557078
2020-04-14,malacca,161,59,102,6948375
2020-04-14,suez,65,18,47,3225502
2020-04-15,bab_el_mandeb,55,21,34,2954677
2020-04-15,hormuz,66,39,27,2761502
2020-04-15,malacca,152,67,85,6733142
2020-04-15,suez,50,14,36,2956430
2020-04-16,bab_el_mandeb,60,23,37,2583532
2020-04-16,hormuz,79,60,19,2944596
2020-04-16,malacca,150,64,86,4526868
2020-04-16,suez,62,23,39,2031031
2020-04-17,bab_el_mandeb,47,10,37,1895341
2020-04-17,hormuz,75,49,26,3843509
2020-04-17,malacca,154,65,89,5950253
2020-04-17,suez,51,17,34,2684663
2020-04-18,bab_el_mandeb,58,19,39,2707382
2020-04-18,hormuz,75,44,31,3223326
2020-04-18,malacca,137,56,81,4319018
2020-04-18,suez,61,20,41,2773929
2020-04-19,bab_el_mandeb,63,25,38,2778234
2020-04-19,hormuz,81,48,33,3859555
2020-04-19,malacca,144,50,94,5582654
2020-04-19,suez,49,23,26,2088018
2020-04-20,bab_el_mandeb,56,18,38,2241691
2020-04-20,hormuz,62,42,20,3177731
2020-04-20,malacca,146,69,77,5679478
2020-04-20,suez,60,20,40,2989641
2020-04-21,bab_el_mandeb,54,23,31,2970090
2020-04-21,hormuz,79,55,24,4364939
2020-04-21,malacca,133,53,80,4834162
2020-04-21,suez,52,24,28,1971765
2020-04-22,bab_el_mandeb,55,25,30,2891977
2020-04-22,hormuz,74,41,33,1520160
2020-04-22,malacca,179,76,103,7033999
2020-04-22,suez,69,23,46,2777226
2020-04-23,bab_el_mandeb,50,19,31,2355628
2020-04-23,hormuz,84,55,29,2952319
2020-04-23,malacca,148,61,87,5593971
2020-04-23,suez,62,18,44,2720290
2020-04-24,bab_el_mandeb,59,18,41,2205545
2020-04-24,hormuz,89,56,33,4104822
2020-04-24,malacca,138,57,81,5087360
2020-04-24,suez,58,20,38,2981642
2020-04-25,bab_el_mandeb,56,19,37,2881945
2020-04-25,hormuz,89,58,31,3864339
2020-04-25,malacca,140,57,83,5498600
2020-04-25,suez,68,19,49,3211510
2020-04-26,bab_el_mandeb,45,20,25,2200618
2020-04-26,hormuz,86,53,33,3368896
2020-04-26,malacca,158,81,77,5736720
2020-04-26,suez,55,31,24,3162251
2020-04-27,bab_el_mandeb,61,27,34,3065056
2020-04-27,hormuz,70,48,22,2314902
2020-04-27,malacca,168,65,103,7539712
2020-04-27,suez,47,18,29,2310400
2020-04-28,bab_el_mandeb,63,14,49,2703506
2020-04-28,hormuz,76,44,32,3333782
2020-04-28,malacca,157,64,93,7027700
2020-04-28,suez,56,20,36,2358981
2020-04-29,bab_el_mandeb,60,28,32,3031121
2020-04-29,hormuz,66,37,29,2966763
2020-04-29,malacca,136,59,77,5778719
2020-04-29,suez,44,16,28,2289040
2020-04-30,bab_el_mandeb,53,25,28,3196426
2020-04-30,hormuz,60,30,30,2727768
2020-04-30,malacca,167,62,105,7925599
2020-04-30,suez,58,20,38,2543563
2020-05-01,bab_el_mandeb,56,19,37,4276751
2020-05-01,hormuz,55,33,22,3673384
2020-05-01,malacca,124,49,75,5242478
2020-05-01,suez,67,25,42,3150880
2020-05-02,bab_el_mandeb,47,17,30,1618622
2020-05-02,hormuz,74,49,25,4142353
2020-05-02,malacca,165,61,104,7502319
2020-05-02,suez,61,24,37,2841403
2020-05-03,bab_el_mandeb,64,24,40,3424482
2020-05-03,hormuz,75,46,29,4534517
2020-05-03,malacca,171,73,98,5459465
2020-05-03,suez,64,20,44,2729880
2020-05-04,bab_el_mandeb,52,22,30,2725757
2020-05-04,hormuz,103,62,41,4004135
2020-05-04,malacca,141,52,89,7263535
2020-05-04,suez,72,23,49,3950656
2020-05-05,bab_el_mandeb,56,21,35,2772364
2020-05-05,hormuz,83,51,32,3702920
2020-05-05,malacca,154,60,94,5397720
2020-05-05,suez,49,25,24,2418344
2020-05-06,bab_el_mandeb,66,31,35,3095692
2020-05-06,hormuz,80,51,29,4338059
2020-05-06,malacca,169,63,106,6170653
2020-05-06,suez,51,22,29,2465960
2020-05-07,bab_el_mandeb,56,22,34,3280236
2020-05-07,hormuz,93,53,40,2491435
