date,chokepoint,n_total,n_tanker,n_cargo,capacity
2022-07-09,hormuz,108,61,47,4482554
2022-07-09,malacca,197,73,124,5956278
2022-07-09,suez,64,23,41,2453041
2022-07-10,bab_el_mandeb,68,28,40,3521861
2022-07-10,hormuz,76,47,29,3096523
2022-07-10,malacca,183,66,117,7736144
2022-07-10,suez,64,20,44,2182473
2022-07-11,bab_el_mandeb,76,33,43,3334825
2022-07-11,hormuz,104,71,33,4798916
2022-07-11,malacca,205,71,134,7628969
2022-07-11,suez,72,17,55,3236244
2022-07-12,bab_el_mandeb,68,21,47,3811362
2022-07-12,hormuz,93,56,37,4674660
2022-07-12,malacca,183,70,113,6623727
2022-07-12,suez,59,10,49,3067425
2022-07-13,bab_el_mandeb,60,23,37,3248560
2022-07-13,hormuz,114,65,49,4396352
2022-07-13,malacca,221,82,139,8734772
2022-07-13,suez,82,29,53,3821076
2022-07-14,bab_el_mandeb,81,35,46,4495749
2022-07-14,hormuz,147,96,51,5879440
2022-07-14,malacca,198,79,119,7217315
2022-07-14,suez,65,15,50,3544679
2022-07-15,bab_el_mandeb,80,23,57,2615861
2022-07-15,hormuz,134,93,41,7322753
2022-07-15,malacca,193,89,104,8047376
2022-07-15,suez,87,35,52,3399905
2022-07-16,bab_el_mandeb,65,24,41,3370369
2022-07-16,hormuz,112,66,46,4451672
2022-07-16,malacca,201,82,119,7205747
2022-07-16,suez,69,16,53,2957191
2022-07-17,bab_el_mandeb,60,18,42,3109918
2022-07-17,hormuz,117,71,46,4927016
2022-07-17,malacca,244,97,147,8939636
2022-07-17,suez,80,28,52,3181771
2022-07-18,bab_el_mandeb,68,28,40,2803632
2022-07-18,hormuz,74,47,27,4069172
2022-07-18,malacca,212,85,127,7723565
2022-07-18,suez,64,25,39,2722522
2022-07-19,bab_el_mandeb,72,20,52,3556340
2022-07-19,hormuz,88,59,29,3708443
2022-07-19,malacca,193,77,116,7489273
2022-07-19,suez,49,15,34,3111124
2022-07-20,bab_el_mandeb,68,17,51,3666482
2022-07-20,hormuz,96,56,40,4202263
2022-07-20,malacca,213,83,130,8232005
2022-07-20,suez,90,38,52,3745685
2022-07-21,bab_el_mandeb,71,26,45,2744126
2022-07-21,hormuz,84,56,28,2355624
2022-07-21,malacca,219,95,124,8064436
2022-07-21,suez,63,25,38,2976063
2022-07-22,bab_el_mandeb,61,20,41,2955724
2022-07-22,hormuz,98,71,27,4202021
2022-07-22,malacca,213,82,131,7817482
2022-07-22,suez,71,23,48,3064862
2022-07-23,bab_el_mandeb,77,29,48,3135021
2022-07-23,hormuz,93,63,30,4097023
2022-07-23,malacca,242,93,149,8484028
2022-07-23,suez,80,26,54,2693258
2022-07-24,bab_el_mandeb,61,26,35,2667242
2022-07-24,hormuz,49,29,20,1402372
2022-07-24,malacca,216,78,138,7513069
2022-07-24,suez,55,19,36,3048673
2022-07-25,bab_el_mandeb,64,22,42,3127274
2022-07-25,hormuz,73,48,25,3117321
2022-07-25,malacca,226,91,135,8677394
2022-07-25,suez,79,24,55,3570262
2022-07-26,bab_el_mandeb,65,24,41,2478688
2022-07-26,hormuz,122,76,46,4007378
2022-07-26,malacca,196,79,117,6908427
2022-07-26,suez,64,17,47,3168157
2022-07-27,bab_el_mandeb,62,19,43,2923252
2022-07-27,hormuz,108,73,35,4294735
2022-07-27,malacca,183,65,118,6516900
2022-07-27,suez,83,39,44,3437093
2022-07-28,bab_el_mandeb,65,24,41,2268706
2022-07-28,hormuz,98,58,40,3761877
2022-07-28,malacca,217,101,116,7642933
2022-07-28,suez,79,30,49,3368244
2022-07-29,bab_el_mandeb,75,23,52,3582000
2022-07-29,hormuz,103,57,46,4517560
2022-07-29,malacca,220,86,134,7286749
2022-07-29,suez,75,24,51,3189375
2022-07-30,bab_el_mandeb,69,25,44,3098687
2022-07-30,hormuz,118,75,43,3904492
2022-07-30,malacca,206,66,140,7469510
2022-07-30,suez,78,24,54,2489090
2022-07-31,bab_el_mandeb,61,22,39,3391440
2022-07-31,hormuz,112,67,45,5165354
2022-07-31,malacca,202,74,128,8296500
2022-07-31,suez,65,23,42,3028005
2022-08-01,bab_el_mandeb,77,32,45,3399415
2022-08-01,hormuz,108,66,42,4818310
2022-08-01,malacca,225,80,145,8278292
2022-08-01,suez,61,28,33,3539167
2022-08-02,bab_el_mandeb,59,15,44,2360129
2022-08-02,hormuz,126,67,59,4485473
2022-08-02,malacca,204,80,124,7725699
2022-08-02,suez,65,19,46,2406468
2022-08-03,bab_el_mandeb,72,25,47,3684083
2022-08-03,hormuz,134,73,61,4993325
2022-08-03,malacca,209,93,116,7665813
2022-08-03,suez,85,22,63,2721483
2022-08-04,bab_el_mandeb,77,30,47,3588127
2022-08-04,hormuz,126,73,53,5489171
2022-08-04,malacca,219,81,138,8896816
2022-08-04,suez,70,25,45,3242159
2022-08-05,bab_el_mandeb,77,29,48,3546337
2022-08-05,hormuz,115,71,44,4654181
2022-08-05,malacca,219,96,123,7355506
2022-08-05,suez,81,21,60,3772023
2022-08-06,bab_el_mandeb,72,30,42,3670918
2022-08-06,hormuz,88,58,30,4335601
2022-08-06,malacca,218,91,127,8552185
2022-08-06,suez,86,27,59,4281148
2022-08-07,bab_el_mandeb,64,22,42,2988853
2022-08-07,hormuz,119,75,44,4109887
2022-08-07,malacca,216,78,138,7906856
2022-08-07,suez,80,23,57,3042421
2022-08-08,bab_el_mandeb,65,15,50,2526741
2022-08-08,hormuz,115,65,50,4855953
2022-08-08,malacca,203,78,125,7030730
2022-08-08,suez,77,25,52,4040999
2022-08-09,bab_el_mandeb,77,23,54,3605998
2022-08-09,hormuz,79,49,30,3352748
2022-08-09,malacca,215,88,127,7798276
2022-08-09,suez,75,30,45,3105103
2022-08-10,bab_el_mandeb,58,21,37,3247075
2022-08-10,hormuz,133,82,51,5276307
2022-08-10,malacca,214,69,145,5748722
2022-08-10,suez,79,15,64,3381424
2022-08-11,bab_el_mandeb,67,19,48,3249926
2022-08-11,hormuz,95,62,33,4043606
2022-08-11,malacca,207,92,115,6657081
2022-08-11,suez,65,22,43,3554709
2022-08-12,bab_el_mandeb,73,24,49,3615078
2022-08-12,hormuz,126,81,45,5351655
2022-08-12,malacca,194,77,117,6898474
2022-08-12,suez,63,19,44,2499531
2022-08-13,bab_el_mandeb,72,14,58,3376650
2022-08-13,hormuz,120,74,46,4320494
2022-08-13,malacca,227,84,143,8462942
2022-08-13,suez,60,21,39,3262391
2022-08-14,bab_el_mandeb,65,24,41,3083759
2022-08-14,hormuz,111,69,42,5211516
2022-08-14,malacca,232,87,145,8179793
2022-08-14,suez,59,17,42,2725175
2022-08-15,bab_el_mandeb,60,18,42,2384709
2022-08-15,hormuz,118,72,46,4423673
2022-08-15,malacca,205,74,131,6171838
2022-08-15,suez,71,16,55,2937899
2022-08-16,bab_el_mandeb,65,26,39,2601416
2022-08-16,hormuz,129,79,50,4664397
2022-08-16,malacca,207,82,125,6817168
2022-08-16,suez,76,18,58,3401382
2022-08-17,bab_el_mandeb,73,29,44,3790915
2022-08-17,hormuz,84,53,31,4327400
2022-08-17,malacca,206,90,116,5686085
2022-08-17,suez,67,26,41,3217115
2022-08-18,bab_el_mandeb,74,23,51,3939052
2022-08-18,hormuz,99,65,34,4252004
2022-08-18,malacca,210,78,132,8360550
2022-08-18,suez,64,17,47,2680041
2022-08-19,bab_el_mandeb,71,23,48,2768041
2022-08-19,hormuz,139,83,56,4449252
2022-08-19,malacca,217,90,127,7684265
2022-08-19,suez,79,17,62,3189645
2022-08-20,bab_el_mandeb,63,22,41,2788560
2022-08-20,hormuz,121,81,40,4637100
2022-08-20,malacca,199,88,111,6663118
2022-08-20,suez,70,32,38,2728635
2022-08-21,bab_el_mandeb,79,19,60,3916555
2022-08-21,hormuz,109,67,42,4708617
2022-08-21,malacca,205,72,133,7329886
2022-08-21,suez,61,18,43,2912611
2022-08-22,bab_el_mandeb,77,28,49,3864590
2022-08-22,hormuz,108,67,41,4583583
2022-08-22,malacca,198,89,109,7749359
2022-08-22,suez,79,27,52,3642601
2022-08-23,bab_el_mandeb,59,18,41,2144784
2022-08-23,hormuz,118,72,46,3943947
2022-08-23,malacca,201,80,121,8650020
2022-08-23,suez,69,22,47,3639892
2022-08-24,bab_el_mandeb,79,29,50,3589097
2022-08-24,hormuz,96,58,38,4272680
2022-08-24,malacca,206,83,123,7366752
2022-08-24,suez,77,27,50,3240928
2022-08-25,bab_el_mandeb,62,26,36,2016208
2022-08-25,hormuz,104,66,38,3443599
2022-08-25,malacca,207,78,129,6533506
2022-08-25,suez,65,21,44,3617497
2022-08-26,bab_el_mandeb,69,22,47,3492680
2022-08-26,hormuz,127,67,60,5873089
2022-08-26,malacca,205,91,114,6155260
2022-08-26,suez,88,28,60,3474262
2022-08-27,bab_el_mandeb,68,22,46,3211199
2022-08-27,hormuz,112,59,53,4763702
2022-08-27,malacca,209,85,124,7165163
2022-08-27,suez,59,22,37,3277889
2022-08-28,bab_el_mandeb,80,29,51,3602943
2022-08-28,hormuz,100,61,39,3641031
2022-08-28,malacca,214,89,125,10269632
2022-08-28,suez,72,23,49,2541122
2022-08-29,bab_el_mandeb,67,19,48,3228348
2022-08-29,hormuz,80,44,36,3099030
2022-08-29,malacca,192,78,114,8859583
2022-08-29,suez,76,24,52,3749405
2022-08-30,bab_el_mandeb,80,31,49,3544170
2022-08-30,hormuz,104,63,41,3894825
2022-08-30,malacca,199,82,117,6548882
2022-08-30,suez,66,23,43,2935546
2022-08-31,bab_el_mandeb,65,27,38,2782261
2022-08-31,hormuz,121,77,44,6331449
2022-08-31,malacca,240,100,140,9544104
2022-08-31,suez,70,23,47,2876764
2022-09-01,bab_el_mandeb,71,21,50,4094705
2022-09-01,hormuz,134,79,55,5330794
2022-09-01,malacca,202,80,122,6332548
2022-09-01,suez,64,23,41,2465225
2022-09-02,bab_el_mandeb,77,26,51,3499558
2022-09-02,hormuz,132,86,46,5675312
2022-09-02,malacca,230,91,139,8933389
2022-09-02,suez,79,22,57,2775707
2022-09-03,bab_el_mandeb,74,25,49,4057376
2022-09-03,hormuz,129,80,49,5330931
2022-09-03,malacca,185,71,114,7037409
2022-09-03,suez,63,21,42,3310895
2022-09-04,bab_el_mandeb,72,27,45,3184526
2022-09-04,hormuz,129,80,49,7545664
2022-09-04,malacca,220,84,136,8472905
2022-09-04,suez,68,22,46,2971146
2022-09-05,bab_el_mandeb,69,28,41,2631988
2022-09-05,hormuz,119,82,37,6427427
2022-09-05,malacca,209,93,116,8580621
2022-09-05,suez,82,30,52,2837492
2022-09-06,bab_el_mandeb,73,26,47,2990002
2022-09-06,hormuz,108,60,48,3458122
2022-09-06,malacca,216,70,146,7651703
2022-09-06,suez,75,27,48,3302580
2022-09-07,bab_el_mandeb,69,24,45,3172877
2022-09-07,hormuz,94,51,43,3783267
2022-09-07,malacca,206,80,126,7500394
2022-09-07,suez,79,30,49,3020609
2022-09-08,bab_el_mandeb,73,21,52,2688843
2022-09-08,hormuz,83,49,34,4697632
2022-09-08,malacca,227,97,130,8187155
2022-09-08,suez,51,12,39,3250700
2022-09-09,bab_el_mandeb,66,20,46,3169426
2022-09-09,hormuz,70,38,32,3409311
2022-09-09,malacca,216,81,135,8927115
2022-09-09,suez,70,19,51,3221818
2022-09-10,bab_el_mandeb,72,36,36,3989357
2022-09-10,hormuz,64,43,21,3638040
2022-09-10,malacca,220,95,125,7404797
2022-09-10,suez,70,24,46,3278129
2022-09-11,bab_el_mandeb,68,25,43,3246276
2022-09-11,hormuz,106,77,29,4344618
2022-09-11,malacca,190,79,111,8034842
2022-09-11,suez,73,28,45,2968392
2022-09-12,bab_el_mandeb,60,24,36,2550247
2022-09-12,hormuz,93,62,31,4245182
2022-09-12,malacca,206,90,116,7348711
2022-09-12,suez,72,19,53,3525244
2022-09-13,bab_el_mandeb,61,19,42,2585743
2022-09-13,hormuz,122,80,42,4649445
2022-09-13,malacca,190,76,114,5632380
2022-09-13,suez,59,21,38,2969852
2022-09-14,bab_el_mandeb,73,24,49,3235374
2022-09-14,hormuz,131,66,65,5527727
2022-09-14,malacca,212,102,110,8316428
2022-09-14,suez,79,28,51,3246633
2022-09-15,bab_el_mandeb,70,22,48,3551654
2022-09-15,hormuz,102,53,49,4213956
2022-09-15,malacca,219,86,133,8828344
2022-09-15,suez,83,27,56,3531420
2022-09-16,bab_el_mandeb,85,30,55,3546519
2022-09-16,hormuz,131,86,45,4103272
2022-09-16,malacca,205,78,127,7191221
2022-09-16,suez,56,16,40,2312966
2022-09-17,bab_el_mandeb,69,25,44,3398387
2022-09-17,hormuz,102,66,36,3255592
2022-09-17,malacca,194,75,119,6587653
2022-09-17,suez,74,27,47,2644981
2022-09-18,bab_el_mandeb,71,19,52,2536145
2022-09-18,hormuz,96,55,41,4616084
2022-09-18,malacca,214,86,128,6593931
2022-09-18,suez,73,23,50,3115843
2022-09-19,bab_el_mandeb,67,25,42,2558157
2022-09-19,hormuz,72,44,28,2623024
2022-09-19,malacca,179,70,109,7481060
2022-09-19,suez,64,21,43,2108461
2022-09-20,bab_el_mandeb,68,17,51,2781708
2022-09-20,hormuz,110,64,46,4413982
2022-09-20,malacca,211,85,126,6878037
2022-09-20,suez,57,25,32,3618358
2022-09-21,bab_el_mandeb,76,25,51,3296457
2022-09-21,hormuz,70,42,28,2615770
2022-09-21,malacca,213,90,123,8092189
2022-09-21,suez,69,30,39,3395724
2022-09-22,bab_el_mandeb,77,30,47,2818509
2022-09-22,hormuz,110,73,37,4021388
2022-09-22,malacca,218,101,117,7835286
2022-09-22,suez,75,21,54,3353217
2022-09-23,bab_el_mandeb,61,17,44,3258567
2022-09-23,hormuz,91,60,31,3590971
2022-09-23,malacca,220,88,132,7059036
2022-09-23,suez,81,32,49,3620019
2022-09-24,bab_el_mandeb,63,31,32,2649552
2022-09-24,hormuz,84,45,39,2590060
2022-09-24,malacca,223,88,135,7770835
2022-09-24,suez,58,18,40,2547812
2022-09-25,bab_el_mandeb,66,29,37,2819318
2022-09-25,hormuz,121,76,45,5120502
2022-09-25,malacca,216,86,130,8567469
2022-09-25,suez,60,18,42,2250496
2022-09-26,bab_el_mandeb,65,19,46,3318943
2022-09-26,hormuz,128,71,57,3800786
2022-09-26,malacca,205,78,127,8276939
2022-09-26,suez,70,23,47,2544122
2022-09-27,bab_el_mandeb,68,25,43,3214547
2022-09-27,hormuz,95,62,33,3324847
2022-09-27,malacca,193,85,108,7333326
2022-09-27,suez,71,24,47,3147740
2022-09-28,bab_el_mandeb,74,26,48,3471118
2022-09-28,hormuz,86,55,31,3558986
2022-09-28,malacca,198,74,124,8111646
2022-09-28,suez,72,30,42,3929774
2022-09-29,bab_el_mandeb,84,31,53,3259914
2022-09-29,hormuz,107,72,35,4177693
2022-09-29,malacca,210,79,131,7161866
2022-09-29,suez,63,27,36,2936046
2022-09-30,bab_el_mandeb,68,16,52,3335617
2022-09-30,hormuz,81,53,28,2971218
2022-09-30,malacca,208,79,129,5273989
2022-09-30,suez,69,23,46,2999327
2022-10-01,bab_el_mandeb,69,33,36,2727869
2022-10-01,hormuz,105,68,37,4709458
2022-10-01,malacca,203,89,114,6952498
2022-10-01,suez,64,12,52,3307371
2022-10-02,bab_el_mandeb,70,24,46,3244097
2022-10-02,hormuz,115,69,46,4310695
2022-10-02,malacca,243,88,155,9443154
2022-10-02,suez,72,21,51,3295556
2022-10-03,bab_el_mandeb,79,39,40,3606464
2022-10-03,hormuz,103,67,36,5423455
2022-10-03,malacca,227,88,139,8057018
2022-10-03,suez,82,26,56,3281868
2022-10-04,bab_el_mandeb,55,18,37,2772625
2022-10-04,hormuz,111,72,39,5530415
2022-10-04,malacca,212,73,139,7662296
2022-10-04,suez,59,22,37,2472411
2022-10-05,bab_el_mandeb,67,16,51,3160199
2022-10-05,hormuz,123,76,47,5295767
2022-10-05,malacca,218,78,140,8657331
2022-10-05,suez,68,19,49,2441684
2022-10-06,bab_el_mandeb,66,24,42,3691894
2022-10-06,hormuz,108,68,40,3344125
2022-10-06,malacca,210,91,119,9038262
2022-10-06,suez,74,20,54,2929414
2022-10-07,bab_el_mandeb,76,25,51,3048659
2022-10-07,hormuz,92,60,32,4307189
2022-10-07,malacca,221,78,143,7885374
2022-10-07,suez,69,17,52,3100101
2022-10-08,bab_el_mandeb,61,23,38,3399411
2022-10-08,hormuz,115,69,46,3836192
2022-10-08,malacca,220,78,142,9485056
2022-10-08,suez,63,26,37,2736276
2022-10-09,bab_el_mandeb,77,21,56,3569380
2022-10-09,hormuz,113,68,45,4073520
2022-10-09,malacca,195,75,120,5829530
2022-10-09,suez,68,21,47,2712934
2022-10-10,bab_el_mandeb,66,20,46,2761955
2022-10-10,hormuz,113,62,51,4898822
2022-10-10,malacca,224,86,138,7546757
2022-10-10,suez,75,23,52,3471745
2022-10-11,bab_el_mandeb,74,24,50,3066390
2022-10-11,hormuz,109,64,45,3638886
2022-10-11,malacca,248,99,149,9009034
2022-10-11,suez,62,20,42,2664114
2022-10-12,bab_el_mandeb,73,21,52,3160860
2022-10-12,hormuz,97,61,36,4517837
2022-10-12,malacca,189,83,106,6326648
2022-10-12,suez,74,24,50,2892055
2022-10-13,bab_el_mandeb,68,21,47,3472363
2022-10-13,hormuz,98,66,32,4239687
2022-10-13,malacca,231,94,137,7978622
2022-10-13,suez,67,25,42,3135119
2022-10-14,bab_el_mandeb,65,15,50,2642301
2022-10-14,hormuz,119,70,49,3901979
2022-10-14,malacca,226,98,128,9278994
2022-10-14,suez,74,18,56,3350683
2022-10-15,bab_el_mandeb,73,26,47,3411731
2022-10-15,hormuz,127,78,49,5484172
2022-10-15,malacca,210,89,121,6477750
2022-10-15,suez,67,23,44,4197156
2022-10-16,bab_el_mandeb,72,24,48,2792690
2022-10-16,hormuz,115,77,38,5792085
2022-10-16,malacca,229,77,152,7329428
2022-10-16,suez,72,25,47,3424314
2022-10-17,bab_el_mandeb,91,42,49,3980326
2022-10-17,hormuz,110,70,40,5319785
2022-10-17,malacca,210,91,119,7758425
2022-10-17,suez,85,26,59,3452497
2022-10-18,bab_el_mandeb,69,22,47,2855443
2022-10-18,hormuz,73,44,29,2656323
2022-10-18,malacca,224,101,123,8588995
2022-10-18,suez,67,27,40,3308831
2022-10-19,bab_el_mandeb,64,26,38,3095796
2022-10-19,hormuz,109,67,42,4436721
2022-10-19,malacca,212,88,124,7099299
2022-10-19,suez,52,13,39,1871757
2022-10-20,bab_el_mandeb,69,27,42,2630231
2022-10-20,hormuz,95,59,36,3079756
2022-10-20,malacca,231,90,141,7458721
2022-10-20,suez,68,23,45,3393484
2022-10-21,bab_el_mandeb,67,24,43,3242514
2022-10-21,hormuz,121,75,46,4077407
2022-10-21,malacca,219,92,127,8382935
2022-10-21,suez,85,32,53,3043432
2022-10-22,bab_el_mandeb,73,29,44,3240301
2022-10-22,hormuz,124,77,47,4670162
2022-10-22,malacca,195,70,125,7186659
2022-10-22,suez,76,29,47,3492855
2022-10-23,bab_el_mandeb,62,16,46,2476442
2022-10-23,hormuz,134,81,53,3883573
2022-10-23,malacca,194,70,124,6789993
2022-10-23,suez,76,27,49,3299772
2022-10-24,bab_el_mandeb,84,29,55,3807247
2022-10-24,hormuz,102,70,32,4008504
2022-10-24,malacca,225,72,153,8399700
2022-10-24,suez,75,29,46,3104040
2022-10-25,bab_el_mandeb,74,26,48,3374612
2022-10-25,hormuz,98,57,41,3921062
2022-10-25,malacca,214,84,130,7486370
2022-10-25,suez,60,15,45,3136540
2022-10-26,bab_el_mandeb,80,25,55,3051491
2022-10-26,hormuz,90,58,32,3381252
2022-10-26,malacca,212,87,125,7730619
2022-10-26,suez,73,21,52,2969618
2022-10-27,bab_el_mandeb,78,29,49,3394710
2022-10-27,hormuz,130,81,49,4533024
2022-10-27,malacca,193,70,123,5679687
2022-10-27,suez,66,20,46,3519510
2022-10-28,bab_el_mandeb,67,20,47,3373447
2022-10-28,hormuz,138,88,50,5061172
2022-10-28,malacca,210,79,131,8440670
2022-10-28,suez,75,21,54,1940273
2022-10-29,bab_el_mandeb,70,20,50,3242253
2022-10-29,hormuz,121,78,43,4603054
2022-10-29,malacca,204,78,126,8637047
2022-10-29,suez,63,18,45,3021216
2022-10-30,bab_el_mandeb,58,19,39,2863737
2022-10-30,hormuz,91,47,44,4223995
2022-10-30,malacca,189,76,113,6191846
2022-10-30,suez,76,24,52,3527917
2022-10-31,bab_el_mandeb,69,27,42,2609173
2022-10-31,hormuz,92,60,32,4041949
2022-10-31,malacca,200,84,116,7573214
2022-10-31,suez,87,19,68,3673798
2022-11-01,bab_el_mandeb,71,27,44,2779427
2022-11-01,hormuz,112,69,43,5732928
2022-11-01,malacca,224,88,136,7830820
2022-11-01,suez,72,24,48,3091162
2022-11-02,bab_el_mandeb,91,28,63,3406840
2022-11-02,hormuz,110,74,36,5873862
2022-11-02,malacca,201,92,109,7549765
2022-11-02,suez,70,28,42,2688875
2022-11-03,bab_el_mandeb,81,22,59,3300328
2022-11-03,hormuz,101,59,42,4360524
2022-11-03,malacca,210,79,131,7685487
2022-11-03,suez,81,24,57,3606594
2022-11-04,bab_el_mandeb,62,20,42,2869562
2022-11-04,hormuz,89,54,35,5042574
2022-11-04,malacca,223,95,128,9310122
2022-11-04,suez,74,25,49,3392335
2022-11-05,bab_el_mandeb,84,28,56,3684300
2022-11-05,hormuz,78,50,28,3961621
2022-11-05,malacca,209,87,122,8880948
2022-11-05,suez,68,23,45,2616493
2022-11-06,bab_el_mandeb,68,28,40,2923756
2022-11-06,hormuz,96,56,40,4060443
2022-11-06,malacca,198,84,114,7159379
2022-11-06,suez,86,23,63,3385437
2022-11-07,bab_el_mandeb,71,28,43,3189860
2022-11-07,hormuz,106,63,43,4025012
2022-11-07,malacca,197,89,108,5810455
2022-11-07,suez,72,28,44,3425216
2022-11-08,bab_el_mandeb,75,28,47,3923826
2022-11-08,hormuz,86,51,35,3625764
2022-11-08,malacca,210,77,133,8103261
2022-11-08,suez,72,19,53,2890347
2022-11-09,bab_el_mandeb,76,26,50,3600901
2022-11-09,hormuz,54,35,19,2991429
2022-11-09,malacca,221,90,131,8648056
2022-11-09,suez,85,26,59,2868673
2022-11-10,bab_el_mandeb,71,17,54,3449538
2022-11-10,hormuz,76,45,31,3595838
2022-11-10,malacca,210,78,132,9309323
2022-11-10,suez,72,26,46,3184259
2022-11-11,bab_el_mandeb,74,26,48,2879657
2022-11-11,hormuz,106,66,40,4547159
2022-11-11,malacca,216,91,125,8429790
2022-11-11,suez,70,27,43,3498025
2022-11-12,bab_el_mandeb,73,30,43,3098470
2022-11-12,hormuz,105,57,48,4017313
2022-11-12,malacca,197,86,111,6611543
2022-11-12,suez,83,31,52,3713883
2022-11-13,bab_el_mandeb,78,28,50,3341247
2022-11-13,hormuz,72,46,26,4231172
2022-11-13,malacca,224,91,133,9475267
2022-11-13,suez,70,21,49,3135680
2022-11-14,bab_el_mandeb,73,19,54,3761451
2022-11-14,hormuz,72,46,26,3175368
2022-11-14,malacca,206,74,132,7296536
2022-11-14,suez,69,24,45,3528167
2022-11-15,bab_el_mandeb,80,30,50,3435122
2022-11-15,hormuz,84,54,30,3401522
2022-11-15,malacca,216,91,125,7678674
2022-11-15,suez,64,18,46,2273939
2022-11-16,bab_el_mandeb,67,23,44,3037092
2022-11-16,hormuz,85,49,36,4318130
2022-11-16,malacca,202,87,115,7446144
2022-11-16,suez,79,28,51,3453461
2022-11-17,bab_el_mandeb,67,31,36,3278281
2022-11-17,hormuz,128,83,45,5811047
2022-11-17,malacca,213,87,126,6655720
2022-11-17,suez,67,17,50,2918968
2022-11-18,bab_el_mandeb,74,25,49,3574079
2022-11-18,hormuz,110,67,43,4372086
2022-11-18,malacca,234,99,135,8560870
2022-11-18,suez,73,27,46,3198407
2022-11-19,bab_el_mandeb,65,21,44,2714048
2022-11-19,hormuz,37,24,13,1248763
2022-11-19,malacca,201,77,124,7988748
2022-11-19,suez,74,24,50,2772421
2022-11-20,bab_el_mandeb,55,9,46,1826627
2022-11-20,hormuz,97,66,31,3841562
2022-11-20,malacca,179,80,99,7398472
2022-11-20,suez,65,28,37,3085819
2022-11-21,bab_el_mandeb,80,30,50,3436218
2022-11-21,hormuz,74,46,28,3026457
2022-11-21,malacca,234,96,138,7568592
2022-11-21,suez,82,31,51,3714121
2022-11-22,bab_el_mandeb,71,22,49,3348008
2022-11-22,hormuz,72,43,29,2559189
2022-11-22,malacca,244,87,157,9154528
2022-11-22,suez,63,27,36,3489104
2022-11-23,bab_el_mandeb,77,27,50,3912437
2022-11-23,hormuz,76,37,39,3280141
2022-11-23,malacca,191,80,111,8234536
2022-11-23,suez,68,22,46,3136522
2022-11-24,bab_el_mandeb,59,22,37,2392809
2022-11-24,hormuz,81,51,30,4094536
2022-11-24,malacca,218,77,141,7563793
2022-11-24,suez,69,18,51,2384895
2022-11-25,bab_el_mandeb,85,30,55,3910353
2022-11-25,hormuz,67,45,22,1989916
2022-11-25,malacca,211,82,129,7375565
2022-11-25,suez,58,20,38,2776177
2022-11-26,bab_el_mandeb,86,31,55,4729694
2022-11-26,hormuz,51,35,16,2172656
2022-11-26,malacca,227,98,129,8751520
2022-11-26,suez,69,17,52,3228614
2022-11-27,bab_el_mandeb,65,18,47,3360871
2022-11-27,hormuz,104,66,38,4031914
2022-11-27,malacca,214,81,133,6304748
2022-11-27,suez,72,19,53,3417811
2022-11-28,bab_el_mandeb,67,22,45,2994728
2022-11-28,hormuz,115,66,49,3431096
2022-11-28,malacca,210,75,135,9376553
2022-11-28,suez,71,29,42,3235907
2022-11-29,bab_el_mandeb,65,21,44,3196353
2022-11-29,hormuz,106,61,45,3502652
2022-11-29,malacca,205,93,112,8754496
2022-11-29,suez,71,23,48,3351285
2022-11-30,bab_el_mandeb,82,28,54,3433727
2022-11-30,hormuz,96,64,32,4363243
2022-11-30,malacca,202,80,122,6618007
2022-11-30,suez,61,22,39,2750527
2022-12-01,bab_el_mandeb,61,27,34,2795874
2022-12-01,hormuz,80,46,34,3081943
2022-12-01,malacca,222,88,134,7853092
2022-12-01,suez,83,27,56,3257380
2022-12-02,bab_el_mandeb,64,24,40,2688117
2022-12-02,hormuz,87,55,32,3146711
2022-12-02,malacca,220,94,126,7510231
2022-12-02,suez,83,24,59,3725493
2022-12-03,bab_el_mandeb,70,23,47,3936393
2022-12-03,hormuz,86,58,28,3355817
2022-12-03,malacca,210,74,136,7872749
2022-12-03,suez,71,23,48,3866470
2022-12-04,bab_el_mandeb,63,16,47,2238846
2022-12-04,hormuz,89,58,31,4316687
2022-12-04,malacca,203,81,122,7644851
2022-12-04,suez,72,20,52,3163402
2022-12-05,bab_el_mandeb,75,28,47,3589224
2022-12-05,hormuz,89,54,35,3808168
2022-12-05,malacca,194,78,116,9600320
2022-12-05,suez,74,29,45,3011357
2022-12-06,bab_el_mandeb,62,23,39,2212053
2022-12-06,hormuz,76,37,39,2521561
2022-12-06,malacca,203,79,124,8401240
2022-12-06,suez,87,36,51,3800495
2022-12-07,bab_el_mandeb,79,20,59,3959741
2022-12-07,hormuz,94,58,36,5014711
2022-12-07,malacca,209,89,120,8052481
2022-12-07,suez,74,26,48,3383031
2022-12-08,bab_el_mandeb,71,23,48,3889375
2022-12-08,hormuz,69,43,26,3094855
2022-12-08,malacca,208,97,111,7133017
2022-12-08,suez,66,21,45,2323163
2022-12-09,bab_el_mandeb,62,24,38,3187399
2022-12-09,hormuz,64,35,29,2642538
2022-12-09,malacca,198,78,120,8170910
2022-12-09,suez,80,26,54,3512114
2022-12-10,bab_el_mandeb,79,29,50,2763692
2022-12-10,hormuz,87,51,36,3406039
2022-12-10,malacca,186,74,112,7564493
2022-12-10,suez,66,26,40,2850907
2022-12-11,bab_el_mandeb,74,32,42,3482437
2022-12-11,hormuz,89,52,37,3750437
