date,n_global,n_india,n_verbal_conflict,n_material_conflict,n_protest,goldstein_mean,mentions_sum
2018-05-08,207174,8241,1502,1248,172,0.032,72064
2018-05-09,239009,9033,1488,1089,157,0.59,78779
2018-05-10,234159,9634,1469,1195,130,0.518,89558
2018-05-11,211101,8958,1232,1276,151,0.433,81758
2018-05-12,124768,6964,1018,1126,80,-0.01,67104
2018-05-13,112331,5958,997,898,104,-0.002,56182
2018-05-14,194185,8563,1442,1346,115,0.013,91121
2018-05-15,218357,8861,1397,1020,117,0.729,87301
2018-05-16,228162,8643,1402,935,119,0.799,88548
2018-05-17,217038,8921,1689,1197,274,0.226,94077
2018-05-18,203678,8928,1554,1123,273,0.354,98122
2018-05-19,122205,6998,1199,826,125,0.545,74659
2018-05-20,101190,6171,935,782,86,0.519,62630
2018-05-21,177423,8697,1133,1078,84,0.692,82159
2018-05-22,200024,9225,1396,1195,195,0.446,89301
2018-05-23,209356,9665,1730,1188,333,0.253,105413
2018-05-24,213937,9026,1678,1204,380,0.178,86606
2018-05-25,195680,8328,1334,1034,254,0.442,76328
2018-05-26,117547,6500,1002,907,165,0.128,58897
2018-05-27,106033,5271,924,642,116,0.429,48399
2018-05-28,136751,7893,1222,1085,218,0.34,74475
2018-05-29,188601,8349,1281,1206,187,0.3,75849
2018-05-30,205860,8557,1312,1214,157,0.263,85006
2018-05-31,201043,8073,1281,1062,117,0.592,79602
2018-06-01,191189,7815,1154,1224,146,0.364,71295
2018-06-02,118852,6226,958,955,144,0.113,56332
2018-06-03,101712,4845,767,760,110,0.054,49692
2018-06-04,171211,7609,1058,1060,110,0.412,69036
2018-06-05,195302,7997,1183,1060,91,0.56,74749
2018-06-06,203907,9243,1394,1392,139,0.409,86690
2018-06-07,202094,8318,1249,1201,84,0.443,80517
2018-06-08,197476,7817,1190,1220,90,0.284,72353
2018-06-09,120663,6111,813,965,78,0.41,53785
2018-06-10,112373,5016,702,725,55,0.392,44963
2018-06-11,190569,7794,1168,1109,95,0.393,80492
2018-06-12,203877,8043,1223,1160,151,0.243,79288
2018-06-13,206311,8647,1394,1230,143,0.358,85201
2018-06-14,202307,8759,1343,1433,101,0.081,89471
2018-06-15,180537,8377,1358,1413,128,-0.069,89196
2018-06-16,107341,6276,894,1038,104,-0.014,61164
2018-06-17,93777,5548,837,802,128,0.259,56505
2018-06-18,167902,8016,1291,1190,236,0.114,77063
2018-06-19,192540,8551,1297,1123,161,0.719,82386
2018-06-20,207987,8801,1290,1253,121,0.484,90187
2018-06-21,205580,8047,1140,906,84,1.002,78977
2018-06-22,198198,8261,1219,1290,89,0.324,89112
2018-06-23,117688,6832,1071,1194,185,-0.06,65090
2018-06-24,103016,6158,944,1074,151,-0.093,53471
2018-06-25,172916,8132,1121,1265,114,0.434,76044
2018-06-26,200161,8285,1306,1151,167,0.493,77184
2018-06-27,205621,8099,1086,1095,88,0.652,84791
2018-06-28,207904,8926,1196,1200,109,0.602,90812
2018-06-29,192091,7884,1211,1113,136,0.437,74388
2018-06-30,117519,5907,901,817,99,0.525,55858
2018-07-01,101309,4797,658,732,68,0.256,55663
2018-07-02,170313,7751,1202,1241,130,0.208,80795
2018-07-03,186724,8267,1307,1096,104,0.47,85735
2018-07-04,159591,7657,1110,1017,94,0.488,83234
2018-07-05,180283,8206,1224,1113,109,0.512,79641
2018-07-06,180134,7619,1088,1153,111,0.434,67980
2018-07-07,109896,6295,996,1059,106,0.019,58238
2018-07-08,99131,5728,808,877,75,0.33,54895
2018-07-09,170492,8547,1288,1257,110,0.347,78833
2018-07-10,193561,7636,1088,1029,80,0.62,76368
2018-07-11,201531,7487,1165,1243,81,0.234,73941
2018-07-12,201920,8719,1313,1015,116,0.642,85955
2018-07-13,189827,7809,1217,933,90,0.646,75338
2018-07-14,111578,6127,923,774,86,0.546,55083
2018-07-15,83602,4524,563,606,31,0.719,41714
2018-07-16,173859,7533,1217,936,117,0.508,74882
2018-07-17,187765,7792,1261,1106,168,0.263,80163
2018-07-18,194640,8152,1326,1189,166,0.193,81715
2018-07-19,199770,8032,1399,1093,174,0.269,79862
2018-07-20,187020,7372,1341,950,114,0.332,74845
2018-07-21,116639,5936,1015,831,99,0.272,62692
2018-07-22,103144,5496,937,865,98,-0.049,48638
2018-07-23,176803,7375,1249,1140,189,0.183,75521
2018-07-24,198556,8642,1489,1204,269,0.144,84115
2018-07-25,194213,8241,1344,1322,199,-0.021,82312
2018-07-26,196959,8238,1386,1100,123,0.28,82184
2018-07-27,183549,7389,1194,969,123,0.331,73609
2018-07-28,115083,6293,1005,781,94,0.511,61390
2018-07-29,101090,5316,808,801,91,0.292,54896
2018-07-30,170091,8140,1286,1131,165,0.228,81134
2018-07-31,196236,8536,1520,1099,211,0.331,82246
2018-08-01,202768,8759,1601,1074,264,0.348,89594
2018-08-02,195713,8501,1480,1152,208,0.279,77385
2018-08-03,180786,8302,1477,1208,192,0.09,78629
2018-08-04,114819,6671,1196,1029,174,-0.076,64215
2018-08-05,97576,5347,969,801,126,-0.03,46980
2018-08-06,175543,8460,1406,1337,133,0.093,86644
2018-08-07,195923,9637,1660,1382,238,0.183,97323
2018-08-08,203847,9694,1431,1268,129,0.489,92535
2018-08-09,192945,8452,1350,1322,194,0.166,77117
2018-08-10,177659,8336,1275,1270,188,0.338,97514
2018-08-11,108207,6589,1155,843,170,0.298,64130
2018-08-12,96264,5519,849,750,84,0.437,54385
2018-08-13,165251,7822,1292,1145,109,0.204,74502
2018-08-14,178416,7780,1117,1049,75,0.424,70800
2018-08-15,183262,6735,710,916,52,0.639,75797
2018-08-16,187871,9147,909,878,72,1.177,97319
2018-08-17,173519,9448,863,1045,74,1.055,117074
2018-08-18,111395,7487,682,872,64,1.434,96615
2018-08-19,99475,6339,653,967,63,0.923,78154
2018-08-20,167855,9127,893,1186,51,1.211,102512
2018-08-21,177160,8264,988,1035,70,1.032,91168
2018-08-22,193590,7913,962,1028,72,0.864,81041
2018-08-23,195232,8302,1061,838,76,1.092,85289
2018-08-24,181519,7855,1161,926,81,0.897,76626
2018-08-25,123841,6497,1031,839,86,0.576,60307
2018-08-26,116919,5096,798,759,57,0.255,47718
2018-08-27,173482,7896,1070,1029,73,0.716,80351
2018-08-28,203930,9708,1307,1801,117,0.144,87450
2018-08-29,212204,10838,1616,2319,196,-0.238,107955
2018-08-30,207020,10079,1434,1832,185,0.164,92737
2018-08-31,192435,8686,1248,1379,142,0.385,76951
2018-09-01,122543,6222,945,1047,68,0.144,55293
2018-09-02,104408,5510,717,762,57,0.673,49013
2018-09-03,146858,7146,1005,1192,89,0.328,70652
2018-09-04,179211,8741,1311,1294,118,0.487,88941
2018-09-05,204188,9010,1450,1224,228,0.38,92470
2018-09-06,200450,9572,1494,1236,213,0.555,121943
2018-09-07,195007,8582,1163,1304,141,0.48,83964
2018-09-08,121069,6589,1013,1025,212,0.18,58977
2018-09-09,113607,6189,1034,920,167,0.189,57218
2018-09-10,171941,8801,1832,1371,567,-0.161,79754
2018-09-11,192888,8470,1534,1285,266,0.048,81230
2018-09-12,200557,8547,1448,1284,151,0.263,73619
2018-09-13,197814,7185,1140,1155,98,0.161,71752
2018-09-14,188132,7809,1219,978,134,0.665,77045
2018-09-15,118127,6821,1160,1042,108,0.044,64038
2018-09-16,99276,5355,843,826,98,0.176,54526
2018-09-17,173619,7956,1199,1058,134,0.518,75398
2018-09-18,197773,7318,1183,976,132,0.45,74363
2018-09-19,199798,8185,1331,1154,155,0.473,81246
2018-09-20,203534,9296,1497,1349,137,0.253,93399
2018-09-21,190077,8951,1360,1511,128,0.062,96778
2018-09-22,119300,7030,1186,1073,86,0.227,63523
2018-09-23,110934,6205,888,1003,67,0.293,58138
2018-09-24,178847,8446,1294,1218,93,0.377,80090
2018-09-25,205206,8343,1325,1084,117,0.573,76362
2018-09-26,207288,7836,1203,860,155,0.753,80913
2018-09-27,205864,7646,1132,1119,90,0.37,82017
2018-09-28,192031,8862,1464,1413,138,0.187,100799
2018-09-29,117018,6467,1067,1078,91,0.08,64625
2018-09-30,102451,5866,884,1016,55,0.034,57382
2018-10-01,171015,8055,1176,1185,105,0.474,77621
2018-10-02,186125,7886,1252,1187,219,0.206,77151
2018-10-03,198546,8962,1415,1279,201,0.442,86414
2018-10-04,201894,8881,1454,1162,128,0.673,86888
2018-10-05,191263,9251,1351,1122,133,0.834,107108
2018-10-06,118132,6464,1037,869,116,0.34,58692
2018-10-07,110725,5158,868,767,130,0.092,47504
2018-10-08,165591,7699,1238,1173,190,0.222,72707
2018-10-09,189280,8681,1591,1378,166,0.064,83863
2018-10-10,196139,7941,1399,1197,123,0.28,76795
2018-10-11,195407,7642,1263,997,137,0.465,80276
2018-10-12,188556,7655,1290,1006,131,0.375,75368
2018-10-13,115338,5835,947,895,121,0.151,57437
2018-10-14,104728,5072,802,723,141,0.197,51005
2018-10-15,178577,8497,1596,1063,233,0.362,85860
2018-10-16,200553,7730,1249,1038,180,0.533,81137
2018-10-17,205898,7747,1298,1334,172,-0.073,100217
2018-10-18,206978,6439,1142,955,132,0.195,73217
2018-10-19,205275,5933,968,805,116,0.319,80392
2018-10-20,122105,5764,921,768,91,0.338,65626
2018-10-21,107727,5221,973,885,149,-0.399,52782
2018-10-22,183438,7603,1333,1226,167,-0.021,73903
2018-10-23,205395,7973,1372,1206,201,0.242,72794
2018-10-24,199483,7003,1051,1057,76,0.43,67251
2018-10-25,201639,7651,1357,1134,137,0.186,73653
2018-10-26,190602,8001,1603,1184,323,0.026,81483
2018-10-27,122582,6572,1344,907,171,0.017,65327
2018-10-28,106947,5784,1078,812,107,0.097,54149
2018-10-29,182318,8378,1402,1004,121,0.565,79841
2018-10-30,203872,8374,1402,1114,94,0.392,82923
2018-10-31,213540,8067,1274,1117,122,0.268,86396
2018-11-01,207416,8642,1367,1081,166,0.571,79609
2018-11-02,197995,7736,1447,1128,195,-0.062,77593
2018-11-03,126532,5895,999,842,104,0.253,54704
2018-11-04,109658,5028,889,772,104,-0.08,49406
2018-11-05,176648,6563,1067,880,85,0.443,62609
2018-11-06,187704,6247,903,802,119,0.552,58258
2018-11-07,216378,5132,651,588,85,0.692,46615
2018-11-08,202129,5743,890,666,110,0.676,65565
2018-11-09,197178,6388,1053,778,202,0.45,65357
2018-11-10,133328,6477,1083,964,247,-0.01,56827
2018-11-11,116282,5473,772,827,78,0.31,48470
2018-11-12,177773,7771,1219,1047,133,0.445,77378
2018-11-13,197544,7286,1092,962,84,0.546,67390
2018-11-14,201606,8091,1153,857,136,0.887,79668
2018-11-15,198772,7128,1064,861,93,0.808,63861
2018-11-16,186031,7726,1255,1031,160,0.485,72038
2018-11-17,124129,6368,1057,881,133,0.383,59252
2018-11-18,106241,5806,969,1097,97,-0.303,68917
2018-11-19,166667,8032,1393,1185,160,0.123,78475
2018-11-20,187439,7898,1284,1173,113,0.242,80232
2018-11-21,194447,8371,1325,1407,145,-0.026,94889
2018-11-22,153154,7667,1230,1118,114,0.21,84634
2018-11-23,147274,8165,1358,1269,124,0.05,91566
2018-11-24,105884,6555,1064,961,120,0.128,65569
2018-11-25,101766,6281,1002,1074,97,-0.249,62422
2018-11-26,168527,8729,1360,1447,81,-0.081,85318
2018-11-27,197562,8401,1335,1108,150,0.398,80927
2018-11-28,206516,8335,1293,1122,136,0.281,79519
2018-11-29,208318,8403,1342,973,199,0.535,78707
2018-11-30,200918,8192,1374,862,218,0.615,79785
2018-12-01,129609,6455,978,614,122,0.91,64730
2018-12-02,104158,5039,814,551,93,0.568,44382
2018-12-03,170433,7652,1275,1063,167,0.282,71109
2018-12-04,195093,8799,1510,1292,185,0.147,84390
2018-12-05,195348,8408,1336,1206,135,0.222,78302
2018-12-06,195534,8741,1386,1173,132,0.365,80447
2018-12-07,180675,7424,1310,926,122,0.355,67633
2018-12-08,108704,5133,823,810,68,-0.052,44538
2018-12-09,93221,4981,792,750,110,0.022,47661
2018-12-10,156294,7512,1218,952,77,0.564,78509
2018-12-11,178492,7557,1079,886,95,0.702,82450
2018-12-12,187741,7449,960,766,82,1.04,74661
2018-12-13,178775,7281,1001,779,115,0.872,72199
2018-12-14,178755,7027,1110,783,103,0.82,75924
2018-12-15,109223,5894,1000,936,95,-0.001,75460
2018-12-16,93859,5255,857,660,89,0.403,54035
2018-12-17,152293,7811,1246,1299,165,0.121,86057
2018-12-18,174002,8416,1399,1266,180,0.256,80368
2018-12-19,180182,7196,1304,1001,140,0.267,68362
2018-12-20,183135,7318,1300,973,161,0.367,76681
2018-12-21,173225,7784,1449,1061,131,0.295,80237
2018-12-22,103245,5936,953,845,109,0.26,62930
2018-12-23,86031,4642,770,601,94,0.377,48283
2018-12-24,108406,6405,1028,792,107,0.503,59649
2018-12-25,79953,4853,720,712,88,0.249,45743
2018-12-26,104000,6330,881,830,105,0.616,64607
2018-12-27,130108,6228,1073,821,139,0.391,64681
2018-12-28,134533,6888,1097,908,129,0.506,68883
2018-12-29,97931,5344,777,786,58,0.455,48241
2018-12-30,87347,4787,725,780,61,0.125,49699
2018-12-31,110162,5889,995,935,114,0.092,62801
2019-01-01,87330,5178,769,856,83,0.085,49233
2019-01-02,128438,7009,1217,1032,231,0.081,79077
2019-01-03,151902,7345,1383,1220,246,-0.128,79571
2019-01-04,150275,7218,1226,1011,193,0.359,71957
2019-01-05,97646,5471,900,817,123,0.129,50590
2019-01-06,90044,4870,923,594,129,0.241,45769
2019-01-07,143369,7039,1489,706,235,0.371,68114
2019-01-08,172619,8294,1570,1094,350,0.113,83284
2019-01-09,179524,7568,1267,908,257,0.561,75202
2019-01-10,178069,7744,1317,806,166,0.799,76038
2019-01-11,171765,7687,1278,884,204,0.68,74166
2019-01-12,113269,6253,1126,685,138,0.56,53562
2019-01-13,99453,5249,941,715,111,0.226,48624
2019-01-14,163386,6976,1195,890,154,0.415,68060
2019-01-15,186182,7004,1191,759,101,0.643,69650
2019-01-16,190415,7565,1255,849,145,0.844,79173
2019-01-17,187881,7614,1112,1002,117,0.68,72698
2019-01-18,183600,7228,1143,849,129,0.675,80888
2019-01-19,122239,5998,1043,635,125,0.657,51440
2019-01-20,100257,4884,827,645,73,0.261,45309
2019-01-21,152609,7809,1321,903,171,0.587,71304
2019-01-22,178049,7946,1230,928,166,0.663,71827
2019-01-23,187571,7287,1115,874,145,0.643,62090
2019-01-24,194040,7587,1201,955,159,0.67,64138
2019-01-25,181627,7381,1144,1003,97,0.464,62771
2019-01-26,115073,5269,744,697,98,0.458,51007
2019-01-27,100199,4448,687,568,93,0.449,38870
2019-01-28,162778,6718,1061,723,98,0.788,59596
2019-01-29,194275,8475,1200,946,143,0.778,77560
2019-01-30,193258,7856,1367,910,211,0.497,73733
2019-01-31,189310,7543,1394,939,173,0.254,71719
2019-02-01,183755,6961,1062,823,165,0.708,73143
2019-02-02,113547,6181,1037,1023,131,0.161,59674
2019-02-03,101949,6272,1230,833,249,0.115,60743
2019-02-04,163180,8242,1531,1141,290,0.275,88123
2019-02-05,188833,9021,1600,1098,261,0.398,89043
2019-02-06,196629,7727,1399,979,165,0.34,72594
2019-02-07,188393,7887,1396,944,158,0.356,70574
2019-02-08,182693,8030,1356,925,175,0.588,75524
2019-02-09,117580,6842,1164,859,195,0.334,58420
2019-02-10,104687,6212,1189,846,216,0.139,59264
2019-02-11,168828,8326,1477,917,349,0.501,79656
2019-02-12,193566,9061,1481,1233,229,0.255,93669
2019-02-13,201064,9072,1471,1126,282,0.458,79402
2019-02-14,206976,9135,1614,1509,172,-0.091,89932
2019-02-15,196810,11723,2222,2276,304,-0.574,134939
2019-02-16,136098,9345,1621,1809,265,-0.509,92166
2019-02-17,103355,7697,1305,1436,154,-0.317,73493
2019-02-18,165863,10652,1772,1995,209,-0.283,105182
2019-02-19,196440,11751,2029,1872,153,0.032,102765
2019-02-20,208690,11639,1881,1755,146,0.251,97125
2019-02-21,204130,10102,1638,1640,129,0.194,89881
2019-02-22,195509,9750,1743,1798,146,-0.242,89007
2019-02-23,126028,7726,1431,1509,189,-0.528,82601
2019-02-24,111995,6582,1048,1116,136,-0.123,63817
2019-02-25,177704,8081,1441,1145,135,0.162,82508
2019-02-26,200978,11345,1849,2370,129,-0.752,131238
2019-02-27,219764,11887,1804,2972,105,-1.074,131422
2019-02-28,216020,12276,1727,2362,117,-0.091,129782
2019-03-01,198112,11349,1530,2000,152,0.159,111267
2019-03-02,126470,8493,1118,1647,104,-0.079,70245
2019-03-03,107801,7112,1029,1428,115,-0.446,58842
2019-03-04,177618,9204,1476,1582,105,-0.042,75051
2019-03-05,191841,9853,1651,1859,156,-0.344,86765
2019-03-06,195920,9034,1492,1417,157,0.111,85415
2019-03-07,198014,9473,1621,1628,156,-0.1,84626
2019-03-08,189491,8692,1533,1185,100,0.331,80931
2019-03-09,121200,6844,1219,1037,107,0.035,61151
2019-03-10,104689,5890,937,895,105,0.114,54146
2019-03-11,174021,8262,1316,1180,121,0.356,72530
2019-03-12,195656,9068,1453,1173,137,0.431,91977
2019-03-13,196746,9318,1616,1374,109,0.234,80950
2019-03-14,205015,9449,1749,1262,164,0.566,82332
2019-03-15,197076,8352,1786,1122,192,0.074,74070
2019-03-16,122257,6624,1344,1023,139,0.006,62291
2019-03-17,109071,6672,1153,982,99,0.14,64228
2019-03-18,184499,8013,1205,1117,106,0.454,79780
2019-03-19,208372,8157,1351,1196,129,0.309,78519
2019-03-20,205926,8001,1559,1130,161,0.163,73068
2019-03-21,193171,5318,1010,844,77,-0.083,42356
2019-03-22,187355,6726,1312,1277,93,-0.234,58166
2019-03-23,122933,5762,1322,1039,119,-0.487,45773
2019-03-24,106273,5286,1184,803,77,-0.171,44910
2019-03-25,183055,7518,1348,1035,119,0.426,73643
2019-03-26,202167,7603,1555,893,125,0.313,72290
2019-03-27,202799,7550,1344,1031,93,0.222,77454
2019-03-28,194716,7675,1471,1200,121,0.047,70879
2019-03-29,193060,7729,1459,1114,100,0.244,73214
2019-03-30,117283,5844,1134,840,101,0.003,52685
2019-03-31,103862,5550,1303,657,113,0.114,48319
2019-04-01,166698,7199,1460,1078,94,-0.095,65005
2019-04-02,184836,7924,1625,1072,116,0.227,79376
2019-04-03,194130,8239,1708,1051,165,0.135,78321
2019-04-04,195123,7943,1617,1089,88,0.155,75107
2019-04-05,175653,7364,1514,1121,106,-0.086,68651
2019-04-06,121280,5872,1216,877,93,-0.114,51350
2019-04-07,104829,5621,1176,831,140,-0.2,56051
2019-04-08,174208,7008,1393,941,109,0.249,64172
2019-04-09,191591,8385,1634,1271,120,0.004,76209
2019-04-10,195329,7861,1671,1221,187,-0.176,85622
2019-04-11,206896,7817,1494,1201,140,-0.229,83744
2019-04-12,191742,7711,1449,1120,111,0.04,84781
2019-04-13,115590,6747,1361,896,140,0.044,67068
2019-04-14,100375,5225,1048,645,73,0.063,53679
2019-04-15,164556,6311,1239,785,86,0.25,59184
2019-04-16,181439,7598,1500,1021,125,0.254,73266
2019-04-17,194020,7888,1597,1179,81,-0.049,82085
2019-04-18,188878,8237,1717,1232,138,-0.115,87985
2019-04-19,153155,7086,1512,1120,122,-0.221,61668
2019-04-20,103334,6076,1524,829,120,-0.273,57005
2019-04-21,95794,5257,1179,783,74,-0.217,42278
2019-04-22,146849,7178,1544,1006,139,0.036,70695
2019-04-23,179237,7939,1845,1232,145,-0.305,77877
2019-04-24,196126,7328,1484,1084,117,0.018,69620
2019-04-25,195837,7547,1516,1096,104,0.162,65749
2019-04-26,178876,7422,1491,1057,110,-0.029,74191
2019-04-27,110058,5846,1240,782,89,0.038,55287
2019-04-28,100781,5103,1112,805,83,-0.296,43907
2019-04-29,166836,7250,1419,1223,127,-0.297,69203
2019-04-30,184403,7451,1448,1245,122,-0.103,65244
2019-05-01,191570,8189,1551,1482,101,-0.313,76521
2019-05-02,195194,7831,1443,1484,87,-0.284,70499
2019-05-03,178238,7152,1295,1230,72,-0.045,64905
2019-05-04,111498,5877,1018,899,77,0.108,53377
2019-05-05,103217,5461,1033,896,52,-0.08,44057
2019-05-06,158154,6955,1250,1014,93,0.138,68586
2019-05-07,186515,7211,1360,882,183,0.359,66653
2019-05-08,192322,6741,1252,967,118,0.112,64882
2019-05-09,188309,7089,1531,836,148,0.208,67550
2019-05-10,179711,7075,1265,996,127,0.075,70698
2019-05-11,107696,5363,990,844,104,-0.057,48705
2019-05-12,96301,4969,1028,894,77,-0.555,49612
2019-05-13,167516,6553,1283,939,169,-0.013,66754
2019-05-14,193987,8059,1479,1297,156,-0.046,84869
2019-05-15,194376,7134,1496,1155,167,-0.188,72659
2019-05-16,191153,7232,1498,1240,163,-0.416,70118
2019-05-17,178275,7057,1362,1150,108,-0.162,63021
2019-05-18,107703,5661,987,841,99,0.113,55020
2019-05-19,94918,5571,984,941,66,-0.241,54436
2019-05-20,159994,6612,1178,936,67,0.176,69670
2019-05-21,180705,7310,1090,1051,72,0.258,78976
2019-05-22,190492,6840,1116,1025,66,0.151,67692
2019-05-23,190975,8567,1619,941,88,0.513,101232
2019-05-24,180028,7704,1262,919,87,0.657,83818
2019-05-25,106578,5631,805,792,43,0.467,60804
2019-05-26,99071,5513,730,866,48,0.242,55383
2019-05-27,134869,6888,1001,989,67,0.297,66717
2019-05-28,171317,8090,1154,1006,97,0.632,81080
2019-05-29,183597,8044,1053,961,90,0.71,83107
2019-05-30,187683,8466,968,964,45,0.924,79835
2019-05-31,176780,7480,973,792,69,1.036,74754
2019-06-01,112581,5729,741,702,52,0.682,59567
2019-06-02,99138,4714,665,596,78,0.466,47869
2019-06-03,163708,6874,944,768,76,0.755,74154
2019-06-04,182105,7228,993,823,50,0.785,67049
2019-06-05,187989,5704,737,711,69,0.685,55864
2019-06-06,188724,6835,1010,805,103,0.634,60342
2019-06-07,168925,7094,981,853,88,0.754,68949
2019-06-08,104875,6052,749,758,77,0.606,60240
2019-06-09,93828,6117,852,874,125,0.29,68657
2019-06-10,154994,7638,1081,1356,146,-0.032,77404
2019-06-11,175865,7584,1181,1346,125,0.078,76034
2019-06-12,191480,7688,1045,1247,139,0.284,80452
2019-06-13,193674,7614,1148,1149,145,0.319,81073
2019-06-14,179068,8733,1624,1162,395,0.213,92266
2019-06-15,108534,6527,1025,772,174,0.52,74863
2019-06-16,95289,5223,681,627,79,0.731,62772
2019-06-17,155458,7334,1168,1012,271,0.263,85206
2019-06-18,182183,7260,1070,1076,188,0.239,73663
2019-06-19,199103,7279,1083,1070,164,0.291,70282
2026-07-28,114737,7007,1363,757,312,0.361,70828
