date,placebo_cricket,placebo_entertainment
2024-04-06,0.0228,0.0826
2024-04-07,0.0338,0.1257
2024-04-08,0.0184,0.068
2024-04-09,0.0113,0.0428
2024-04-10,0.0071,0.0395
2024-04-11,0.0164,0.0502
2024-04-12,0.0208,0.047
2024-04-13,0.0119,0.0671
2024-04-14,0.0254,0.0632
2024-04-15,0.0218,0.0661
2024-04-16,0.0204,0.0616
2024-04-17,0.0198,0.0564
2024-04-18,0.0247,0.0534
2024-04-19,0.0142,0.0575
2024-04-20,0.0237,0.0493
2024-04-21,0.0193,0.0429
2024-04-22,0.0267,0.0557
2024-04-23,0.021,0.059
2024-04-24,0.0143,0.0414
2024-04-25,0.0344,0.054
2024-04-26,0.0284,0.0598
2024-04-27,0.0281,0.0568
2024-04-28,0.0433,0.0386
2024-04-29,0.0236,0.0429
2024-04-30,0.0271,0.0382
2024-05-01,0.0375,0.0469
2024-05-02,0.0287,0.058
2024-05-03,0.0264,0.048
2024-05-04,0.0356,0.0625
2024-05-05,0.0239,0.0593
2024-05-06,0.0297,0.0611
2024-05-07,0.0317,0.0827
2024-05-08,0.0264,0.0601
2024-05-09,0.02,0.0491
2024-05-10,0.0225,0.0449
2024-05-11,0.031,0.0539
2024-05-12,0.0169,0.0466
2024-05-13,0.018,0.0506
2024-05-14,0.0221,0.0599
2024-05-15,0.0231,0.0653
2024-05-16,0.0302,0.0544
2024-05-17,0.0269,0.0513
2024-05-18,0.0365,0.0764
2024-05-19,0.0429,0.0609
2024-05-20,0.0241,0.0923
2024-05-21,0.0163,0.0516
2024-05-22,0.0206,0.0513
2024-05-23,0.0364,0.0574
2024-05-24,0.0336,0.0572
2024-05-25,0.0367,0.0799
2024-05-26,0.0429,0.0741
2024-05-27,0.0321,0.0756
2024-05-28,0.0346,0.0564
2024-05-29,0.0375,0.0732
2024-05-30,0.0381,0.0538
2024-05-31,0.037,0.0462
2024-06-01,0.0582,0.0792
2024-06-02,0.0772,0.0635
2024-06-03,0.035,0.0796
2024-06-04,0.0324,0.0509
2024-06-05,0.0444,0.0389
2024-06-06,0.0503,0.0498
2024-06-07,0.0535,0.0475
2024-06-08,0.1025,0.0785
2024-06-09,0.1505,0.0964
2024-06-10,0.1277,0.1044
2024-06-11,0.0469,0.046
2024-06-12,0.0566,0.0404
2024-06-13,0.0485,0.0379
2024-06-14,0.0418,0.0388
2024-06-15,0.0722,0.064
2024-06-16,0.0687,0.0678
2024-06-17,0.0427,0.0511
2024-06-18,0.0253,0.0479
2024-06-19,0.0442,0.0381
2024-06-20,0.0493,0.0346
2024-06-21,0.0447,0.0421
2024-06-22,0.0644,0.0402
2024-06-23,0.1002,0.0603
2024-06-24,0.0384,0.05
2024-06-25,0.0399,0.0492
2024-06-26,0.0511,0.0457
2024-06-27,0.0712,0.0358
2024-06-28,0.0815,0.0596
2024-06-29,0.1803,0.0901
2024-06-30,0.3596,0.0883
2024-07-01,0.1046,0.056
2024-07-02,0.0534,0.0545
2024-07-03,0.0545,0.0495
2024-07-04,0.1226,0.0616
2024-07-05,0.0901,0.0646
2024-07-06,0.0656,0.0993
2024-07-07,0.071,0.0878
2024-07-08,0.0446,0.0649
2024-07-09,0.0537,0.0582
2024-07-10,0.0389,0.0384
2024-07-11,0.0268,0.0409
2024-07-12,0.0277,0.1583
2024-07-13,0.0369,0.2946
2024-07-14,0.0314,0.1371
2024-07-15,0.0266,0.0636
2024-07-16,0.0219,0.0548
2024-07-17,0.0212,0.0613
2024-07-18,0.0231,0.117
2024-07-19,0.0364,0.1254
2024-07-20,0.0243,0.1816
2024-07-21,0.0313,0.126
2024-07-22,0.0201,0.1206
2024-07-23,0.0173,0.1262
2024-07-24,0.0179,0.1208
2024-07-25,0.0228,0.1432
2024-07-26,0.0187,0.1135
2024-07-27,0.0245,0.2164
2024-07-28,0.0189,0.1453
2024-07-29,0.0216,0.1275
2024-07-30,0.0157,0.1178
2024-07-31,0.0151,0.1249
2024-08-01,0.0163,0.1037
2024-08-02,0.0173,0.1157
2024-08-03,0.0171,0.1702
2024-08-04,0.0109,0.1811
2024-08-05,0.0215,0.1312
2024-08-06,0.0267,0.1404
2024-08-07,0.0117,0.1283
2024-08-08,0.0121,0.121
2024-08-09,0.0114,0.1204
2024-08-10,0.0161,0.1387
2024-08-11,0.0191,0.1716
2024-08-12,0.0169,0.1476
2024-08-13,0.02,0.1317
2024-08-14,0.028,0.1106
2024-08-15,0.0145,0.1312
2024-08-16,0.0156,0.1338
2024-08-17,0.0065,0.2015
2024-08-18,0.0285,0.1694
2024-08-19,0.02,0.1298
2024-08-20,0.0335,0.1101
2024-08-21,0.02,0.1211
2024-08-22,0.0248,0.137
2024-08-23,0.0152,0.1287
2024-08-24,0.0217,0.1942
2024-08-25,0.0185,0.1774
2024-08-26,0.0138,0.149
2024-08-27,0.0186,0.1241
2024-08-28,0.0134,0.1437
2024-08-29,0.0171,0.1242
2024-08-30,0.0106,0.1299
2024-08-31,0.0108,0.1793
2024-09-01,0.0112,0.1203
2024-09-02,0.0134,0.1466
2024-09-03,0.0126,0.1307
2024-09-04,0.0135,0.1589
2024-09-05,0.0144,0.1152
2024-09-06,0.011,0.1209
2024-09-07,0.0399,0.1547
2024-09-08,0.026,0.1545
2024-09-09,0.0172,0.1128
2024-09-10,0.0097,0.1247
2024-09-11,0.01,0.1195
2024-09-12,0.0136,0.106
2024-09-13,0.0175,0.1086
2024-09-14,0.0145,0.1452
2024-09-15,0.0233,0.1239
2024-09-16,0.0106,0.1443
2024-09-17,0.0122,0.1053
2024-09-18,0.0185,0.1193
2024-09-19,0.0169,0.1111
2024-09-20,0.0237,0.1214
2024-09-21,0.0209,0.1544
2024-09-22,0.0329,0.1821
2024-09-23,0.0128,0.1539
2024-09-24,0.0141,0.1329
2024-09-25,0.0182,0.1172
2024-09-26,0.0227,0.1157
2024-09-27,0.0171,0.1246
2024-09-28,0.0172,0.1741
2024-09-29,0.0336,0.1758
2024-09-30,0.0202,0.1624
2024-10-01,0.0223,0.1262
2024-10-02,0.0307,0.1335
2024-10-03,0.0276,0.1592
2024-10-04,0.025,0.1513
2024-10-05,0.0509,0.1667
2024-10-06,0.0567,0.1398
2024-10-07,0.0231,0.1128
2024-10-08,0.0394,0.1375
2024-10-09,0.0174,0.1724
2024-10-10,0.0274,0.1565
2024-10-11,0.0135,0.1267
2024-10-12,0.039,0.1952
2024-10-13,0.0288,0.2214
2024-10-14,0.0451,0.1695
2024-10-15,0.0191,0.1468
2024-10-16,0.0163,0.1152
2024-10-17,0.027,0.1605
2024-10-18,0.0282,0.1137
2024-10-19,0.0242,0.1609
2024-10-20,0.0337,0.2028
2024-10-21,0.0161,0.147
2024-10-22,0.0192,0.1333
2024-10-23,0.0169,0.1482
2024-10-24,0.0222,0.1352
2024-10-25,0.0199,0.1247
2024-10-26,0.0306,0.1468
2024-10-27,0.0228,0.1439
2024-10-28,0.016,0.1836
2024-10-29,0.0146,0.12
2024-10-30,0.015,0.1724
2024-10-31,0.0179,0.0821
2024-11-01,0.0331,0.1276
2024-11-02,0.0204,0.1822
2024-11-03,0.0441,0.1895
2024-11-04,0.0427,0.1242
2024-11-05,0.0194,0.1329
2024-11-06,0.0112,0.1304
2024-11-07,0.0159,0.1496
2024-11-08,0.015,0.1208
2024-11-09,0.0339,0.1935
2024-11-10,0.0181,0.1858
2024-11-11,0.0195,0.1117
2024-11-12,0.018,0.1081
2024-11-13,0.0216,0.1353
2024-11-14,0.0222,0.1071
2024-11-15,0.0191,0.1328
2024-11-16,0.0331,0.1776
2024-11-17,0.0372,0.1719
2024-11-18,0.0177,0.1568
2024-11-19,0.014,0.1257
2024-11-20,0.0209,0.1663
2024-11-21,0.0182,0.1398
2024-11-22,0.0328,0.1368
2024-11-23,0.0361,0.1361
2024-11-24,0.0539,0.1516
2024-11-25,0.0389,0.1256
2024-11-26,0.0202,0.1122
2024-11-27,0.0197,0.1303
2024-11-28,0.0212,0.1593
2024-11-29,0.0244,0.1681
2024-11-30,0.0296,0.176
2024-12-01,0.0254,0.1974
2024-12-02,0.0365,0.1518
2024-12-03,0.025,0.1593
2024-12-04,0.0313,0.1883
2024-12-05,0.0231,0.1528
2024-12-06,0.0251,0.169
2024-12-07,0.0282,0.2349
2024-12-08,0.0523,0.2265
2024-12-09,0.03,0.1604
2024-12-10,0.0167,0.1793
2024-12-11,0.0264,0.1681
2024-12-12,0.0249,0.1753
2024-12-13,0.0161,0.1473
2024-12-14,0.0253,0.1949
2024-12-15,0.0222,0.2215
2024-12-16,0.0489,0.1726
2024-12-17,0.0319,0.1191
2024-12-18,0.0341,0.1409
2024-12-19,0.0252,0.141
2024-12-20,0.0176,0.1441
2024-12-21,0.0344,0.1982
2024-12-22,0.0388,0.1806
2024-12-23,0.0277,0.2162
2024-12-24,0.0287,0.2419
2024-12-25,0.0521,0.222
2024-12-26,0.0701,0.2025
2024-12-27,0.0372,0.1904
2024-12-28,0.0402,0.2409
2024-12-29,0.0552,0.2738
2024-12-30,0.0762,0.1772
2024-12-31,0.0321,0.1685
2025-01-01,0.0335,0.209
2025-01-02,0.0451,0.1886
2025-01-03,0.0394,0.1551
2025-01-04,0.051,0.1892
2025-01-05,0.0615,0.2088
2025-01-06,0.02,0.1534
2025-01-07,0.0186,0.1207
2025-01-08,0.0254,0.1628
2025-01-09,0.0226,0.14
2025-01-10,0.0116,0.1236
2025-01-11,0.0191,0.1905
2025-01-12,0.0254,0.2426
2025-01-13,0.0114,0.171
2025-01-14,0.0118,0.1549
2025-01-15,0.018,0.1537
2025-01-16,0.0188,0.2081
2025-01-17,0.0186,0.1489
2025-01-18,0.0552,0.2153
2025-01-19,0.0716,0.2455
2025-01-20,0.0219,0.1867
2025-01-21,0.0315,0.1383
2025-01-22,0.0117,0.125
2025-01-23,0.0378,0.1506
2025-01-24,0.0164,0.1736
2025-01-25,0.0326,0.2083
2025-01-26,0.0206,0.1742
2025-01-27,0.0108,0.1782
2025-01-28,0.0541,0.1166
2025-01-29,0.0202,0.1456
2025-01-30,0.0127,0.1214
2025-01-31,0.0173,0.1224
2025-02-01,0.0109,0.1793
2025-02-02,0.0426,0.2084
2025-02-03,0.0172,0.1628
2025-02-04,0.0142,0.1394
2025-02-05,0.0156,0.1035
2025-02-06,0.0124,0.139
2025-02-07,0.0145,0.1389
2025-02-08,0.0098,0.159
2025-02-09,0.0268,0.2348
2025-02-10,0.0135,0.1344
2025-02-11,0.0241,0.1533
2025-02-12,0.0161,0.1432
2025-02-13,0.0261,0.1367
2025-02-14,0.0143,0.1483
2025-02-15,0.0087,0.1862
2025-02-16,0.0228,0.1977
2025-02-17,0.0201,0.1686
2025-02-18,0.0183,0.1481
2025-02-19,0.02,0.1342
2025-02-20,0.0234,0.1395
2025-02-21,0.0132,0.1244
2025-02-22,0.0232,0.1744
2025-02-23,0.0626,0.1835
2025-02-24,0.023,0.154
2025-02-25,0.0176,0.1344
2025-02-26,0.0257,0.1391
2025-02-27,0.0208,0.1243
2025-02-28,0.0161,0.1297
2025-03-01,0.0137,0.1535
2025-03-02,0.016,0.1588
2025-03-03,0.0453,0.1655
2025-03-04,0.027,0.1537
2025-03-05,0.016,0.1093
2025-03-06,0.0165,0.1362
2025-03-07,0.0102,0.1512
2025-03-08,0.0348,0.2127
2025-03-09,0.1254,0.1856
2025-03-10,0.0878,0.161
2025-03-11,0.0222,0.1214
2025-03-12,0.0187,0.1144
2025-03-13,0.0202,0.1372
2025-03-14,0.0132,0.1233
2025-03-15,0.0173,0.1711
2025-03-16,0.0365,0.1849
2025-03-17,0.0187,0.1432
2025-03-18,0.0189,0.1447
2025-03-19,0.01,0.1229
2025-03-20,0.0177,0.1429
2025-03-21,0.0243,0.1669
2025-03-22,0.0355,0.205
2025-03-23,0.024,0.2073
2025-03-24,0.026,0.1803
2025-03-25,0.0225,0.1308
2025-03-26,0.0092,0.1384
2025-03-27,0.0108,0.1182
2025-03-28,0.0157,0.156
2025-03-29,0.0171,0.2405
2025-03-30,0.0322,0.2278
2025-03-31,0.0145,0.1312
2025-04-01,0.0156,0.1574
2025-04-02,0.0138,0.1139
2025-04-03,0.0171,0.146
2025-04-04,0.02,0.1441
2025-04-05,0.0257,0.088
2025-04-06,0.0235,0.0631
2025-04-07,0.0131,0.0648
2025-04-08,0.0142,0.0523
2025-04-09,0.0178,0.0515
2025-04-10,0.0106,0.0724
2025-04-11,0.0162,0.0715
2025-04-12,0.0323,0.0583
2025-04-13,0.0216,0.0579
2025-04-14,0.0173,0.0511
2025-04-15,0.0147,0.0474
2025-04-16,0.0149,0.0576
2025-04-17,0.0137,0.0672
2025-04-18,0.018,0.0847
2025-04-19,0.0254,0.0752
2025-04-20,0.0298,0.0799
2025-04-21,0.0133,0.0656
2025-04-22,0.0092,0.0526
2025-04-23,0.0097,0.0489
2025-04-24,0.0138,0.0913
2025-04-25,0.0196,0.0599
2025-04-26,0.0185,0.0834
2025-04-27,0.0329,0.0919
2025-04-28,0.0153,0.0725
2025-04-29,0.0174,0.0611
2025-04-30,0.0183,0.0574
2025-05-01,0.0121,0.0909
2025-05-02,0.0183,0.1058
2025-05-03,0.0156,0.14
2025-05-04,0.0198,0.1085
2025-05-05,0.0214,0.1165
2025-05-06,0.0149,0.0801
2025-05-07,0.0238,0.0726
2025-05-08,0.0384,0.0979
2025-05-09,0.0815,0.0932
2025-05-10,0.0632,0.1121
2025-05-11,0.0446,0.1146
2025-05-12,0.03,0.0807
2025-05-13,0.0362,0.0774
2025-05-14,0.0206,0.067
2025-05-15,0.0246,0.0595
2025-05-16,0.025,0.0758
2025-05-17,0.0473,0.0842
2025-05-18,0.0202,0.077
2025-05-19,0.0206,0.0587
2025-05-20,0.0246,0.0614
2025-05-21,0.0166,0.0684
2025-05-22,0.0098,0.0512
2025-05-23,0.0238,0.0694
2025-05-24,0.0266,0.094
2025-05-25,0.0398,0.1549
2025-05-26,0.0226,0.0616
2025-05-27,0.0187,0.0437
2025-05-28,0.0106,0.0452
2025-05-29,0.0129,0.0451
2025-05-30,0.0144,0.068
2025-05-31,0.0181,0.0756
2025-06-01,0.0219,0.067
2025-06-02,0.0357,0.0675
2025-06-03,0.0353,0.0472
2025-06-04,0.0416,0.0401
2025-06-05,0.039,0.0558
2025-06-06,0.0291,0.0528
2025-06-07,0.0332,0.0922
2025-06-08,0.0326,0.0653
2025-06-09,0.0279,0.0445
2025-06-10,0.0209,0.0543
2025-06-11,0.0115,0.0458
2025-06-12,0.0096,0.0695
2025-06-13,0.0126,0.083
2025-06-14,0.0196,0.1084
2025-07-02,0.0231,0.0752
2025-07-03,0.0153,0.0573
2025-07-04,0.022,0.083
2025-07-05,0.0706,0.0641
2025-07-06,0.0724,0.0809
2025-07-07,0.048,0.0513
2025-07-08,0.0195,0.0565
2025-07-09,0.0417,0.0566
2025-07-10,0.0285,0.0725
2025-07-11,0.0384,0.0535
2025-07-12,0.0535,0.0699
2025-07-13,0.0468,0.0909
2025-07-14,0.037,0.0628
2025-07-15,0.0243,0.0628
2025-07-16,0.0412,0.0751
2025-07-17,0.0209,0.0633
2025-07-18,0.013,0.0556
2025-07-19,0.0308,0.0846
2025-07-20,0.0658,0.0738
2025-07-21,0.0179,0.0605
2025-07-22,0.0169,0.056
2025-07-23,0.0317,0.0613
2025-07-24,0.0325,0.0617
2025-07-25,0.019,0.0594
2025-07-26,0.0336,0.0736
2025-07-27,0.0717,0.071
2025-07-28,0.0307,0.0711
2025-07-29,0.0226,0.0605
2025-07-30,0.028,0.0579
2025-07-31,0.0248,0.0651
2025-08-01,0.0164,0.0676
2025-08-02,0.0311,0.0918
2025-08-03,0.0375,0.0809
2025-08-04,0.0396,0.0912
2025-08-05,0.0281,0.0571
2025-08-06,0.017,0.0651
2025-08-07,0.0143,0.0594
2025-08-08,0.0202,0.0667
2025-08-09,0.0185,0.0794
2025-08-10,0.0244,0.0967
2025-08-11,0.031,0.064
2025-08-12,0.0223,0.0728
2025-08-13,0.0172,0.0791
2025-08-14,0.0245,0.0935
2025-08-15,0.0132,0.1015
2025-08-16,0.0285,0.1097
2025-08-17,0.0156,0.081
2025-08-18,0.0363,0.1221
2025-08-19,0.0344,0.1002
2025-08-20,0.0204,0.0753
2025-08-21,0.0311,0.0604
2025-08-22,0.0308,0.0807
2025-08-23,0.047,0.0837
2025-08-24,0.0431,0.1081
2025-08-25,0.0159,0.0693
2025-08-26,0.0223,0.0554
2025-08-27,0.0169,0.0517
2025-08-28,0.019,0.0678
2025-08-29,0.0128,0.0576
2025-08-30,0.0199,0.0775
2025-08-31,0.0076,0.0618
2025-09-01,0.0051,0.0793
2025-09-02,0.027,0.0528
2025-09-03,0.0211,0.0524
2025-09-04,0.0189,0.0545
2025-09-05,0.0234,0.0655
2025-09-06,0.0295,0.097
2025-09-07,0.0622,0.0812
2025-09-08,0.0423,0.0819
2025-09-09,0.0228,0.0631
2025-09-10,0.0098,0.0642
2025-09-11,0.0198,0.0936
2025-09-12,0.0314,0.0948
2025-09-13,0.0674,0.096
2025-09-14,0.1284,0.0925
2025-09-15,0.0278,0.0718
2025-09-16,0.0299,0.0592
2025-09-17,0.0338,0.0945
2025-09-18,0.0417,0.0785
2025-09-19,0.0242,0.0876
2025-09-20,0.0369,0.1312
2025-09-21,0.0574,0.1065
2025-09-22,0.0299,0.0614
2025-09-23,0.0221,0.1007
2025-09-24,0.0186,0.0683
2025-09-25,0.0282,0.0785
2025-09-26,0.0337,0.0937
2025-09-27,0.0415,0.1311
2025-09-28,0.1385,0.0795
2025-09-29,0.1596,0.0804
2025-09-30,0.0505,0.0568
2025-10-01,0.0373,0.0738
2025-10-02,0.0405,0.0572
2025-10-03,0.0135,0.0883
2025-10-04,0.0484,0.1053
2025-10-05,0.0233,0.0902
2025-10-06,0.0251,0.092
2025-10-07,0.0405,0.0741
2025-10-08,0.0467,0.1092
2025-10-09,0.0261,0.1139
2025-10-10,0.0219,0.1027
2025-10-11,0.0292,0.0861
2025-10-12,0.0334,0.0708
2025-10-13,0.0312,0.048
2025-10-14,0.0369,0.062
2025-10-15,0.0221,0.0982
2025-10-16,0.026,0.0673
2025-10-17,0.0278,0.0885
2025-10-18,0.0426,0.0836
2025-10-19,0.0388,0.1073
2025-10-20,0.0106,0.0692
2025-10-21,0.0158,0.0617
2025-10-22,0.032,0.0593
2025-10-23,0.0143,0.0578
2025-10-24,0.011,0.0694
2025-10-25,0.0163,0.0918
2025-10-26,0.0164,0.0715
2025-10-27,0.0194,0.071
2025-10-28,0.0174,0.0607
2025-10-29,0.0188,0.0516
2025-10-30,0.0251,0.0707
2025-10-31,0.0605,0.0782
2025-11-01,0.0495,0.1083
2025-11-02,0.0827,0.1449
2025-11-03,0.1691,0.0815
2025-11-04,0.0411,0.0634
2025-11-05,0.0479,0.066
2025-11-06,0.0498,0.0703
2025-11-07,0.0371,0.0672
2025-11-08,0.0502,0.1256
2025-11-09,0.0312,0.0675
2025-11-10,0.0224,0.0738
2025-11-11,0.0305,0.0765
2025-11-12,0.0117,0.052
2025-11-13,0.0307,0.0651
2025-11-14,0.0304,0.0527
2025-11-15,0.0614,0.0894
2025-11-16,0.0396,0.0981
2025-11-17,0.0304,0.0584
2025-11-18,0.0088,0.0615
2025-11-19,0.0087,0.0614
2025-11-20,0.0167,0.0588
2025-11-21,0.0284,0.0686
2025-11-22,0.0285,0.081
2025-11-23,0.0469,0.0685
2025-11-24,0.0248,0.1505
2025-11-25,0.0487,0.0963
2025-11-26,0.0633,0.0524
2025-11-27,0.0354,0.0771
2025-11-28,0.0315,0.0793
2025-11-29,0.0515,0.0717
2025-11-30,0.0278,0.0719
2025-12-01,0.0249,0.0585
2025-12-02,0.0103,0.0517
2025-12-03,0.0359,0.0583
2025-12-04,0.02,0.0547
2025-12-05,0.0431,0.0679
2025-12-06,0.0,0.0
2025-12-07,0.0383,0.0766
2025-12-08,0.0381,0.0823
2025-12-09,0.0565,0.0628
2025-12-10,0.0398,0.1031
2025-12-11,0.0283,0.0822
2025-12-12,0.0342,0.1037
2025-12-13,0.0341,0.14
2025-12-14,0.042,0.1041
2025-12-15,0.0241,0.0746
2025-12-16,0.0666,0.0742
2025-12-17,0.0573,0.0735
2025-12-18,0.0233,0.0614
2025-12-19,0.0435,0.0899
2025-12-20,0.1055,0.0877
2025-12-21,0.0565,0.1049
2025-12-22,0.0399,0.0928
2025-12-23,0.0246,0.0766
2025-12-24,0.0383,0.0953
2025-12-25,0.0321,0.0841
2025-12-26,0.04,0.0957
2025-12-27,0.0313,0.1703
2025-12-28,0.0693,0.0899
2025-12-29,0.0493,0.0719
2025-12-30,0.0479,0.1002
2025-12-31,0.0275,0.1118
2026-01-01,0.0601,0.0948
2026-01-02,0.0802,0.1306
2026-01-03,0.0694,0.1117
2026-01-04,0.0949,0.0791
2026-01-05,0.0735,0.0857
2026-01-06,0.0574,0.0748
2026-01-07,0.0561,0.0936
2026-01-08,0.0396,0.0775
2026-01-09,0.0279,0.0615
2026-01-10,0.0216,0.0944
2026-01-11,0.0366,0.1145
2026-01-12,0.0225,0.0554
2026-01-13,0.0512,0.0517
2026-01-14,0.0322,0.0555
2026-01-15,0.0266,0.0579
2026-01-16,0.0395,0.0796
2026-01-17,0.058,0.0761
2026-01-18,0.0544,0.0865
2026-01-19,0.0261,0.0847
2026-01-20,0.0326,0.0617
2026-01-21,0.0637,0.0686
2026-01-22,0.0752,0.0676
2026-01-23,0.0606,0.0758
2026-01-24,0.1572,0.1033
2026-01-25,0.0872,0.1107
2026-01-26,0.0598,0.0883
2026-01-27,0.0621,0.0991
2026-01-28,0.0406,0.0561
2026-01-29,0.0361,0.0587
2026-01-30,0.0434,0.0625
2026-01-31,0.0827,0.0999
2026-02-01,0.1189,0.0896
2026-02-02,0.1475,0.0673
2026-02-03,0.0521,0.1223
2026-02-04,0.0711,0.0744
2026-02-05,0.0739,0.0848
2026-02-06,0.093,0.0678
2026-02-07,0.174,0.116
2026-02-08,0.1196,0.0984
2026-02-09,0.1352,0.0637
2026-02-10,0.1321,0.0562
2026-02-11,0.0782,0.0809
2026-02-12,0.0715,0.0931
2026-02-13,0.075,0.0709
2026-02-14,0.1422,0.081
2026-02-15,0.3577,0.0917
2026-02-16,0.1261,0.0601
2026-02-17,0.0923,0.071
2026-02-18,0.1105,0.0617
2026-02-19,0.0516,0.0561
2026-02-20,0.064,0.048
2026-02-21,0.0609,0.0684
2026-02-22,0.1291,0.0651
2026-02-23,0.1034,0.0521
2026-02-24,0.091,0.0574
2026-02-25,0.064,0.057
2026-02-26,0.0829,0.0448
2026-02-27,0.0789,0.0509
2026-02-28,0.0513,0.0513
2026-03-01,0.1449,0.0459
2026-03-02,0.0885,0.0487
2026-03-03,0.0866,0.0542
2026-03-04,0.109,0.053
2026-03-05,0.173,0.0597
2026-03-06,0.1423,0.0809
2026-03-07,0.1309,0.0919
2026-03-08,0.3167,0.0635
2026-03-09,0.2221,0.0508
2026-03-10,0.1181,0.0575
2026-03-11,0.1111,0.0477
2026-03-12,0.0669,0.0496
2026-03-13,0.0529,0.049
2026-03-14,0.0908,0.0884
2026-03-15,0.0887,0.0773
2026-03-16,0.0429,0.0538
2026-03-17,0.0337,0.0658
2026-03-18,0.031,0.0782
2026-03-19,0.0351,0.0516
2026-03-20,0.0609,0.0791
2026-03-21,0.0579,0.0972
2026-03-22,0.0536,0.116
2026-03-23,0.0315,0.0806
2026-03-24,0.0327,0.067
2026-03-25,0.0445,0.0754
2026-03-26,0.0371,0.0612
2026-03-27,0.027,0.0555
2026-03-28,0.0646,0.0897
2026-03-29,0.0581,0.0765
2026-03-30,0.0324,0.0664
2026-03-31,0.0328,0.0536
2026-04-01,0.0284,0.0496
2026-04-02,0.0364,0.0556
2026-04-03,0.0431,0.049
2026-04-04,0.0504,0.0822
2026-04-05,0.0219,0.0844
2026-04-06,0.0179,0.0739
2026-04-07,0.0203,0.0503
2026-04-08,0.0227,0.0659
2026-04-09,0.0151,0.0371
2026-04-10,0.0226,0.0855
2026-04-11,0.0228,0.1015
2026-04-12,0.0425,0.2428
2026-04-13,0.0294,0.0821
2026-04-14,0.0409,0.0616
2026-04-15,0.0194,0.0394
2026-04-16,0.0246,0.0667
2026-04-17,0.0276,0.0431
2026-04-18,0.0418,0.0598
2026-04-19,0.0418,0.0853
2026-04-20,0.0226,0.0658
2026-04-21,0.0274,0.0542
2026-04-22,0.0261,0.0455
2026-04-23,0.0326,0.0516
2026-04-24,0.0285,0.0494
2026-04-25,0.0587,0.0587
2026-04-26,0.0473,0.0668
2026-04-27,0.0112,0.069
2026-04-28,0.037,0.0486
2026-04-29,0.0263,0.0734
2026-04-30,0.0424,0.0487
2026-05-01,0.0396,0.044
2026-05-02,0.0333,0.084
2026-05-03,0.037,0.0732
2026-05-04,0.0243,0.0675
2026-05-05,0.043,0.0598
2026-05-06,0.0415,0.0587
2026-05-07,0.0265,0.0514
2026-05-08,0.031,0.0394
2026-05-09,0.051,0.0705
2026-05-10,0.0528,0.0877
2026-05-11,0.0299,0.0442
2026-05-12,0.0106,0.0454
2026-05-13,0.0261,0.0516
2026-05-14,0.0197,0.045
2026-05-15,0.0324,0.0693
2026-05-16,0.0369,0.0813
2026-05-17,0.0335,0.0615
2026-05-18,0.029,0.053
2026-05-19,0.0308,0.0622
2026-05-20,0.0262,0.0558
2026-05-21,0.0304,0.0602
2026-05-22,0.0184,0.0585
2026-05-23,0.0329,0.065
2026-05-24,0.0238,0.0675
2026-05-25,0.0348,0.0734
2026-05-26,0.0169,0.0891
2026-05-27,0.0277,0.0632
2026-05-28,0.024,0.0507
2026-05-29,0.0286,0.0676
2026-05-30,0.028,0.0787
2026-05-31,0.0594,0.0691
2026-06-01,0.067,0.0608
2026-06-02,0.0306,0.0558
2026-06-03,0.0318,0.075
2026-06-04,0.0742,0.0691
2026-06-05,0.0408,0.0626
2026-06-06,0.0962,0.0933
2026-06-07,0.0198,0.0884
2026-06-08,0.0466,0.0695
2026-06-09,0.0314,0.0653
2026-06-10,0.0248,0.0593
2026-06-11,0.0263,0.0846
2026-06-12,0.0387,0.0718
2026-06-13,0.0402,0.1446
2026-06-14,0.0735,0.0709
2026-06-15,0.0199,0.0822
2026-06-16,0.017,0.0641
2026-06-17,0.0166,0.0596
2026-06-18,0.0198,0.053
2026-06-19,0.0252,0.064
2026-06-20,0.0559,0.1382
2026-06-21,0.0336,0.1091
2026-06-22,0.0183,0.0879
2026-06-23,0.0322,0.0588
2026-06-24,0.0304,0.0515
2026-06-25,0.0346,0.0592
2026-06-26,0.0221,0.0517
2026-06-27,0.0451,0.0802
2026-06-28,0.0502,0.07
2026-06-29,0.0443,0.071
2026-06-30,0.0258,0.0594
