channel,query_month,rank,analog_month,distance,n_features_used,features_used,features_excluded_as_null
pakistan_west,2002-02,1,2000-04,0.416799,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-02,2,2000-03,0.53036,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-02,3,2002-09,0.564844,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-02,4,2002-11,0.597735,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-02,5,1999-11,0.701536,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-03,1,2000-04,0.465783,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-03,2,2002-11,0.599938,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-03,3,2000-03,0.751846,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-03,4,1999-10,0.928646,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-03,5,1999-11,0.938397,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-04,1,2000-04,0.426019,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-04,2,2002-11,0.563211,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-04,3,2001-09,0.615779,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-04,4,2000-03,0.836941,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-04,5,1989-09,0.918455,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-05,1,2000-01,0.625449,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-05,2,1999-08,0.63336,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-05,3,1999-07,0.684404,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-05,4,2001-10,0.874991,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-05,5,1999-12,0.971457,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-06,1,2000-01,0.223379,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-06,2,1999-12,0.261222,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-06,3,1999-09,0.507671,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-06,4,1999-10,0.644967,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-06,5,1999-08,0.664347,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-07,1,2000-05,1.503616,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-07,2,2000-02,1.824274,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-07,3,1989-12,1.901335,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-07,4,1990-07,1.917554,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-07,5,2000-07,2.066106,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-08,1,2001-09,0.465615,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-08,2,2001-12,0.488988,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-08,3,2001-11,0.563309,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-08,4,1989-08,0.684881,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-08,5,1990-02,0.715341,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-09,1,2001-11,0.214842,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-09,2,2001-09,0.234302,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-09,3,1989-09,0.554002,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-09,4,2002-02,0.564844,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-09,5,1990-05,0.693179,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-10,1,2001-08,0.213506,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-10,2,2001-11,0.717844,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-10,3,2000-03,0.812466,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-10,4,2001-09,0.834962,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-10,5,2002-02,0.913953,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-11,1,2001-11,0.272681,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-11,2,2001-09,0.310426,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-11,3,1989-09,0.545544,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-11,4,2002-04,0.563211,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-11,5,2002-02,0.597735,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-12,1,2000-02,0.768193,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-12,2,2001-08,1.092941,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-12,3,2000-05,1.116176,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-12,4,1990-03,1.477421,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2002-12,5,2009-11,1.488021,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-01,1,1990-07,1.340288,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-01,2,2010-01,1.389691,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-01,3,2000-07,1.474611,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-01,4,1989-12,1.555538,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-01,5,2005-01,1.849207,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-02,1,1990-05,0.116815,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-02,2,1990-02,0.26154,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-02,3,1990-06,0.278907,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-02,4,1990-04,0.340629,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-02,5,1989-09,0.477393,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-03,1,1990-03,0.152965,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-03,2,2004-12,0.43989,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-03,3,1989-10,0.60895,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-03,4,2004-07,0.690315,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-03,5,1989-11,0.72786,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-04,1,1990-04,0.145031,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-04,2,1990-02,0.16339,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-04,3,1990-06,0.242115,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-04,4,1990-05,0.431661,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-04,5,2004-11,0.528893,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-05,1,1998-09,0.77819,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-05,2,2010-02,1.100828,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-05,3,2004-08,1.185454,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-05,4,1990-08,1.216182,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-05,5,2001-01,1.221934,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-06,1,1990-07,0.804193,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-06,2,2005-01,0.814162,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-06,3,2000-07,0.91979,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-06,4,1983-01,0.921453,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-06,5,1981-01,0.971268,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-07,1,2014-05,0.154094,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-07,2,1980-05,0.205357,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-07,3,1982-07,0.299148,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-07,4,1980-02,0.306666,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-07,5,1982-09,0.31835,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-08,1,1986-01,0.129481,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-08,2,1980-11,0.201585,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-08,3,1982-12,0.211881,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-08,4,1980-12,0.213045,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-08,5,2019-09,0.214088,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-09,1,1993-05,0.155982,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-09,2,1980-11,0.187724,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-09,3,1982-12,0.195111,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-09,4,1980-12,0.199372,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-09,5,1985-08,0.20593,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-10,1,1986-04,0.260799,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-10,2,1986-03,0.28476,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-10,3,1998-04,0.404218,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-10,4,1993-11,0.422105,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-10,5,1981-03,0.424801,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-11,1,1980-08,0.13074,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-11,2,1980-09,0.148533,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-11,3,1987-02,0.243568,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-11,4,1985-08,0.255743,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-11,5,1982-12,0.26004,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-12,1,1980-11,0.196648,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-12,2,1985-06,0.196777,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-12,3,1982-12,0.199165,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2003-12,4,1993-05,0.208198,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2003-12,5,1980-12,0.208275,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2004-01,1,2001-06,0.159482,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-01,2,1997-09,0.199518,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-01,3,1988-12,0.348187,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-01,4,2008-11,0.354813,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-01,5,1999-02,0.403541,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-02,1,1989-04,0.316577,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-02,2,1989-06,0.363996,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-02,3,2004-12,0.414779,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-02,4,2005-08,0.443888,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-02,5,2010-06,0.492169,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-03,1,2005-03,0.278412,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-03,2,1998-01,0.36687,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-03,3,2010-12,0.378663,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-03,4,2005-08,0.425784,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-03,5,1990-12,0.4265,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-04,1,1989-04,0.415194,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-04,2,2004-12,0.633918,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-04,3,2000-10,0.692541,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-04,4,2010-06,0.696598,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-04,5,2005-07,0.745054,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-05,1,1998-03,0.505679,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-05,2,2000-10,0.638574,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-05,3,2005-09,0.743204,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-05,4,2005-01,0.775408,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-05,5,2010-07,0.801118,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-06,1,1989-05,0.229425,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-06,2,2005-06,0.474683,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-06,3,1998-10,0.544265,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-06,4,2000-11,0.554369,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-06,5,2001-02,0.563856,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-07,1,1989-06,0.216621,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-07,2,2005-08,0.335804,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-07,3,1989-04,0.513707,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-07,4,2010-11,0.572942,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-07,5,1998-01,0.592452,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-08,1,1989-01,0.380158,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-08,2,1998-08,0.444692,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-08,3,2000-09,0.473835,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-08,4,1998-04,0.541731,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-08,5,1990-08,0.584607,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-09,1,1999-05,0.420807,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-09,2,2001-05,0.533896,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-09,3,1998-06,0.539105,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-09,4,1998-07,0.554691,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-09,5,2005-04,0.705721,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-10,1,2004-03,0.460453,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-10,2,1989-02,0.506835,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-10,3,1989-06,0.566709,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-10,4,2005-08,0.612576,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-10,5,1999-04,0.61428,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-11,1,2003-02,0.488149,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-11,2,1989-03,0.497365,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-11,3,1990-02,0.505107,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-11,4,2003-04,0.528893,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-11,5,1990-06,0.597714,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-12,1,2004-02,0.414779,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-12,2,2003-03,0.43989,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-12,3,1990-03,0.467151,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-12,4,1989-06,0.483924,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2004-12,5,1989-04,0.564683,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-01,1,2000-07,0.463162,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-01,2,2005-09,0.667274,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-01,3,2004-05,0.775408,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-01,4,1998-03,0.808722,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-01,5,2003-06,0.814162,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-02,1,1998-12,0.228125,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-02,2,1997-07,0.275163,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-02,3,1987-05,0.310263,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-02,4,1989-02,0.335218,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-02,5,1987-04,0.344303,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-03,1,2010-12,0.125172,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-03,2,1998-01,0.251724,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-03,3,1990-12,0.263561,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-03,4,2004-03,0.278412,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-03,5,1987-05,0.321063,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-04,1,2008-11,0.287063,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-04,2,2001-06,0.379554,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-04,3,2012-04,0.390259,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-04,4,2001-05,0.393167,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-04,5,1997-09,0.39542,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-05,1,1989-02,0.211342,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-05,2,1998-12,0.282778,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-05,3,1987-08,0.322932,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-05,4,1999-04,0.366639,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-05,5,1990-11,0.422106,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-06,1,2001-02,0.166067,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-06,2,2000-11,0.271628,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-06,3,1989-05,0.351448,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-06,4,1999-04,0.352133,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-06,5,2001-03,0.415588,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-07,1,1990-09,0.202774,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-07,2,2010-03,0.316618,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-07,3,1998-02,0.320444,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-07,4,1997-12,0.321617,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-07,5,1990-10,0.322769,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-08,1,1989-06,0.121064,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-08,2,2010-11,0.258861,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-08,3,1998-01,0.289206,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-08,4,2004-07,0.335804,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-08,5,2004-03,0.425784,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-09,1,1986-07,0.322324,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-09,2,1998-03,0.379361,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-09,3,1983-01,0.589619,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2005-09,4,2000-09,0.596585,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-09,5,1981-01,0.62243,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2005-10,1,1985-06,0.218362,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-10,2,2003-12,0.247833,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-10,3,1990-11,0.249283,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-10,4,1997-11,0.25028,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-10,5,1980-09,0.254658,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2005-11,1,1983-01,0.258899,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2005-11,2,1981-01,0.262939,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2005-11,3,2010-07,0.366701,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-11,4,1993-08,0.373222,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-11,5,1987-09,0.448764,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-12,1,1980-12,0.093822,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2005-12,2,1980-11,0.103746,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2005-12,3,1980-04,0.110565,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2005-12,4,1991-09,0.126654,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2005-12,5,1980-10,0.139946,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2006-01,1,1980-05,0.137203,2,change_12m_raw_share|volatility_12m_raw_share,level_pctl_10y
pakistan_west,2006-01,2,2013-12,0.163964,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2006-01,3,2012-07,0.170616,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2006-01,4,1992-04,0.176732,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2006-01,5,1991-06,0.183004,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
pakistan_west,2006-02,1,2014-01,0.113517,3,level_pctl_10y|change_12m_raw_share|volatility_12m_raw_share,
